lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,opponent,stack_target
8,RB2,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,team:SF
8,WR1,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,team:SF
8,WR2,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,team:SF
8,WR3,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,team:SF
8,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,team:SF
8,FLEX,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,team:SF
9,QB,00-0028118,Tyrod Taylor,QB,NYJ,5000,0.0,BYE_OR_UNKNOWN,team:NYJ
9,DST,DST_DEN,Broncos,DST,DEN,3300,3.4073770778652666,KC,team:NYJ
9,RB1,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,team:NYJ
9,RB2,00-0034975,Justice Hill,RB,BAL,3200,5.84317175213232,MIN,team:NYJ
9,WR1,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,team:NYJ
9,WR2,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,team:NYJ
9,WR3,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,team:NYJ
9,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,team:NYJ
9,FLEX,00-0033288,George Kittle,TE,SF,4500,7.785465730776324,LA,team:NYJ
10,QB,00-0035264,Jarrett Stidham,QB,DEN,5000,0.0,BYE_OR_UNKNOWN,team:DEN
10,DST,DST_DEN,Broncos,DST,DEN,3300,3.4073770778652666,KC,team:DEN
10,RB1,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,team:DEN
10,RB2,00-0034975,Justice Hill,RB,BAL,3200,5.84317175213232,MIN,team:DEN
10,WR1,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,team:DEN
10,WR2,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,team:DEN
10,WR3,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,team:DEN
10,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,team:DEN
10,FLEX,00-0040134,Pat Bryant,WR,DEN,3000,5.303643602409491,LV,team:DEN
