lineup_id,roster_slot,player_id,player_name,position,team,salary,projection,opponent,stack_target
12,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
12,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
12,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,
12,RB2,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
12,WR1,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,
12,WR2,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,
12,WR3,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
12,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,
12,FLEX,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
13,QB,00-0039732,Bo Nix,QB,DEN,6300,22.131842062673385,LV,
13,DST,DST_SF,49ers,DST,SF,3200,2.9889731389102074,LA,
13,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,
13,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
13,WR1,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,
13,WR2,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,
13,WR3,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
13,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,
13,FLEX,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
14,QB,00-0039732,Bo Nix,QB,DEN,6300,22.131842062673385,LV,
14,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
14,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,
14,RB2,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
14,WR1,00-0039868,Troy Franklin,WR,DEN,3400,14.847096749159268,LV,
14,WR2,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,
14,WR3,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
14,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,
14,FLEX,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
15,QB,00-0039732,Bo Nix,QB,DEN,6300,22.131842062673385,LV,
15,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
15,RB1,00-0032764,Derrick Henry,RB,BAL,6600,12.338874670503545,MIN,
15,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
15,WR1,00-0034348,Courtland Sutton,WR,DEN,5200,14.733035310856256,LV,
15,WR2,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
15,WR3,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
15,TE,00-0034753,Mark Andrews,TE,BAL,6100,10.557642048115028,MIN,
15,FLEX,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
16,QB,00-0039732,Bo Nix,QB,DEN,6300,22.131842062673385,LV,
16,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
16,RB1,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
16,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
16,WR1,00-0037740,Garrett Wilson,WR,NYJ,6200,14.502334187697228,CLE,
16,WR2,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
16,WR3,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
16,TE,00-0033288,George Kittle,TE,SF,4500,7.785465730776324,LA,
16,FLEX,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
17,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
17,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
17,RB1,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
17,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
17,WR1,00-0039064,Zay Flowers,WR,BAL,4600,11.295905665258257,MIN,
17,WR2,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
17,WR3,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
17,TE,00-0033288,George Kittle,TE,SF,4500,7.785465730776324,LA,
17,FLEX,00-0040736,Mason Taylor,TE,NYJ,3200,7.135571276861299,CLE,
18,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
18,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
18,RB1,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
18,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
18,WR1,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
18,WR2,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
18,WR3,00-0036427,Tyler Johnson,WR,NYJ,3000,6.66809268922182,CLE,
18,TE,00-0033288,George Kittle,TE,SF,4500,7.785465730776324,LA,
18,FLEX,00-0038046,Charlie Kolar,TE,BAL,2500,6.074522640592067,MIN,
19,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
19,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
19,RB1,00-0036158,J.K. Dobbins,RB,DEN,6700,11.353080124580222,LV,
19,RB2,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
19,WR1,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
19,WR2,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
19,WR3,00-0036427,Tyler Johnson,WR,NYJ,3000,6.66809268922182,CLE,
19,TE,00-0033288,George Kittle,TE,SF,4500,7.785465730776324,LA,
19,FLEX,00-0040727,Tre' Harris,WR,LAC,3000,5.854971555143573,PIT,
20,QB,00-0034796,Lamar Jackson,QB,BAL,7400,22.486263084577114,MIN,
20,DST,DST_ARI,Cardinals,DST,ARI,2900,2.0075008762705924,LAC,
20,RB1,00-0038120,Breece Hall,RB,NYJ,7800,10.563735679875762,CLE,
20,RB2,00-0034975,Justice Hill,RB,BAL,3200,5.84317175213232,MIN,
20,WR1,00-0039849,Marvin Harrison Jr.,WR,ARI,5900,9.337053770487708,SEA,
20,WR2,00-0036259,Jauan Jennings,WR,SF,4100,8.35461674330102,LA,
20,WR3,00-0036427,Tyler Johnson,WR,NYJ,3000,6.66809268922182,CLE,
20,TE,00-0040736,Mason Taylor,TE,NYJ,3200,7.135571276861299,CLE,
20,FLEX,00-0038046,Charlie Kolar,TE,BAL,2500,6.074522640592067,MIN,
