fetched_at_utc,rank,player,pos,team,game,salary,projection,value,wwo_slate_ids,our_salary,salary_match
2026-09-24T13:04:19+00:00,21,Justin Herbert,QB,LAC,LAC @ BUF,5800,17.57,3.03,"153770,153771,153768,153769",5800,1
2026-09-24T13:04:19+00:00,23,Kirk Cousins,QB,LV,LV @ NO,4800,14.42,3.0,"153773,153772,153771,153768,153769",4800,1
2026-09-24T13:04:19+00:00,24,Dak Prescott,QB,DAL,BAL @ DAL,6700,20.02,2.99,"153773,153772,153771,153768,153769",6700,1
2026-09-24T13:04:19+00:00,25,Drake Maye,QB,NE,NE @ JAX,6100,18.23,2.99,"153770,153771,153768,153769",6100,1
2026-09-24T13:04:19+00:00,26,Travis Kelce,TE,KC,KC @ MIA,4500,13.34,2.96,"153770,153771,153768,153769",4500,1
2026-09-24T13:04:19+00:00,30,Aaron Rodgers,QB,PIT,CIN @ PIT,5000,14.46,2.89,"153770,153771,153768,153769",5000,1
2026-09-24T13:04:19+00:00,32,Mark Andrews,TE,BAL,BAL @ DAL,4400,12.71,2.89,"153773,153772,153771,153768,153769",4400,1
2026-09-24T13:04:19+00:00,33,Cam Ward,QB,TEN,TEN @ NYG,5100,14.67,2.88,"153770,153771,153768,153769",5100,1
2026-09-24T13:04:19+00:00,34,Rico Dowdle,RB,PIT,CIN @ PIT,4700,13.47,2.87,"153770,153771,153768,153769",4700,1
2026-09-24T13:04:19+00:00,36,Sam LaPorta,TE,DET,NYJ @ DET,4300,11.94,2.78,"153770,153771,153768,153769",4300,1
2026-09-24T13:04:19+00:00,37,Joe Burrow,QB,CIN,CIN @ PIT,6600,18.07,2.74,"153770,153771,153768,153769",6600,1
2026-09-24T13:04:19+00:00,38,Hunter Henry,TE,NE,NE @ JAX,3900,10.53,2.7,"153770,153771,153768,153769",3900,1
2026-09-24T13:04:19+00:00,39,Jahmyr Gibbs,RB,DET,NYJ @ DET,8800,23.63,2.69,"153770,153771,153768,153769",8800,1
2026-09-24T13:04:19+00:00,40,Kenneth Walker III,RB,KC,KC @ MIA,7400,19.92,2.69,"153770,153771,153768,153769",7400,1
2026-09-24T13:04:19+00:00,41,T.J. Hockenson,TE,MIN,MIN @ TB,3200,8.42,2.63,"153772,153771,153768,153769",3200,1
2026-09-24T13:04:19+00:00,43,Oronde Gadsden II,TE,LAC,LAC @ BUF,3500,9.17,2.62,"153770,153771,153768,153769",3500,1
2026-09-24T13:04:19+00:00,44,Jalen Coker,WR,CAR,CAR @ CLE,5500,14.34,2.61,"153770,153771,153768,153769",5500,1
2026-09-24T13:04:19+00:00,45,Jaylen Warren,RB,PIT,CIN @ PIT,5700,14.83,2.6,"153770,153771,153768,153769",5700,1
2026-09-24T13:04:19+00:00,46,Chuba Hubbard,RB,CAR,CAR @ CLE,6100,15.74,2.58,"153770,153771,153768,153769",6100,1
2026-09-24T13:04:19+00:00,47,George Kittle,TE,SF,ARI @ SF,4800,12.35,2.57,"153772,153771,153768,153769",4800,1
2026-09-24T13:04:19+00:00,48,Amon-Ra St. Brown,WR,DET,NYJ @ DET,7900,20.0,2.53,"153770,153771,153768,153769",7900,1
2026-09-24T13:04:19+00:00,50,Trey McBride,TE,ARI,ARI @ SF,6700,16.86,2.52,"153772,153771,153768,153769",6700,1
2026-09-24T13:04:19+00:00,51,Chase Brown,RB,CIN,CIN @ PIT,6600,16.41,2.49,"153770,153771,153768,153769",6600,1
2026-09-24T13:04:19+00:00,52,Devaughn Vele,WR,NO,LV @ NO,4400,10.88,2.47,"153773,153772,153771,153768,153769",4400,1
2026-09-24T13:04:19+00:00,54,Harold Fannin Jr.,TE,CLE,CAR @ CLE,4000,9.84,2.46,"153770,153771,153768,153769",4000,1
2026-09-24T13:04:19+00:00,55,De'Von Achane,RB,MIA,KC @ MIA,6500,16.01,2.46,"153770,153771,153768,153769",6500,1
2026-09-24T13:04:19+00:00,57,James Cook III,RB,BUF,LAC @ BUF,6900,16.91,2.45,"153770,153771,153768,153769",6900,1
2026-09-24T13:04:19+00:00,58,Cade Otton,TE,TB,MIN @ TB,3100,7.6,2.45,"153772,153771,153768,153769",3100,1
2026-09-24T13:04:19+00:00,59,Denzel Boston,WR,CLE,CAR @ CLE,4500,10.99,2.44,"153770,153771,153768,153769",4500,1
2026-09-24T13:04:19+00:00,60,Bucky Irving,RB,TB,MIN @ TB,6300,15.31,2.43,"153772,153771,153768,153769",6300,1
2026-09-24T13:04:19+00:00,61,Quinshon Judkins,RB,CLE,CAR @ CLE,5500,13.33,2.42,"153770,153771,153768,153769",5500,1
2026-09-24T13:04:19+00:00,62,Adonai Mitchell,WR,NYJ,NYJ @ DET,4300,10.42,2.42,"153770,153771,153768,153769",4300,1
2026-09-24T13:04:19+00:00,63,Jeremiyah Love,RB,ARI,ARI @ SF,5500,13.27,2.41,"153772,153771,153768,153769",5500,1
2026-09-24T13:04:19+00:00,64,Aaron Jones Sr.,RB,MIN,MIN @ TB,5900,14.18,2.4,"153772,153771,153768,153769",5900,1
2026-09-24T13:04:19+00:00,65,Breece Hall,RB,NYJ,NYJ @ DET,6400,15.36,2.4,"153770,153771,153768,153769",6400,1
2026-09-24T13:04:19+00:00,66,CeeDee Lamb,WR,DAL,BAL @ DAL,7800,18.71,2.4,"153773,153772,153771,153768,153769",7800,1
2026-09-24T13:04:19+00:00,67,Christian McCaffrey,RB,SF,ARI @ SF,8300,19.72,2.38,"153772,153771,153768,153769",8300,1
2026-09-24T13:04:19+00:00,68,Gunnar Helm,TE,TEN,TEN @ NYG,2900,6.89,2.38,"153770,153771,153768,153769",2900,1
2026-09-24T13:04:19+00:00,69,Parker Washington,WR,JAX,NE @ JAX,6000,14.28,2.38,"153770,153771,153768,153769",6000,1
2026-09-24T13:04:19+00:00,70,Jonathan Taylor,RB,IND,HOU @ IND,7600,17.94,2.36,"153770,153771,153768,153769",7600,1
2026-09-24T13:04:19+00:00,71,Xavier Worthy,WR,KC,KC @ MIA,4400,10.36,2.35,"153770,153771,153768,153769",4400,1
2026-09-24T13:04:19+00:00,72,Malik Washington,WR,MIA,KC @ MIA,4200,9.86,2.35,"153770,153771,153768,153769",4200,1
2026-09-24T13:04:19+00:00,73,Derrick Henry,RB,BAL,BAL @ DAL,7700,18.11,2.35,"153773,153772,153771,153768,153769",7700,1
2026-09-24T13:04:19+00:00,74,Khalil Shakir,WR,BUF,LAC @ BUF,4800,11.21,2.34,"153770,153771,153768,153769",4800,1
2026-09-24T13:04:19+00:00,75,Chris Olave,WR,NO,LV @ NO,7200,16.86,2.34,"153773,153772,153771,153768,153769",7200,1
2026-09-24T13:04:19+00:00,76,Garrett Wilson,WR,NYJ,NYJ @ DET,6300,14.77,2.34,"153770,153771,153768,153769",6300,1
2026-09-24T13:04:19+00:00,77,Zay Flowers,WR,BAL,BAL @ DAL,6900,16.18,2.34,"153773,153772,153771,153768,153769",6900,1
2026-09-24T13:04:19+00:00,78,Rashod Bateman,WR,BAL,BAL @ DAL,4700,10.94,2.33,"153773,153772,153771,153768,153769",4700,1
2026-09-24T13:04:19+00:00,79,Javonte Williams,RB,DAL,BAL @ DAL,6700,15.57,2.32,"153773,153772,153771,153768,153769",6700,1
2026-09-24T13:04:19+00:00,80,Juwan Johnson,TE,NO,LV @ NO,3700,8.59,2.32,"153773,153772,153771,153768,153769",3700,1
2026-09-24T13:04:19+00:00,81,Brenton Strange,TE,JAX,NE @ JAX,3400,7.86,2.31,"153770,153771,153768,153769",3400,1
2026-09-24T13:04:19+00:00,83,Jaxon Smith-Njigba,WR,SEA,SEA @ WAS,8600,19.78,2.3,"153770,153771,153768,153769",8600,1
2026-09-24T13:04:19+00:00,85,Pat Freiermuth,TE,PIT,CIN @ PIT,3800,8.7,2.29,"153770,153771,153768,153769",3800,1
2026-09-24T13:04:19+00:00,86,Jameson Williams,WR,DET,NYJ @ DET,5400,12.37,2.29,"153770,153771,153768,153769",5400,1
2026-09-24T13:04:19+00:00,87,Ashton Jeanty,RB,LV,LV @ NO,7100,16.12,2.27,"153773,153772,153771,153768,153769",7100,1
2026-09-24T13:04:19+00:00,88,Tyler Warren,TE,IND,HOU @ IND,5300,12.01,2.27,"153770,153771,153768,153769",5300,1
2026-09-24T13:04:19+00:00,89,Dalton Kincaid,TE,BUF,LAC @ BUF,5500,12.49,2.27,"153770,153771,153768,153769",5500,1
2026-09-24T13:04:19+00:00,90,DK Metcalf,WR,PIT,CIN @ PIT,5400,12.2,2.26,"153770,153771,153768,153769",5400,1
2026-09-24T13:04:19+00:00,92,Xavier Hutchinson,WR,HOU,HOU @ IND,4000,8.99,2.25,"153770,153771,153768,153769",4000,1
2026-09-24T13:04:19+00:00,95,Ted Hurst III,WR,TB,MIN @ TB,3000,6.66,2.22,"153772,153771,153768,153769",3000,1
2026-09-24T13:04:19+00:00,96,Deebo Samuel Sr.,WR,SF,ARI @ SF,5300,11.68,2.2,"153772,153771,153768,153769",5300,1
2026-09-24T13:04:19+00:00,97,AJ Barner,TE,SEA,SEA @ WAS,3100,6.81,2.2,"153770,153771,153768,153769",3100,1
2026-09-24T13:04:19+00:00,98,Josh Downs,WR,IND,HOU @ IND,5700,12.48,2.19,"153770,153771,153768,153769",5700,1
2026-09-24T13:04:19+00:00,99,Ja'Marr Chase,WR,CIN,CIN @ PIT,8100,17.73,2.19,"153770,153771,153768,153769",8100,1
2026-09-24T13:04:19+00:00,100,Tetairoa McMillan,WR,CAR,CAR @ CLE,6000,13.11,2.19,"153770,153771,153768,153769",6000,1
2026-09-24T13:04:19+00:00,101,Isaiah Likely,TE,NYG,TEN @ NYG,4700,10.26,2.18,"153770,153771,153768,153769",4700,1
2026-09-24T13:04:19+00:00,103,KC Concepcion Jr.,WR,CLE,CAR @ CLE,4300,9.32,2.17,"153770,153771,153768,153769",4300,1
2026-09-24T13:04:19+00:00,104,Ryan Flournoy,WR,DAL,BAL @ DAL,3800,8.23,2.17,"153773,153772,153771,153768,153769",3800,1
2026-09-24T13:04:19+00:00,105,Greg Dulcich,TE,MIA,KC @ MIA,3000,6.49,2.16,"153770,153771,153768,153769",3000,1
2026-09-24T13:04:19+00:00,106,George Pickens,WR,DAL,BAL @ DAL,6600,14.28,2.16,"153773,153772,153771,153768,153769",6600,1
2026-09-24T13:04:19+00:00,107,Jake Ferguson,TE,DAL,BAL @ DAL,4100,8.8,2.15,"153773,153772,153771,153768,153769",4100,1
2026-09-24T13:04:19+00:00,109,Ladd McConkey,WR,LAC,LAC @ BUF,5900,12.46,2.11,"153770,153771,153768,153769",5900,1
2026-09-24T13:04:19+00:00,110,DeMario Douglas,WR,NE,NE @ JAX,3700,7.79,2.11,"153770,153771,153768,153769",3700,1
2026-09-24T13:04:19+00:00,111,Justin Jefferson,WR,MIN,MIN @ TB,7500,15.77,2.1,"153772,153771,153768,153769",7500,1
2026-09-24T13:04:19+00:00,112,Cam Skattebo,RB,NYG,TEN @ NYG,6200,13.01,2.1,"153770,153771,153768,153769",6200,1
2026-09-24T13:04:19+00:00,114,Tyquan Thornton,WR,KC,KC @ MIA,3300,6.91,2.09,"153770,153771,153768,153769",3300,1
2026-09-24T13:04:19+00:00,115,Jadarian Price,RB,SEA,SEA @ WAS,5300,11.0,2.08,"153770,153771,153768,153769",5300,1
2026-09-24T13:04:19+00:00,117,Nico Collins,WR,HOU,HOU @ IND,7000,14.56,2.08,"153770,153771,153768,153769",7000,1
2026-09-24T13:04:19+00:00,118,DJ Moore,WR,BUF,LAC @ BUF,5800,12.03,2.07,"153770,153771,153768,153769",5800,1
2026-09-24T13:04:19+00:00,119,Tee Higgins,WR,CIN,CIN @ PIT,6100,12.63,2.07,"153770,153771,153768,153769",6100,1
2026-09-24T13:04:19+00:00,120,Kenyon Sadiq,TE,NYJ,NYJ @ DET,3500,7.19,2.05,"153770,153771,153768,153769",3500,1
2026-09-24T13:04:19+00:00,122,Omarion Hampton,RB,LAC,LAC @ BUF,6800,13.82,2.03,"153770,153771,153768,153769",6800,1
2026-09-24T13:04:19+00:00,123,Michael Pittman Jr.,WR,PIT,CIN @ PIT,4700,9.55,2.03,"153770,153771,153768,153769",4700,1
2026-09-24T13:04:19+00:00,124,Bhayshul Tuten,RB,JAX,NE @ JAX,5600,11.29,2.02,"153770,153771,153768,153769",5600,1
2026-09-24T13:04:19+00:00,126,Mike Gesicki,TE,CIN,CIN @ PIT,3300,6.59,2.0,"153770,153771,153768,153769",3300,1
2026-09-24T13:04:19+00:00,127,Rhamondre Stevenson,RB,NE,NE @ JAX,5400,10.82,2.0,"153770,153771,153768,153769",5400,1
2026-09-24T13:04:19+00:00,128,Malik Nabers,WR,NYG,TEN @ NYG,6500,13.02,2.0,"153770,153771,153768,153769",6500,1
2026-09-24T13:04:19+00:00,129,Brian Thomas Jr.,WR,JAX,NE @ JAX,4600,9.14,1.99,"153770,153771,153768,153769",4600,1
2026-09-24T13:04:19+00:00,130,Michael Wilson,WR,ARI,ARI @ SF,5200,10.27,1.98,"153772,153771,153768,153769",5200,1
2026-09-24T13:04:19+00:00,131,Tony Pollard,RB,TEN,TEN @ NYG,5400,10.64,1.97,"153770,153771,153768,153769",5400,1
2026-09-24T13:04:19+00:00,132,Rashee Rice,WR,KC,KC @ MIA,6400,12.63,1.97,"153770,153771,153768,153769",6400,1
2026-09-24T13:04:19+00:00,133,Mack Hollins,WR,NE,NE @ JAX,4200,8.25,1.96,"153770,153771,153768,153769",4200,1
2026-09-24T13:04:19+00:00,134,Mike Evans,WR,SF,ARI @ SF,6800,13.3,1.96,"153772,153771,153768,153769",6800,1
2026-09-24T13:04:19+00:00,135,David Montgomery,RB,HOU,HOU @ IND,6000,11.68,1.95,"153770,153771,153768,153769",6000,1
2026-09-24T13:04:19+00:00,136,Jakobi Meyers,WR,JAX,NE @ JAX,4800,9.36,1.95,"153770,153771,153768,153769",4800,1
2026-09-24T13:04:19+00:00,138,Travis Etienne Jr.,RB,NO,LV @ NO,5800,11.02,1.9,"153773,153772,153771,153768,153769",5800,1
2026-09-24T13:04:19+00:00,139,Terry McLaurin,WR,WAS,SEA @ WAS,5100,9.67,1.9,"153770,153771,153768,153769",5100,1
2026-09-24T13:04:19+00:00,140,Romeo Doubs,WR,NE,NE @ JAX,5100,9.65,1.89,"153770,153771,153768,153769",5100,1
2026-09-24T13:04:19+00:00,143,Keenan Allen,WR,IND,HOU @ IND,4600,8.62,1.87,"153770,153771,153768,153769",4600,1
2026-09-24T13:04:19+00:00,144,Tre Tucker,WR,LV,LV @ NO,5000,9.28,1.86,"153773,153772,153771,153768,153769",5000,1
2026-09-24T13:04:19+00:00,145,Quentin Johnston,WR,LAC,LAC @ BUF,4900,9.11,1.86,"153770,153771,153768,153769",4900,1
2026-09-24T13:04:19+00:00,146,Emeka Egbuka,WR,TB,MIN @ TB,6200,11.47,1.85,"153772,153771,153768,153769",6200,1
2026-09-24T13:04:19+00:00,147,Roman Wilson,WR,PIT,CIN @ PIT,3400,6.3,1.85,"153770,153771,153768,153769",3400,1
2026-09-24T13:04:19+00:00,149,Jaylin Noel,WR,HOU,HOU @ IND,3600,6.61,1.84,"153770,153771,153768,153769",3600,1
2026-09-24T13:04:19+00:00,150,Tre' Harris,WR,LAC,LAC @ BUF,3900,7.16,1.84,"153770,153771,153768,153769",3900,1
2026-09-24T13:04:19+00:00,151,Wan'Dale Robinson,WR,TEN,TEN @ NYG,4500,8.26,1.84,"153770,153771,153768,153769",4500,1
2026-09-24T13:04:19+00:00,152,Jordan Addison,WR,MIN,MIN @ TB,4900,8.89,1.81,"153772,153771,153768,153769",4900,1
2026-09-24T13:04:19+00:00,153,Carnell Tate,WR,TEN,TEN @ NYG,5000,9.05,1.81,"153770,153771,153768,153769",5000,1
2026-09-24T13:04:19+00:00,155,Jacory Croskey-Merritt,RB,WAS,SEA @ WAS,5300,9.53,1.8,"153770,153771,153768,153769",5300,1
2026-09-24T13:04:19+00:00,156,TreVeyon Henderson,RB,NE,NE @ JAX,5200,9.29,1.79,"153770,153771,153768,153769",5200,1
2026-09-24T13:04:19+00:00,157,Rashid Shaheed,WR,SEA,SEA @ WAS,4200,7.52,1.79,"153770,153771,153768,153769",4200,1
2026-09-24T13:04:19+00:00,158,Darren Waller,TE,CAR,CAR @ CLE,3400,6.05,1.78,"153770,153771,153768,153769",3400,1
2026-09-24T13:04:19+00:00,159,Kayshon Boutte,WR,HOU,HOU @ IND,4500,8.03,1.78,"153770,153771,153768,153769",4500,1
2026-09-24T13:04:19+00:00,160,Alvin Kamara,RB,NO,LV @ NO,4800,8.43,1.76,"153773,153772,153771,153768,153769",4800,1
2026-09-24T13:04:19+00:00,161,Jalen Nailor,WR,LV,LV @ NO,3700,6.51,1.76,"153773,153772,153771,153768,153769",3700,1
2026-09-24T13:04:19+00:00,162,Stefon Diggs,WR,WAS,SEA @ WAS,5500,9.67,1.76,"153770,153771,153768,153769",5500,1
2026-09-24T13:04:19+00:00,163,Keon Coleman,WR,BUF,LAC @ BUF,4300,7.51,1.75,"153770,153771,153768,153769",4300,1
2026-09-24T13:04:19+00:00,165,Brock Bowers,TE,LV,LV @ NO,6600,11.48,1.74,"153773,153772,153771,153768,153769",6600,1
2026-09-24T13:04:19+00:00,166,Jerry Jeudy,WR,CLE,CAR @ CLE,3800,6.54,1.72,"153770,153771,153768,153769",3800,1
2026-09-24T13:04:19+00:00,168,Jauan Jennings,WR,MIN,MIN @ TB,3600,6.13,1.7,"153772,153771,153768,153769",3600,1
2026-09-24T13:04:19+00:00,170,Isaiah Williams,WR,NYJ,NYJ @ DET,3300,5.55,1.68,"153770,153771,153768,153769",3300,1
2026-09-24T13:04:19+00:00,171,Michael Mayer,TE,LV,LV @ NO,3300,5.53,1.68,"153773,153772,153771,153768,153769",3300,1
2026-09-24T13:04:19+00:00,173,Chris Godwin Jr.,WR,TB,MIN @ TB,5300,8.87,1.67,"153772,153771,153768,153769",5300,1
2026-09-24T13:04:19+00:00,174,Tyler Allgeier,RB,ARI,ARI @ SF,5000,8.36,1.67,"153772,153771,153768,153769",5000,1
2026-09-24T13:04:19+00:00,177,Tyjae Spears,RB,TEN,TEN @ NYG,4900,8.0,1.63,"153770,153771,153768,153769",4900,1
2026-09-24T13:04:19+00:00,179,Kenny Gainwell,RB,TB,MIN @ TB,4800,7.71,1.61,"153772,153771,153768,153769",4800,1
2026-09-24T13:04:19+00:00,180,Justice Hill,RB,BAL,BAL @ DAL,4200,6.76,1.61,"153773,153772,153771,153768,153769",4200,1
2026-09-24T13:04:19+00:00,181,Kendrick Bourne,WR,ARI,ARI @ SF,3700,5.94,1.61,"153772,153771,153768,153769",3700,1
2026-09-24T13:04:19+00:00,182,Cooper Kupp,WR,SEA,SEA @ WAS,4000,6.29,1.57,"153770,153771,153768,153769",4000,1
2026-09-24T13:04:19+00:00,185,Keaton Mitchell,RB,LAC,LAC @ BUF,4300,6.65,1.55,"153770,153771,153768,153769",4300,1
2026-09-24T13:04:19+00:00,186,Emanuel Wilson,RB,SEA,SEA @ WAS,4900,7.54,1.54,"153770,153771,153768,153769",4900,1
2026-09-24T13:04:19+00:00,187,Rachaad White,RB,WAS,SEA @ WAS,5100,7.78,1.53,"153770,153771,153768,153769",5100,1
2026-09-24T13:04:19+00:00,190,Dawson Knox,TE,BUF,LAC @ BUF,2800,4.23,1.51,"153770,153771,153768,153769",2800,1
2026-09-24T13:04:19+00:00,191,Emmett Johnson,RB,KC,KC @ MIA,4400,6.66,1.51,"153770,153771,153768,153769",4400,1
2026-09-24T13:04:19+00:00,192,Bryce Lance,WR,NO,LV @ NO,3000,4.48,1.49,"153773,153772,153771,153768,153769",3000,1
2026-09-24T13:04:19+00:00,193,Darnell Washington,TE,PIT,CIN @ PIT,2800,4.14,1.48,"153770,153771,153768,153769",2800,1
2026-09-24T13:04:19+00:00,194,George Holani,RB,SEA,SEA @ WAS,4500,6.56,1.46,"153770,153771,153768,153769",4500,1
2026-09-24T13:04:19+00:00,195,Woody Marks,RB,HOU,HOU @ IND,5000,7.3,1.46,"153770,153771,153768,153769",5000,1
2026-09-24T13:04:19+00:00,197,Marvin Harrison Jr.,WR,ARI,ARI @ SF,4700,6.74,1.43,"153772,153771,153768,153769",4700,1
2026-09-24T13:04:19+00:00,198,Chig Okonkwo,TE,WAS,SEA @ WAS,3600,5.09,1.41,"153770,153771,153768,153769",3600,1
2026-09-24T13:04:19+00:00,199,Jack Bech,WR,LV,LV @ NO,3500,4.95,1.41,"153773,153772,153771,153768,153769",3500,1
2026-09-24T13:04:19+00:00,200,Isaac TeSlaa,WR,DET,NYJ @ DET,3400,4.8,1.41,"153770,153771,153768,153769",3400,1
2026-09-24T13:04:19+00:00,201,Theo Johnson,TE,NYG,TEN @ NYG,2700,3.77,1.4,"153770,153771,153768,153769",2700,1
2026-09-24T13:04:19+00:00,202,Braelon Allen,RB,NYJ,NYJ @ DET,4400,6.13,1.39,"153770,153771,153768,153769",4400,1
2026-09-24T13:04:19+00:00,203,Samaje Perine,RB,CIN,CIN @ PIT,4100,5.6,1.37,"153770,153771,153768,153769",4100,1
2026-09-24T13:04:19+00:00,204,Xavier Legette,WR,CAR,CAR @ CLE,3500,4.76,1.36,"153770,153771,153768,153769",3500,1
2026-09-24T13:04:19+00:00,205,Kaelon Black,RB,SF,ARI @ SF,4800,6.54,1.36,"153772,153771,153768,153769",4800,1
2026-09-24T13:04:19+00:00,206,Tommy Tremble,TE,CAR,CAR @ CLE,2500,3.38,1.35,"153770,153771,153768,153769",2500,1
2026-09-24T13:04:19+00:00,208,Malachi Fields,WR,NYG,TEN @ NYG,4400,5.93,1.35,"153770,153771,153768,153769",4400,1
2026-09-24T13:04:19+00:00,209,Noah Gray,TE,KC,KC @ MIA,3000,3.94,1.31,"153770,153771,153768,153769",3000,1
2026-09-24T13:04:19+00:00,210,Raheim Sanders,RB,CLE,CAR @ CLE,4500,5.91,1.31,"153770,153771,153768,153769",4500,1
2026-09-24T13:04:19+00:00,211,Elic Ayomanor,WR,TEN,TEN @ NYG,3300,4.16,1.26,"153770,153771,153768,153769",3300,1
2026-09-24T13:04:19+00:00,213,Durham Smythe,TE,BAL,BAL @ DAL,2500,3.13,1.25,"153773,153772,153771,153768,153769",2500,1
2026-09-24T13:04:19+00:00,214,Foster Moreau,TE,HOU,HOU @ IND,2500,3.11,1.24,"153770,153771,153768,153769",2500,1
2026-09-24T13:04:19+00:00,215,Caleb Douglas,WR,MIA,KC @ MIA,3900,4.75,1.22,"153770,153771,153768,153769",3900,1
2026-09-24T13:04:19+00:00,216,Elijah Arroyo,TE,SEA,SEA @ WAS,2500,3.05,1.22,"153770,153771,153768,153769",2500,1
2026-09-24T13:04:19+00:00,217,Will Kacmarek,TE,MIA,KC @ MIA,2500,3.02,1.21,"153770,153771,153768,153769",2500,1
2026-09-24T13:04:19+00:00,218,Devin Singletary,RB,NYG,TEN @ NYG,4200,5.05,1.2,"153770,153771,153768,153769",4200,1
2026-09-24T13:04:19+00:00,220,Tory Horton,WR,SEA,SEA @ WAS,3000,3.55,1.18,"153770,153771,153768,153769",3000,1
2026-09-24T13:04:19+00:00,221,Josh Oliver,TE,MIN,MIN @ TB,2500,2.91,1.16,"153772,153771,153768,153769",2500,1
2026-09-24T13:04:19+00:00,224,Chris Rodriguez Jr.,RB,JAX,NE @ JAX,4600,5.13,1.12,"153770,153771,153768,153769",4600,1
2026-09-24T13:04:19+00:00,225,AJ Dillon,RB,CAR,CAR @ CLE,4000,4.49,1.12,"153770,153771,153768,153769",4000,1
2026-09-24T13:04:19+00:00,226,Erick All Jr.,TE,CIN,CIN @ PIT,2500,2.78,1.11,"153770,153771,153768,153769",2500,1
2026-09-24T13:04:19+00:00,227,Darnell Mooney,WR,NYG,TEN @ NYG,4100,4.46,1.09,"153770,153771,153768,153769",4100,1
2026-09-24T13:04:19+00:00,229,KaVontae Turpin,WR,DAL,BAL @ DAL,3000,3.14,1.05,"153773,153772,153771,153768,153769",3000,1
2026-09-24T13:04:19+00:00,230,Germie Bernard,WR,PIT,CIN @ PIT,3900,4.06,1.04,"153770,153771,153768,153769",3900,1
2026-09-24T13:04:19+00:00,231,Laquon Treadwell,WR,IND,HOU @ IND,3100,3.21,1.04,"153770,153771,153768,153769",3100,1
2026-09-24T13:04:19+00:00,233,Noah Fant,TE,NO,LV @ NO,3200,3.31,1.03,"153773,153772,153771,153768,153769",3200,1
2026-09-24T13:04:19+00:00,234,Antonio Williams,WR,WAS,SEA @ WAS,4100,4.18,1.02,"153770,153771,153768,153769",4100,1
2026-09-24T13:04:19+00:00,235,Emari Demercado,RB,DAL,BAL @ DAL,4200,4.28,1.02,"153773,153772,153771,153768,153769",4200,1
2026-09-24T13:04:19+00:00,237,Chris Bell,WR,MIA,KC @ MIA,3400,3.44,1.01,"153770,153771,153768,153769",3400,1
