Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
36,5261873898,spielvogela0523,0,171.68,DST Chargers  FLEX George Kittle QB Brock Purdy RB Javonte Williams RB Jacory Croskey-Merritt TE David Njoku WR Jaxon Smith-Njigba WR CeeDee Lamb WR Stefon Diggs,,J.K. Dobbins,RB,7.32%,3.6
37,5264096052,Bucball06,0,171.56,DST Chargers  FLEX George Kittle QB Dak Prescott RB Javonte Williams RB J.K. Dobbins TE Evan Engram WR Jaxon Smith-Njigba WR CeeDee Lamb WR Stefon Diggs,,Christian McCaffrey,FLEX,6.92%,22.6
38,5264023086,jrod_nadzan,0,171.36,DST Cardinals  FLEX George Pickens QB Dak Prescott RB J.K. Dobbins RB Kaelon Black TE George Kittle WR Jaxon Smith-Njigba WR CeeDee Lamb WR Stefon Diggs,,Chargers ,DST,6.79%,4
39,5263688007,bengalbmo,0,171.26001,DST Jaguars  FLEX George Kittle QB Trevor Lawrence RB Javonte Williams RB Bhayshul Tuten TE Jake Ferguson WR Jaxon Smith-Njigba WR CeeDee Lamb WR Parker Washington,,Ladd McConkey,WR,6.79%,6.5
39,5263996197,ridin007,0,171.26001,DST Jaguars  FLEX George Kittle QB Trevor Lawrence RB Javonte Williams RB Bhayshul Tuten TE Jake Ferguson WR Jaxon Smith-Njigba WR CeeDee Lamb WR Parker Washington,,Jaylen Waddle,WR,6.67%,24.8
41,5261174371,SomeBecker,0,171.06001,DST 49ers  FLEX George Kittle QB Dak Prescott RB Javonte Williams RB Bhayshul Tuten TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Cooper Kupp,,Jeremiyah Love,RB,6.56%,7.5
42,5264002151,killercc,0,170.95999,DST Chargers  FLEX George Kittle QB Dak Prescott RB Christian McCaffrey RB J.K. Dobbins TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Caleb Douglas,,Raiders ,DST,6.43%,12
43,5264088745,gooddolfan,0,170.87999,DST Broncos  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Javonte Williams RB Bhayshul Tuten TE George Kittle WR CeeDee Lamb WR Deebo Samuel Sr. WR Caleb Douglas,,Justin Herbert,QB,6.35%,9.88
44,5264007927,ChemicalRobin,0,170.78,DST 49ers  FLEX Jack Bech QB Brock Purdy RB Christian McCaffrey RB Bhayshul Tuten TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Caleb Douglas,,David Njoku,TE,6.24%,1.9
45,5263250562,joegustafson330,0,170.36,DST Raiders  FLEX Jake Ferguson QB Dak Prescott RB Ashton Jeanty RB Jacory Croskey-Merritt TE John Bates WR Jaxon Smith-Njigba WR CeeDee Lamb WR Mike Evans,,Trey McBride,FLEX,6.18%,18.1
46,5263441398,Mywifeapril69,0,170.28,DST 49ers  FLEX Bhayshul Tuten QB Brock Purdy RB Christian McCaffrey RB Jadarian Price TE Jake Ferguson WR CeeDee Lamb WR Deebo Samuel Sr. WR Tre Tucker,,Pat Bryant,WR,6.06%,1.6
47,5262447480,pistolpetej09,0,170.21999,DST Jaguars  FLEX Jaxon Smith-Njigba QB Kirk Cousins RB Christian McCaffrey RB Jadarian Price TE Michael Mayer WR CeeDee Lamb WR Quentin Johnston WR Tre Tucker,,Ashton Jeanty,FLEX,5.17%,10.3
48,5260776102,McGuido1302,0,169.58,DST 49ers  FLEX CeeDee Lamb QB Brock Purdy RB Jadarian Price RB Chris Rodriguez Jr. TE Jake Ferguson WR Jaxon Smith-Njigba WR Stefon Diggs WR Marvin Harrison Jr.,,Kendrick Bourne,WR,5.07%,3.1
49,5263049953,GUSTUV,0,169.46,DST 49ers  FLEX CeeDee Lamb QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Jake Ferguson WR Terry McLaurin WR Tre Tucker WR Ryan Flournoy,,Jaxon Smith-Njigba,FLEX,4.92%,45.5
49,5264070651,Sando38,0,169.45999,DST Seahawks  FLEX Jaxon Smith-Njigba QB Dak Prescott RB Jacory Croskey-Merritt RB Kaelon Black TE Brenton Strange WR CeeDee Lamb WR George Pickens WR Tre Tucker,,Michael Wilson,WR,4.69%,3.8
51,5263982251,jedi33317,0,169.20001,DST 49ers  FLEX Jake Ferguson QB Drew Lock RB Christian McCaffrey RB J.K. Dobbins TE Trey McBride WR Jaxon Smith-Njigba WR Jakobi Meyers WR Tre Tucker,,Jakobi Meyers,WR,4.65%,3.8
52,5259783131,THROWNDARTS,0,169.16,DST Broncos  FLEX George Kittle QB Dak Prescott RB De'Von Achane RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Cooper Kupp,,Demarcus Robinson,WR,3.95%,6.4
53,5259811089,KGoetsch,0,168.98,DST Broncos  FLEX Cooper Kupp QB Brock Purdy RB Christian McCaffrey RB Bhayshul Tuten TE George Kittle WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Stefon Diggs,,Bo Nix,QB,3.83%,15.12
54,5260670602,ksmoove13,0,168.95999,DST Jaguars  FLEX Bhayshul Tuten QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Jake Ferguson WR Jaxon Smith-Njigba WR Stefon Diggs WR Caleb Douglas,,CeeDee Lamb,FLEX,3.55%,38.3
55,5264044059,hamblie,0,168.65999,DST Jaguars  FLEX Caleb Douglas QB Dak Prescott RB Bhayshul Tuten RB Jadarian Price TE George Kittle WR Jaxon Smith-Njigba WR CeeDee Lamb WR George Pickens,,Drew Lock,QB,3.45%,21.4
56,5263937807,dmon8705,0,168.57999,DST Raiders  FLEX Antonio Williams QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Jake Ferguson WR CeeDee Lamb WR Jaylen Waddle WR Demarcus Robinson,,Deebo Samuel Sr.,FLEX,3.43%,6.5
57,5262499791,Moofang,0,168.46,DST Cardinals  FLEX Michael Mayer QB Dak Prescott RB Christian McCaffrey RB Omarion Hampton TE Jake Ferguson WR CeeDee Lamb WR George Pickens WR Stefon Diggs,,George Kittle,FLEX,3.36%,18
58,5264039048,rfm2_10,0,168.40001,DST 49ers  FLEX Tyler Allgeier QB Drew Lock RB Omarion Hampton RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Stefon Diggs,,Jadarian Price,FLEX,3.30%,6
59,5263980820,eparmer,0,168.28,DST 49ers  FLEX CeeDee Lamb QB Brock Purdy RB Christian McCaffrey RB Omarion Hampton TE Jake Ferguson WR Deebo Samuel Sr. WR Stefon Diggs WR Caleb Douglas,,Malik Washington,WR,3.24%,8.7
60,5263911825,Oziumrules,0,168.08,DST Jaguars  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Christian McCaffrey RB De'Von Achane TE Michael Mayer WR CeeDee Lamb WR Malik Washington WR Caleb Douglas,,Courtland Sutton,WR,3.24%,5.5
61,5263984372,sullyn12,0,167.78,DST Raiders  FLEX Deebo Samuel Sr. QB Brock Purdy RB Christian McCaffrey RB Bhayshul Tuten TE John Bates WR Jaxon Smith-Njigba WR Parker Washington WR Stefon Diggs,,Stefon Diggs,FLEX,2.86%,21.7
62,5262312290,KingPook23,0,167.76001,DST Broncos  FLEX Michael Mayer QB Dak Prescott RB De'Von Achane RB J.K. Dobbins TE George Kittle WR Jaxon Smith-Njigba WR CeeDee Lamb WR Terry McLaurin,,Cowboys ,DST,2.82%,3
62,5260048035,Leftylongshot,0,167.75998,DST 49ers  FLEX Tre Tucker QB Dak Prescott RB Christian McCaffrey RB J.K. Dobbins TE AJ Barner WR CeeDee Lamb WR George Pickens WR Stefon Diggs,,Jacoby Brissett,QB,2.78%,7.5
64,5261797658,JRWeber37,0,167.66,DST Raiders  FLEX Jaxon Smith-Njigba QB Dak Prescott RB Jadarian Price RB Jacory Croskey-Merritt TE Jake Ferguson WR CeeDee Lamb WR Mike Evans WR Pat Bryant,,Jacory Croskey-Merritt,FLEX,2.78%,5.8
65,5259481613,SliceB,0,167.59999,DST Raiders  FLEX George Kittle QB Jacoby Brissett RB Ashton Jeanty RB Jonah Coleman TE Trey McBride WR Jaxon Smith-Njigba WR CeeDee Lamb WR Kendrick Bourne,,De'Von Achane,FLEX,2.67%,12.3
66,5261672348,kborror,0,167.56001,DST Broncos  FLEX Parker Washington QB Dak Prescott RB Christian McCaffrey RB Omarion Hampton TE Jake Ferguson WR CeeDee Lamb WR Terry McLaurin WR Tre' Harris,,Parker Washington,FLEX,2.65%,16.8
66,5263573806,johncap824,0,167.56001,DST Jaguars  FLEX Trey McBride QB Dak Prescott RB Javonte Williams RB Bhayshul Tuten TE Jake Ferguson WR CeeDee Lamb WR George Pickens WR Tre Tucker,,Bhayshul Tuten,FLEX,2.59%,14.2
68,5263391265,rescott3,0,167.36,DST Jaguars  FLEX George Kittle QB Dak Prescott RB Christian McCaffrey RB Bhayshul Tuten TE Jake Ferguson WR Jaxon Smith-Njigba WR George Pickens WR Cooper Kupp,,Michael Mayer,FLEX,2.44%,5.3
69,5261333665,lilskinnymomma219,0,167.28001,DST 49ers  FLEX George Kittle QB Brock Purdy RB Christian McCaffrey RB Jeremiyah Love TE Jake Ferguson WR CeeDee Lamb WR Stefon Diggs WR Quentin Johnston,,Antonio Williams,FLEX,2.35%,5.4
69,5263409480,MoneyMalto,0,167.28001,DST 49ers  FLEX Jake Ferguson QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Kendrick Bourne,,George Pickens,FLEX,2.35%,10
71,5263125026,Ewoods30,0,167.08,DST Raiders  FLEX Jaxon Smith-Njigba QB Brock Purdy RB Javonte Williams RB Jacory Croskey-Merritt TE Michael Mayer WR CeeDee Lamb WR Parker Washington WR Rashid Shaheed,,Caleb Douglas,FLEX,2.31%,3.9
72,5257951349,Little_luck,0,166.86,DST Chargers  FLEX Jaxon Smith-Njigba QB Dak Prescott RB De'Von Achane RB Jadarian Price TE Jake Ferguson WR CeeDee Lamb WR Terry McLaurin WR Troy Franklin,,Terry McLaurin,FLEX,2.29%,7
73,5264084262,Phinsfans72,0,166.76,DST Cardinals  FLEX CeeDee Lamb QB Dak Prescott RB De'Von Achane RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR Stefon Diggs WR Caleb Douglas,,Brian Thomas Jr.,WR,2.23%,7
74,5259595704,ajb01170,0,166.66,DST Seahawks  FLEX Christian McCaffrey QB Dak Prescott RB Javonte Williams RB Jeremiyah Love TE Jake Ferguson WR CeeDee Lamb WR Tre Tucker WR Tre' Harris,,Jeremiyah Love,FLEX,2.21%,7.5
75,5257968521,Kali8o5,0,166.52,DST Raiders  FLEX John Bates QB Bo Nix RB Christian McCaffrey RB Ashton Jeanty TE Jake Ferguson WR Jaxon Smith-Njigba WR CeeDee Lamb WR Quentin Johnston,,Tre Tucker,WR,2.14%,25.9
76,5263928929,EL215,0,166.4,DST Raiders  FLEX CeeDee Lamb QB Drew Lock RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Stefon Diggs,,Malik Willis,QB,2.12%,12.48
77,5264038896,bjnfan,0,166.38,DST Broncos  FLEX George Kittle QB Malik Willis RB Christian McCaffrey RB De'Von Achane TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Caleb Douglas,,Tre' Harris,WR,2.08%,6.3
78,5264062829,rsynek19,0,166.36002,DST 49ers  FLEX Pat Bryant QB Dak Prescott RB Omarion Hampton RB J.K. Dobbins TE George Kittle WR Jaxon Smith-Njigba WR CeeDee Lamb WR Kendrick Bourne,,Kaelon Black,RB,2.02%,2.5
78,5263969052,Thoover22,0,166.36,DST Chargers  FLEX Michael Mayer QB Dak Prescott RB De'Von Achane RB Jacory Croskey-Merritt TE Brenton Strange WR Jaxon Smith-Njigba WR CeeDee Lamb WR Stefon Diggs,,Mike Evans,FLEX,1.98%,8.4
78,5264029047,Cquick80,0,166.36,DST Jaguars  FLEX Evan Engram QB Dak Prescott RB Christian McCaffrey RB Jacory Croskey-Merritt TE David Njoku WR Jaxon Smith-Njigba WR CeeDee Lamb WR Parker Washington,,Dolphins ,DST,1.96%,-4
81,5261837133,hazmatjim1,0,165.9,DST Seahawks  FLEX Jaxon Smith-Njigba QB Drew Lock RB Ashton Jeanty RB Jacory Croskey-Merritt TE AJ Barner WR CeeDee Lamb WR Stefon Diggs WR Terry McLaurin,,Marvin Harrison Jr.,WR,1.89%,0
82,5262182352,nutlicious,0,165.77998,DST Jaguars  FLEX CeeDee Lamb QB Brock Purdy RB Bhayshul Tuten RB Jadarian Price TE George Kittle WR Jaxon Smith-Njigba WR Mike Evans WR Caleb Douglas,,J.K. Dobbins,FLEX,1.87%,3.6
83,5261247304,brobeans816,0,165.66,DST Raiders  FLEX Trey McBride QB Dak Prescott RB Ashton Jeanty RB Kaelon Black TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Caleb Douglas,,Jack Bech,WR,1.83%,4.5
84,5259454428,EFND,0,165.62001,DST Raiders  FLEX CeeDee Lamb QB Kirk Cousins RB Ashton Jeanty RB Jeremiyah Love TE Michael Mayer WR Jaxon Smith-Njigba WR Michael Wilson WR Stefon Diggs,,Kirk Cousins,QB,1.81%,21.22
85,5261787815,ihateurmomsson,0,165.56,DST Seahawks  FLEX Jake Ferguson QB Dak Prescott RB Christian McCaffrey RB Jacory Croskey-Merritt TE David Njoku WR Jaxon Smith-Njigba WR George Pickens WR Stefon Diggs,,Evan Engram,FLEX,1.79%,2.7
86,5264107196,RDieck,0,165.51999,DST Jaguars  FLEX Jaxon Smith-Njigba QB Kirk Cousins RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR George Pickens WR Stefon Diggs WR Tre Tucker,,Jake Ferguson,FLEX,1.72%,20.3
87,5261497886,thado,0,165.3,DST Broncos  FLEX Parker Washington QB Drew Lock RB Bhayshul Tuten RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR George Pickens,,Tyler Allgeier,RB,1.70%,3.9
88,5261773222,Dethstar1972,0,165.28,DST Jaguars  FLEX Jacory Croskey-Merritt QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE John Bates WR Jaxon Smith-Njigba WR CeeDee Lamb WR Tre Tucker,,Cooper Kupp,WR,1.70%,4
89,5263129204,dallas1fan21,0,165.26,DST Raiders  FLEX Malik Washington QB Dak Prescott RB De'Von Achane RB Javonte Williams TE Greg Dulcich WR Jaxon Smith-Njigba WR CeeDee Lamb WR Terry McLaurin,,John Bates,TE,1.62%,0
90,5257668984,reedo714,0,164.96,DST Jaguars  FLEX Stefon Diggs QB Dak Prescott RB Christian McCaffrey RB Jadarian Price TE Jake Ferguson WR CeeDee Lamb WR Parker Washington WR Deebo Samuel Sr.,,Pat Bryant,FLEX,1.56%,1.6
91,5263311906,breesyfosheezy,0,164.93999,DST 49ers  FLEX Antonio Williams QB Jayden Daniels RB Christian McCaffrey RB Javonte Williams TE Jake Ferguson WR CeeDee Lamb WR Stefon Diggs WR Tre Tucker,,Omarion Hampton,FLEX,1.51%,18.5
92,5263621821,Flipster34,0,164.86,DST Jaguars  FLEX Deebo Samuel Sr. QB Dak Prescott RB Ashton Jeanty RB Jacory Croskey-Merritt TE Jake Ferguson WR Jaxon Smith-Njigba WR CeeDee Lamb WR Antonio Williams,,AJ Barner,TE,1.47%,7.9
93,5263901091,Willi98,0,164.59999,DST 49ers  FLEX Christian McCaffrey QB Drew Lock RB Jeremiyah Love RB Bhayshul Tuten TE Evan Engram WR Jaxon Smith-Njigba WR Parker Washington WR Tre Tucker,,Quentin Johnston,FLEX,1.45%,2.4
94,5263985629,niners24boom,0,164.48,DST Raiders  FLEX AJ Barner QB Brock Purdy RB Christian McCaffrey RB Bhayshul Tuten TE Trey McBride WR Jaxon Smith-Njigba WR Terry McLaurin WR Malik Washington,,Rashid Shaheed,WR,1.24%,6.9
95,5262689767,jaayb243ent,0,164.42,DST Raiders  FLEX Parker Washington QB Bo Nix RB Javonte Williams RB Tyler Allgeier TE Luke Farrell WR Jaxon Smith-Njigba WR CeeDee Lamb WR Jaylen Waddle,,Ryan Flournoy,WR,1.24%,7.3
96,5263908576,jfrey80,0,164.36,DST Seahawks  FLEX Malik Washington QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Jake Ferguson WR CeeDee Lamb WR Stefon Diggs WR Terry McLaurin,,Oronde Gadsden II,TE,1.07%,9.8
97,5261065008,junior80,0,164.23999,DST Seahawks  FLEX AJ Barner QB Jayden Daniels RB Christian McCaffrey RB J.K. Dobbins TE David Njoku WR Jaxon Smith-Njigba WR CeeDee Lamb WR Stefon Diggs,,Kendrick Bourne,FLEX,1.05%,3.1
98,5263526465,baltovin,0,164.1,DST Cowboys  FLEX Trey McBride QB Jacoby Brissett RB Christian McCaffrey RB Bhayshul Tuten TE Jake Ferguson WR Jaxon Smith-Njigba WR Terry McLaurin WR Tre Tucker,,Jakobi Meyers,FLEX,0.99%,3.8
99,5260633173,franksta,0,164.06,DST Cardinals  FLEX Caleb Douglas QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Malik Washington,,Luke Farrell,TE,0.97%,0
99,5263731754,goyo172,0,164.06,DST 49ers  FLEX Ashton Jeanty QB Dak Prescott RB Christian McCaffrey RB Jacory Croskey-Merritt TE Jake Ferguson WR CeeDee Lamb WR Tre Tucker WR Kendrick Bourne,,Brenton Strange,FLEX,0.97%,3.7
101,5262949889,bdaws47,0,163.94,DST Jaguars  FLEX Jake Ferguson QB Jayden Daniels RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Jaxon Smith-Njigba WR CeeDee Lamb WR Caleb Douglas,,Jalen Nailor,WR,0.95%,1.9
102,5261507870,etrigg63,0,163.78,DST Seahawks  FLEX Jacory Croskey-Merritt QB Brock Purdy RB Ashton Jeanty RB Bhayshul Tuten TE Jake Ferguson WR Jaxon Smith-Njigba WR Jaylen Waddle WR Demarcus Robinson,,Commanders ,DST,0.88%,-2
