Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
2947,5261518074,PhatElvis,0,116.78001,DST Cardinals  FLEX Trey McBride QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE George Kittle WR Deebo Samuel Sr. WR Jakobi Meyers WR Brian Thomas Jr.,,,
2947,5262457076,MrDeezie,0,116.78,DST Jaguars  FLEX Jacory Croskey-Merritt QB Brock Purdy RB Ashton Jeanty RB De'Von Achane TE Jake Ferguson WR Mike Evans WR Ladd McConkey WR Stefon Diggs,,,
2947,5263862991,imantipoetic,0,116.78,DST 49ers  FLEX Bhayshul Tuten QB Brock Purdy RB Christian McCaffrey RB J.K. Dobbins TE George Kittle WR Mike Evans WR Deebo Samuel Sr. WR Brian Thomas Jr.,,,
2947,5264057039,Tsper,0,116.78,DST Jaguars  FLEX Luke Farrell QB Justin Herbert RB Christian McCaffrey RB Jacory Croskey-Merritt TE Trey McBride WR Jaxon Smith-Njigba WR Ladd McConkey WR Antonio Williams,,,
2951,5264079356,McKinney1232,0,116.740005,DST Broncos  FLEX Mike Evans QB Jayden Daniels RB Javonte Williams RB Jacory Croskey-Merritt TE Michael Mayer WR CeeDee Lamb WR Ladd McConkey WR Stefon Diggs,,,
2952,5261410802,polk45,0,116.68001,DST Chargers  FLEX Omarion Hampton QB Brock Purdy RB Christian McCaffrey RB J.K. Dobbins TE Jake Ferguson WR Mike Evans WR Michael Wilson WR Terry McLaurin,,,
2952,5263080181,starmap3333,0,116.68001,DST Chargers  FLEX Jake Ferguson QB Brock Purdy RB Christian McCaffrey RB Jacory Croskey-Merritt TE Trey McBride WR Ladd McConkey WR Courtland Sutton WR Antonio Williams,,,
2952,5257865215,mlcitgem,0,116.68,DST 49ers  FLEX Antonio Williams QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Mike Evans WR Deebo Samuel Sr. WR Stefon Diggs,,,
2952,5262800020,kbhadh,0,116.68,DST Seahawks  FLEX Jadarian Price QB Brock Purdy RB Christian McCaffrey RB Bhayshul Tuten TE George Kittle WR George Pickens WR Terry McLaurin WR Quentin Johnston,,,
2952,5263103761,jorr06,0,116.68,DST Raiders  FLEX Stefon Diggs QB Brock Purdy RB Ashton Jeanty RB Jacory Croskey-Merritt TE Trey McBride WR George Pickens WR Deebo Samuel Sr. WR Jakobi Meyers,,,
2957,5262230508,Gorillajoe817,0,116.66,DST 49ers  FLEX Evan Engram QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Jake Ferguson WR George Pickens WR Ladd McConkey WR Deebo Samuel Sr.,,,
2957,5263963732,jeffylube,0,116.66,DST Cardinals  FLEX Jadarian Price QB Dak Prescott RB Ashton Jeanty RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Terry McLaurin,,,
2959,5264088369,crondog,0,116.64,DST Jaguars  FLEX Jaxon Smith-Njigba QB Jayden Daniels RB Christian McCaffrey RB Ashton Jeanty TE Evan Engram WR Mike Evans WR Antonio Williams WR Cooper Kupp,,,
2960,5260115877,TheCreepers1969,0,116.56,DST 49ers  FLEX Evan Engram QB Trevor Lawrence RB Christian McCaffrey RB J.K. Dobbins TE Brenton Strange WR Jaxon Smith-Njigba WR Ladd McConkey WR Parker Washington,,,
2960,5263958531,orlandofreedom,0,116.55999,DST 49ers  FLEX Evan Engram QB Trevor Lawrence RB Ashton Jeanty RB Javonte Williams TE Trey McBride WR Jaxon Smith-Njigba WR Parker Washington WR Josh Cameron,,,
2962,5262135314,Pierson22,0,116.53999,DST Broncos  FLEX Stefon Diggs QB Jayden Daniels RB Christian McCaffrey RB Ashton Jeanty TE Trey McBride WR Terry McLaurin WR Antonio Williams WR Malik Washington,,,
2962,5263916644,adidas1978p,0,116.53999,DST 49ers  FLEX Jeremiyah Love QB Jayden Daniels RB Ashton Jeanty RB Jadarian Price TE John Bates WR CeeDee Lamb WR George Pickens WR Stefon Diggs,,,
2964,5263920588,Ineverwin129,0,116.48,DST 49ers  FLEX George Kittle QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Trey McBride WR Terry McLaurin WR Quentin Johnston WR Caleb Douglas,,,
2964,5258642081,jimmyahtn,0,116.479996,DST 49ers  FLEX George Kittle QB Brock Purdy RB Ashton Jeanty RB Omarion Hampton TE Trey McBride WR Deebo Samuel Sr. WR Terry McLaurin WR Pat Bryant,,,
2964,5259639679,billydynamite,0,116.47999,DST Cardinals  FLEX Evan Engram QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE Trey McBride WR Mike Evans WR Parker Washington WR Stefon Diggs,,,
2967,5260993155,rollom0,0,116.46001,DST Chargers  FLEX Trey McBride QB Dak Prescott RB Christian McCaffrey RB Jadarian Price TE Michael Mayer WR George Pickens WR Parker Washington WR Caleb Douglas,,,
2967,5262638845,jtreichert22,0,116.46001,DST 49ers  FLEX Terry McLaurin QB Dak Prescott RB Ashton Jeanty RB Jacory Croskey-Merritt TE Michael Mayer WR CeeDee Lamb WR Courtland Sutton WR Deebo Samuel Sr.,,,
2967,5261526026,MrVoski,0,116.46,DST 49ers  FLEX Trey McBride QB Trevor Lawrence RB Christian McCaffrey RB Ashton Jeanty TE Evan Engram WR CeeDee Lamb WR Antonio Williams WR Caleb Douglas,,,
2967,5262743512,Briancohen2,0,116.46,DST 49ers  FLEX Omarion Hampton QB Dak Prescott RB Christian McCaffrey RB J.K. Dobbins TE Michael Mayer WR George Pickens WR Parker Washington WR Jalen Nailor,,,
2967,5263403515,cjz44,0,116.46,DST Jaguars  FLEX Jaxon Smith-Njigba QB Trevor Lawrence RB Christian McCaffrey RB Tyler Allgeier TE Brenton Strange WR Mike Evans WR Parker Washington WR Antonio Williams,,,
2972,5262473726,schuh22,0,116.42,DST Jaguars  FLEX J.K. Dobbins QB Kirk Cousins RB Ashton Jeanty RB Jacory Croskey-Merritt TE Trey McBride WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Quentin Johnston,,,
2973,5264075503,erby023,0,116.4,DST Jaguars  FLEX Deebo Samuel Sr. QB Drew Lock RB Ashton Jeanty RB Jadarian Price TE Michael Mayer WR Jaxon Smith-Njigba WR Mike Evans WR George Pickens,,,
2974,5262892123,zacamu,0,116.38001,DST 49ers  FLEX George Pickens QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Mike Evans WR Stefon Diggs WR Caleb Douglas,,,
2974,5263179661,stilldak,0,116.38001,DST 49ers  FLEX George Pickens QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Mike Evans WR Stefon Diggs WR Caleb Douglas,,,
2974,5258033166,clonchkn,0,116.38,DST 49ers  FLEX Parker Washington QB Brock Purdy RB Ashton Jeanty RB Rachaad White TE Trey McBride WR George Pickens WR Deebo Samuel Sr. WR Caleb Douglas,,,
2974,5261527173,shadowknows,0,116.38,DST Seahawks  FLEX Jacory Croskey-Merritt QB Brock Purdy RB Ashton Jeanty RB Mike Washington Jr. TE Evan Engram WR Jaxon Smith-Njigba WR Mike Evans WR Deebo Samuel Sr.,,,
2978,5264019656,TwistPalace,0,116.36,DST Jaguars  FLEX Jack Bech QB Trevor Lawrence RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR CeeDee Lamb WR Mike Evans WR Parker Washington,,,
2978,5264043842,jborbely82,0,116.36,DST 49ers  FLEX Kaytron Allen QB Dak Prescott RB De'Von Achane RB Jeremiyah Love TE Trey McBride WR George Pickens WR Quentin Johnston WR Tre Tucker,,,
2978,5264093826,Marcavelli,0,116.359985,DST Jaguars  FLEX Parker Washington QB Trevor Lawrence RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR CeeDee Lamb WR Mike Evans WR Stefon Diggs,,,
2981,5263933950,Jce022,0,116.340004,DST Raiders  FLEX John Bates QB Jayden Daniels RB Christian McCaffrey RB Tyler Allgeier TE Brenton Strange WR Jaxon Smith-Njigba WR George Pickens WR Caleb Douglas,,,
2982,5264041692,NEFan61,0,116.3,DST Cardinals  FLEX Trey McBride QB Jacoby Brissett RB Christian McCaffrey RB Ashton Jeanty TE Jake Ferguson WR George Pickens WR Michael Wilson WR Stefon Diggs,,,
2982,5264067789,JoeRocks44,0,116.3,DST Cardinals  FLEX Jeremiyah Love QB Drew Lock RB De'Von Achane RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR George Pickens WR Ladd McConkey,,,
2984,5260501207,stag12,0,116.28001,DST Jaguars  FLEX Rashid Shaheed QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Oronde Gadsden II WR Mike Evans WR George Pickens WR Parker Washington,,,
2984,5263968091,yodski,0,116.28001,DST 49ers  FLEX Jadarian Price QB Brock Purdy RB Jacory Croskey-Merritt RB Ameer Abdullah TE Michael Mayer WR Jaxon Smith-Njigba WR Mike Evans WR Ladd McConkey,,,
2984,5257955561,Tennisfamily,0,116.28,DST 49ers  FLEX Mike Evans QB Brock Purdy RB Ashton Jeanty RB Jeremiyah Love TE Evan Engram WR Jaxon Smith-Njigba WR Marvin Harrison Jr. WR Antonio Williams,,,
2987,5263050643,miled30win,0,116.259995,DST Seahawks  FLEX Courtland Sutton QB Trevor Lawrence RB Ashton Jeanty RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR Stefon Diggs WR Terry McLaurin,,,
2988,5262512744,jcald86,0,116.240005,DST 49ers  FLEX Trey McBride QB Jayden Daniels RB Christian McCaffrey RB Bhayshul Tuten TE Michael Mayer WR George Pickens WR Stefon Diggs WR Pat Bryant,,,
2988,5263855914,sboynton10,0,116.240005,DST Broncos  FLEX Caleb Douglas QB Jayden Daniels RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Mike Evans WR Terry McLaurin,,,
2988,5264098971,shanecruth,0,116.240005,DST Broncos  FLEX Jakobi Meyers QB Jayden Daniels RB Javonte Williams RB Jacory Croskey-Merritt TE George Kittle WR Jaxon Smith-Njigba WR George Pickens WR Quentin Johnston,,,
2991,5264087551,Dshell66,0,116.2,DST 49ers  FLEX Trey McBride QB Drew Lock RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR CeeDee Lamb WR Terry McLaurin WR Quentin Johnston,,,
2992,5264032007,SilverDomeStack,0,116.18,DST Chargers  FLEX Christian McCaffrey QB Brock Purdy RB Javonte Williams RB Bhayshul Tuten TE George Kittle WR George Pickens WR Terry McLaurin WR Caleb Douglas,,,
2993,5260353511,chiefshelton,0,116.16,DST Chargers  FLEX Trey McBride QB Dak Prescott RB Omarion Hampton RB Javonte Williams TE Brenton Strange WR George Pickens WR Stefon Diggs WR Quentin Johnston,,,
2993,5263961802,kena2times,0,116.16,DST 49ers  FLEX Ashton Jeanty QB Dak Prescott RB Christian McCaffrey RB Jadarian Price TE Jake Ferguson WR George Pickens WR Jakobi Meyers WR Antonio Williams,,,
2995,5262565939,glucose,0,116.14,DST Chargers  FLEX Jaylen Waddle QB Jayden Daniels RB Christian McCaffrey RB Jadarian Price TE Michael Mayer WR George Pickens WR Stefon Diggs WR Terry McLaurin,,,
2996,5259536979,Moho22,0,116.08,DST Jaguars  FLEX De'Von Achane QB Brock Purdy RB Ashton Jeanty RB Jacory Croskey-Merritt TE Trey McBride WR George Pickens WR Stefon Diggs WR Demarcus Robinson,,,
2996,5261473340,geraldr92,0,116.08,DST Cowboys  FLEX Christian McCaffrey QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE Jake Ferguson WR George Pickens WR Deebo Samuel Sr. WR Rashid Shaheed,,,
2996,5262511093,CMill521,0,116.08,DST Seahawks  FLEX Mike Evans QB Brock Purdy RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR CeeDee Lamb WR Deebo Samuel Sr. WR Antonio Williams,,,
2996,5263962863,coacht528,0,116.08,DST 49ers  FLEX Ashton Jeanty QB Brock Purdy RB Javonte Williams RB Jacory Croskey-Merritt TE Michael Mayer WR CeeDee Lamb WR Deebo Samuel Sr. WR Antonio Williams,,,
2996,5263969330,dominator2323,0,116.08,DST Chargers  FLEX Trey McBride QB Brock Purdy RB Christian McCaffrey RB De'Von Achane TE Luke Farrell WR Deebo Samuel Sr. WR Stefon Diggs WR Quentin Johnston,,,
2996,5264043656,gatorrick81220,0,116.08,DST Jaguars  FLEX Trey McBride QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Deebo Samuel Sr. WR Stefon Diggs WR Quentin Johnston,,,
3002,5260494732,rickeystclair,0,116.060005,DST Jaguars  FLEX Jaxon Smith-Njigba QB Trevor Lawrence RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Parker Washington WR Jakobi Meyers WR Pat Bryant,,,
3002,5261538159,jbneurotech,0,116.060005,DST 49ers  FLEX Parker Washington QB Dak Prescott RB Christian McCaffrey RB Bhayshul Tuten TE Michael Mayer WR George Pickens WR Terry McLaurin WR Quentin Johnston,,,
3002,5261977809,NKlausler,0,116.06,DST Cowboys  FLEX Michael Mayer QB Trevor Lawrence RB Ashton Jeanty RB Jadarian Price TE Trey McBride WR Jaxon Smith-Njigba WR Parker Washington WR Caleb Douglas,,,
3002,5260661534,JERKER19,0,116.05999,DST 49ers  FLEX Evan Engram QB Trevor Lawrence RB Christian McCaffrey RB Javonte Williams TE Brenton Strange WR Jaxon Smith-Njigba WR Parker Washington WR Pat Bryant,,,
3006,5260297680,rlee86,0,116.03999,DST Jaguars  FLEX Terry McLaurin QB Jayden Daniels RB Ashton Jeanty RB Jacory Croskey-Merritt TE Greg Dulcich WR CeeDee Lamb WR Mike Evans WR Jaylen Waddle,,,
3007,5263932917,richardm58,0,115.98001,DST Chargers  FLEX Jaylen Waddle QB Brock Purdy RB Christian McCaffrey RB Jadarian Price TE Oronde Gadsden II WR George Pickens WR Michael Wilson WR Deebo Samuel Sr.,,,
3007,5264012125,ephd2,0,115.98001,DST 49ers  FLEX Brian Thomas Jr. QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Mike Evans WR Deebo Samuel Sr. WR Stefon Diggs,,,
3007,5259819954,Doug1739,0,115.98,DST Jaguars  FLEX Trey McBride QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE David Njoku WR Mike Evans WR Parker Washington WR Demarcus Robinson,,,
3007,5262018478,azerirules,0,115.98,DST Cardinals  FLEX Caleb Douglas QB Brock Purdy RB Christian McCaffrey RB Jacory Croskey-Merritt TE Trey McBride WR Jaylen Waddle WR Michael Wilson WR Deebo Samuel Sr.,,,
3007,5263680103,madgreek895,0,115.98,DST 49ers  FLEX Pat Bryant QB Brock Purdy RB Christian McCaffrey RB Jonah Coleman TE Trey McBride WR Mike Evans WR Terry McLaurin WR Brian Thomas Jr.,,,
3007,5263721069,cheezdawg,0,115.98,DST Raiders  FLEX Deebo Samuel Sr. QB Brock Purdy RB Christian McCaffrey RB Jacory Croskey-Merritt TE Trey McBride WR George Pickens WR Jakobi Meyers WR Malik Washington,,,
3013,5260367715,fuzzed11,0,115.96001,DST Jaguars  FLEX Jadarian Price QB Trevor Lawrence RB Javonte Williams RB Bhayshul Tuten TE Michael Mayer WR Jaxon Smith-Njigba WR George Pickens WR Parker Washington,,,
3013,5263717456,Mige1,0,115.96001,DST 49ers  FLEX Javonte Williams QB Dak Prescott RB Jadarian Price RB J.K. Dobbins TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Terry McLaurin,,,
3013,5264016745,trev1312,0,115.96001,DST 49ers  FLEX Jadarian Price QB Dak Prescott RB Ashton Jeanty RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Deebo Samuel Sr. WR Jakobi Meyers,,,
3013,5262938947,hgh13,0,115.96,DST Cardinals  FLEX Jacory Croskey-Merritt QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR Jaylen Waddle WR George Pickens WR Antonio Williams,,,
3013,5264062181,hitdat,0,115.96,DST Broncos  FLEX George Pickens QB Dak Prescott RB Christian McCaffrey RB Ashton Jeanty TE Ben Sinnott WR Courtland Sutton WR Deebo Samuel Sr. WR Stefon Diggs,,,
3013,5262804352,flagrentfoul,0,115.95999,DST Cardinals  FLEX Brenton Strange QB Trevor Lawrence RB Ashton Jeanty RB De'Von Achane TE George Kittle WR Jaxon Smith-Njigba WR George Pickens WR Terry McLaurin,,,
3019,5264009155,surfrider72,0,115.88001,DST Broncos  FLEX Javonte Williams QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR George Pickens WR Parker Washington WR Demarcus Robinson,,,
3019,5261795723,JarJarIXIX,0,115.880005,DST Dolphins  FLEX Jadarian Price QB Justin Herbert RB Omarion Hampton RB Bhayshul Tuten TE Trey McBride WR Jaxon Smith-Njigba WR Michael Wilson WR Caleb Douglas,,,
3019,5263339167,JOHNWESLEYHARDIN,0,115.88,DST 49ers  FLEX Terry McLaurin QB Brock Purdy RB Javonte Williams RB Jeremiyah Love TE Greg Dulcich WR CeeDee Lamb WR Mike Evans WR Deebo Samuel Sr.,,,
3022,5261171763,UncleEbenezer,0,115.86001,DST Seahawks  FLEX Jadarian Price QB Dak Prescott RB Ashton Jeanty RB Jacory Croskey-Merritt TE Michael Mayer WR CeeDee Lamb WR George Pickens WR Quentin Johnston,,,
3022,5261701918,Chrisdraftking,0,115.86,DST Jaguars  FLEX George Pickens QB Dak Prescott RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR CeeDee Lamb WR Mike Evans WR Antonio Williams,,,
3022,5263865149,ron214,0,115.86,DST Seahawks  FLEX Jadarian Price QB Trevor Lawrence RB Javonte Williams RB Bhayshul Tuten TE Brenton Strange WR Jaxon Smith-Njigba WR Parker Washington WR Deebo Samuel Sr.,,,
3022,5257833600,rynorules,0,115.85999,DST 49ers  FLEX Quentin Johnston QB Dak Prescott RB Omarion Hampton RB Jacory Croskey-Merritt TE Trey McBride WR George Pickens WR Stefon Diggs WR Pat Bryant,,,
3022,5261932481,6_brady,0,115.85999,DST Jaguars  FLEX Trey McBride QB Trevor Lawrence RB Ashton Jeanty RB Jacory Croskey-Merritt TE Evan Engram WR Jaxon Smith-Njigba WR Parker Washington WR Deebo Samuel Sr.,,,
3022,5263962618,Blessynn10,0,115.85999,DST Jaguars  FLEX Evan Engram QB Trevor Lawrence RB Ashton Jeanty RB Jacory Croskey-Merritt TE Trey McBride WR Jaxon Smith-Njigba WR Parker Washington WR Deebo Samuel Sr.,,,
3022,5263997647,1ATLKUNTRYBOI,0,115.85999,DST Jaguars  FLEX Kendrick Bourne QB Trevor Lawrence RB Ashton Jeanty RB Javonte Williams TE Trey McBride WR Jaxon Smith-Njigba WR Parker Washington WR Caleb Douglas,,,
3022,5264074668,hundleyb,0,115.85999,DST Jaguars  FLEX Parker Washington QB Trevor Lawrence RB Ashton Jeanty RB Javonte Williams TE Trey McBride WR Jaxon Smith-Njigba WR Kendrick Bourne WR Caleb Douglas,,,
3030,5261996905,npickel87,0,115.84,DST Jaguars  FLEX John Bates QB Jayden Daniels RB Ashton Jeanty RB De'Von Achane TE Trey McBride WR Jaxon Smith-Njigba WR Deebo Samuel Sr. WR Antonio Williams,,,
3030,5263184019,asmit450,0,115.84,DST 49ers  FLEX Jadarian Price QB Jayden Daniels RB Christian McCaffrey RB Bhayshul Tuten TE Michael Mayer WR Parker Washington WR Deebo Samuel Sr. WR Stefon Diggs,,,
3032,5257625478,rickylombardi,0,115.78,DST 49ers  FLEX George Kittle QB Brock Purdy RB Christian McCaffrey RB Chris Rodriguez Jr. TE Trey McBride WR George Pickens WR Antonio Williams WR Caleb Douglas,,,
3032,5263683348,loudogg528,0,115.78,DST Seahawks  FLEX Ashton Jeanty QB Brock Purdy RB De'Von Achane RB Javonte Williams TE Brenton Strange WR Parker Washington WR Deebo Samuel Sr. WR Stefon Diggs,,,
3032,5264041018,pump_lives,0,115.78,DST Cardinals  FLEX Ladd McConkey QB Brock Purdy RB Ashton Jeanty RB De'Von Achane TE George Kittle WR George Pickens WR Deebo Samuel Sr. WR Stefon Diggs,,,
3032,5258705134,gmscott81,0,115.77999,DST Jaguars  FLEX Jacory Croskey-Merritt QB Brock Purdy RB Javonte Williams RB Bhayshul Tuten TE Trey McBride WR George Pickens WR Deebo Samuel Sr. WR Stefon Diggs,,,
3036,5262608908,Phidelt532,0,115.76001,DST 49ers  FLEX Jeremiyah Love QB Trevor Lawrence RB Ashton Jeanty RB J.K. Dobbins TE Jake Ferguson WR CeeDee Lamb WR Parker Washington WR Michael Wilson,,,
3037,5263942952,aerejer,0,115.74,DST Cardinals  FLEX Kendrick Bourne QB Jayden Daniels RB Ashton Jeanty RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR George Pickens WR Parker Washington,,,
3038,5261155380,BigtimeFantasy,0,115.700005,DST Broncos  FLEX Jaxon Smith-Njigba QB Jacoby Brissett RB Christian McCaffrey RB Jadarian Price TE Michael Mayer WR George Pickens WR Michael Wilson WR Terry McLaurin,,,
3038,5264086051,Francy72,0,115.7,DST 49ers  FLEX Michael Mayer QB Jacoby Brissett RB Christian McCaffrey RB Ashton Jeanty TE Trey McBride WR CeeDee Lamb WR Pat Bryant WR Cooper Kupp,,,
3040,5262048960,charlesdk76,0,115.68,DST Chargers  FLEX Christian McCaffrey QB Justin Herbert RB Ashton Jeanty RB Jeremiyah Love TE Oronde Gadsden II WR Jaxon Smith-Njigba WR Pat Bryant WR Jack Bech,,,
3041,5264073000,HBbeachbum42,0,115.58,DST 49ers  FLEX De'Von Achane QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE George Kittle WR Deebo Samuel Sr. WR Antonio Williams WR Cooper Kupp,,,
3041,5264107026,wabs15,0,115.58,DST 49ers  FLEX Kaelon Black QB Brock Purdy RB Christian McCaffrey RB Ashton Jeanty TE Jake Ferguson WR George Pickens WR Ladd McConkey WR Rashid Shaheed,,,
3043,5263905634,kiley1978,0,115.56,DST Jaguars  FLEX Trey McBride QB Dak Prescott RB Ashton Jeanty RB Javonte Williams TE George Kittle WR George Pickens WR Parker Washington WR Pat Bryant,,,
3044,5264040232,katytxmanmike,0,115.54001,DST Jaguars  FLEX Christian McCaffrey QB Jayden Daniels RB Ashton Jeanty RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Terry McLaurin WR Tre' Harris,,,
3044,5264003015,jgoody2,0,115.54,DST Jaguars  FLEX Antonio Williams QB Jayden Daniels RB Ashton Jeanty RB De'Von Achane TE George Kittle WR CeeDee Lamb WR Ladd McConkey WR Terry McLaurin,,,
3046,5263992295,jimbobbillyjoeray,0,115.48001,DST Raiders  FLEX Ashton Jeanty QB Brock Purdy RB Christian McCaffrey RB Jacory Croskey-Merritt TE Jake Ferguson WR Mike Evans WR Michael Wilson WR Jakobi Meyers,,,
3046,5263630047,cw6god,0,115.48,DST 49ers  FLEX Trey McBride QB Brock Purdy RB Christian McCaffrey RB Jeremiyah Love TE Oronde Gadsden II WR George Pickens WR Terry McLaurin WR Cooper Kupp,,,
3046,5258011175,trixie832,0,115.479996,DST Seahawks  FLEX Omarion Hampton QB Brock Purdy RB Ashton Jeanty RB Jeremiyah Love TE Jake Ferguson WR Mike Evans WR George Pickens WR Cooper Kupp,,,
3046,5263941925,matmig88,0,115.479996,DST Jaguars  FLEX Cooper Kupp QB Brock Purdy RB Christian McCaffrey RB Omarion Hampton TE Brenton Strange WR Mike Evans WR George Pickens WR Parker Washington,,,
3046,5263977489,Gabexl84,0,115.479996,DST Chargers  FLEX Ashton Jeanty QB Malik Willis RB De'Von Achane RB Jacory Croskey-Merritt TE Trey McBride WR Jaxon Smith-Njigba WR Kendrick Bourne WR Caleb Douglas,,,
3051,5264000432,jpbugeater,0,115.46001,DST Cardinals  FLEX De'Von Achane QB Dak Prescott RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR George Pickens WR Parker Washington WR Malik Washington,,,
3051,5262618355,geemen4life,0,115.46,DST 49ers  FLEX Bhayshul Tuten QB Dak Prescott RB Ashton Jeanty RB Jadarian Price TE George Kittle WR George Pickens WR Parker Washington WR Quentin Johnston,,,
3051,5262868612,benweeeaver,0,115.45999,DST 49ers  FLEX Brenton Strange QB Trevor Lawrence RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR Jaxon Smith-Njigba WR Mike Evans WR Stefon Diggs,,,
3054,5260225014,Bo_Dacious,0,115.44,DST Jaguars  FLEX Jeremiyah Love QB Jayden Daniels RB Ashton Jeanty RB Jacory Croskey-Merritt TE Michael Mayer WR Jaxon Smith-Njigba WR Parker Washington WR Deebo Samuel Sr.,,,
3054,5263962206,zachm5,0,115.44,DST Jaguars  FLEX Quentin Johnston QB Jayden Daniels RB Christian McCaffrey RB Javonte Williams TE Michael Mayer WR Jaxon Smith-Njigba WR George Pickens WR Caleb Douglas,,,
3056,5259657387,micalwilliams,0,115.380005,DST 49ers  FLEX Terry McLaurin QB Brock Purdy RB Omarion Hampton RB Javonte Williams TE Michael Mayer WR Mike Evans WR George Pickens WR Stefon Diggs,,,
3056,5263938278,Jeld33,0,115.380005,DST Cardinals  FLEX Mike Evans QB Brock Purdy RB Christian McCaffrey RB Jacory Croskey-Merritt TE David Njoku WR CeeDee Lamb WR Courtland Sutton WR Quentin Johnston,,,
3056,5263945600,nickat916,0,115.380005,DST Jaguars  FLEX Javonte Williams QB Brock Purdy RB Ashton Jeanty RB Omarion Hampton TE Michael Mayer WR Jaylen Waddle WR George Pickens WR Terry McLaurin,,,
3056,5264019766,billybvb,0,115.380005,DST Broncos  FLEX Javonte Williams QB Malik Willis RB Christian McCaffrey RB Ashton Jeanty TE Michael Mayer WR CeeDee Lamb WR Ladd McConkey WR Caleb Douglas,,,
3056,5263587538,Mastodonian,0,115.38,DST 49ers  FLEX Javonte Williams QB Justin Herbert RB Ashton Jeanty RB Jonah Coleman TE David Njoku WR Jaxon Smith-Njigba WR George Pickens WR Terry McLaurin,,,
3056,5263786484,AJPgh801,0,115.38,DST 49ers  FLEX Jadarian Price QB Brock Purdy RB Christian McCaffrey RB J.K. Dobbins TE Luke Farrell WR CeeDee Lamb WR Mike Evans WR Marvin Harrison Jr.,,,
3062,5264072632,beardown553,0,115.36001,DST Jaguars  FLEX Christian McCaffrey QB Trevor Lawrence RB Ashton Jeanty RB Javonte Williams TE Michael Mayer WR CeeDee Lamb WR Parker Washington WR Caleb Douglas,,,
3062,5263916784,jt0378,0,115.36,DST Cardinals  FLEX Ashton Jeanty QB Dak Prescott RB Christian McCaffrey RB Bhayshul Tuten TE Evan Engram WR George Pickens WR Parker Washington WR Terry McLaurin,,,
3064,5260181694,SierrasBigHead,0,115.34,DST 49ers  FLEX Chris Rodriguez Jr. QB Jayden Daniels RB Christian McCaffrey RB Bhayshul Tuten TE Jake Ferguson WR Courtland Sutton WR Stefon Diggs WR Terry McLaurin,,,
3065,5264030243,zuit,0,115.32,DST Cowboys  FLEX De'Von Achane QB Bo Nix RB Ashton Jeanty RB Javonte Williams TE Evan Engram WR Jaxon Smith-Njigba WR Parker Washington WR Pat Bryant,,,
3066,5263991415,SPYKE-N-EM,0,115.3,DST Cardinals  FLEX Deebo Samuel Sr. QB Jacoby Brissett RB Ashton Jeanty RB Omarion Hampton TE Trey McBride WR Jaxon Smith-Njigba WR Jakobi Meyers WR Kendrick Bourne,,,
3067,5259440622,mattdaddy6288,0,115.28001,DST Seahawks  FLEX Antonio Williams QB Brock Purdy RB Christian McCaffrey RB Javonte Williams TE Evan Engram WR Mike Evans WR George Pickens WR Stefon Diggs,,,
