Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
25,5263297013,jjbarbie318,0,161.68,DST Panthers  FLEX Dalton Schultz QB Bryce Young RB Derrick Henry RB David Montgomery TE Mark Andrews WR Justin Jefferson WR Ja'Marr Chase WR Jalen Coker,,Lamar Jackson,QB,11.35%,15.8
26,5261603637,BigDBoss,0,161.58,DST Titans  FLEX Aaron Jones Sr. QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Tetairoa McMillan WR Jalen Coker,,Colston Loveland,TE,10.89%,1.3
27,5262879052,mkj266,0,161.38,DST Patriots  FLEX Dalton Schultz QB Tyler Shough RB Chuba Hubbard RB Aaron Jones Sr. TE Tucker Kraft WR Justin Jefferson WR Ja'Marr Chase WR Chris Olave,,DK Metcalf,WR,10.18%,6.7
28,5261771663,SirRod91,0,161.28,DST Panthers  FLEX Ja'Marr Chase QB Baker Mayfield RB Derrick Henry RB Aaron Jones Sr. TE Cade Otton WR DeVonta Smith WR Emeka Egbuka WR Jalen Coker,,Breece Hall,RB,10.05%,14.2
29,5261036504,scrtch182,0,161.08,DST Panthers  FLEX Emeka Egbuka QB Tyler Shough RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR DK Metcalf WR Devaughn Vele,,Bijan Robinson,FLEX,9.90%,11.1
30,5262313953,skracker,0,160.68001,DST Panthers  FLEX Romeo Doubs QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR DeVonta Smith WR Tetairoa McMillan WR Matthew Golden,,Derrick Henry,FLEX,9.52%,17.7
31,5262273359,gav3427,0,160.41998,DST Patriots  FLEX Saquon Barkley QB C.J. Stroud RB Bucky Irving RB Rhamondre Stevenson TE Dalton Schultz WR Ja'Marr Chase WR DeVonta Smith WR Romeo Doubs,,Steelers ,DST,9.06%,8
32,5260356936,P.Dallas,0,160.38,DST Packers  FLEX D'Andre Swift QB Tyler Shough RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Chris Olave WR Matthew Golden,,Bryce Young,QB,8.89%,24.08
33,5260772726,litevos,0,159.88,DST Patriots  FLEX Cade Otton QB Baker Mayfield RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR DeVonta Smith WR Emeka Egbuka WR Tetairoa McMillan,,Ravens ,DST,8.49%,3
34,5262156128,mtdrisc,0,159.62,DST Patriots  FLEX Bucky Irving QB C.J. Stroud RB Bijan Robinson RB Breece Hall TE Dalton Schultz WR Ja'Marr Chase WR Tetairoa McMillan WR Kayshon Boutte,,D'Andre Swift,RB,8.41%,13.9
35,5262169592,johnwickwithastick,0,159.38,DST Panthers  FLEX Zavion Thomas QB Joe Burrow RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Chris Olave WR Tee Higgins,,Mike Gesicki,TE,8.35%,0
36,5259852314,Shuckhouse,0,159.18,DST Browns  FLEX Aaron Jones Sr. QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,Chris Godwin Jr.,WR,8.28%,8.8
36,5261468217,thewrongguy,0,159.18,DST Browns  FLEX Aaron Jones Sr. QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,Patriots ,DST,8.28%,21
36,5262730091,flyswatter613,0,159.18,DST Browns  FLEX Aaron Jones Sr. QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,Jordan Love,QB,8.20%,13.8
36,5263027881,Prparent,0,159.18,DST Browns  FLEX Derrick Henry QB Bryce Young RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,Rome Odunze,WR,8.12%,7.3
40,5263225576,Wildcat6535,0,158.88,DST Panthers  FLEX Breece Hall QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Emeka Egbuka WR Garrett Wilson WR Matthew Golden,,Aaron Jones Sr.,FLEX,8.05%,13.5
41,5261815569,rodgo1,0,158.6,DST Patriots  FLEX Bijan Robinson QB Lamar Jackson RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Christian Watson WR Jalen Coker WR Rashod Bateman,,Tetairoa McMillan,WR,8.01%,18.1
41,5262669000,hbuhler,0,158.6,DST Patriots  FLEX Bijan Robinson QB Lamar Jackson RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Christian Watson WR Jalen Coker WR Rashod Bateman,,Jets ,DST,7.65%,6
43,5261584215,MotherOfDragons,0,158.4,DST Patriots  FLEX Bijan Robinson QB Lamar Jackson RB Derrick Henry RB D'Andre Swift TE Dalton Schultz WR Garrett Wilson WR Rashod Bateman WR Devaughn Vele,,Panthers ,DST,6.88%,26
44,5261922959,cw_hoover,0,158.28,DST Patriots  FLEX Colston Loveland QB Tyler Shough RB Bijan Robinson RB Bucky Irving TE Dalton Schultz WR Ja'Marr Chase WR Chris Olave WR Devaughn Vele,,DeVonta Smith,WR,6.83%,30.7
44,5262311932,KingPook23,0,158.28,DST Panthers  FLEX Derrick Henry QB Geno Smith RB Saquon Barkley RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Emeka Egbuka WR Garrett Wilson,,Kalif Raymond,WR,6.75%,9
46,5257900127,TN38069,0,158.26,DST Patriots  FLEX Bijan Robinson QB Jalen Hurts RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Jalen Coker WR Xavier Hutchinson,,Dontayvion Wicks,WR,6.60%,12.4
47,5261173478,thado,0,158,DST Bears  FLEX Chris Olave QB Jordan Love RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Tetairoa McMillan WR Matthew Golden,,Jalen Hurts,QB,6.50%,18.16
48,5260989773,truemoneymarket,0,157.22,DST Panthers  FLEX Chuba Hubbard QB Caleb Williams RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Dontayvion Wicks WR Devaughn Vele,,Chuba Hubbard,RB,6.12%,14.4
49,5262018340,Da_boyzz69,0,156.78,DST Panthers  FLEX Bijan Robinson QB Baker Mayfield RB Chuba Hubbard RB Tony Pollard TE Dalton Schultz WR DeVonta Smith WR Emeka Egbuka WR Jalen Coker,,Juwan Johnson,TE,6.12%,10.6
50,5258458971,notyou_again,0,156.18001,DST Patriots  FLEX Aaron Jones Sr. QB Joe Burrow RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Matthew Golden WR Devaughn Vele,,David Montgomery,FLEX,5.61%,4.4
51,5261089167,spatzattack,0,156.12,DST Panthers  FLEX Chuba Hubbard QB C.J. Stroud RB Derrick Henry RB Chase Brown TE Dalton Schultz WR Justin Jefferson WR Chris Olave WR Xavier Hutchinson,,Saquon Barkley,FLEX,5.38%,3
52,5259469666,eaglesnation83,0,156.1,DST Patriots  FLEX Bijan Robinson QB Lamar Jackson RB Derrick Henry RB Breece Hall TE Dalton Schultz WR Christian Watson WR Rashod Bateman WR Devaughn Vele,,T.J. Hockenson,TE,5.13%,5.9
53,5263411795,DFSGrinder99,0,155.98001,DST Panthers  FLEX Christian Watson QB Tyler Shough RB Derrick Henry RB Breece Hall TE Mark Andrews WR Chris Olave WR Garrett Wilson WR Devaughn Vele,,Chris Olave,WR,5.05%,22.6
54,5260170975,Prixner,0,155.92,DST Panthers  FLEX Ja'Marr Chase QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Justin Jefferson WR Rashod Bateman WR Kalif Raymond,,Rhamondre Stevenson,RB,5.00%,4.6
55,5262893659,Flip2108,0,155.88,DST Panthers  FLEX Emeka Egbuka QB Bryce Young RB Derrick Henry RB David Montgomery TE Dalton Schultz WR Justin Jefferson WR Christian Watson WR Rashod Bateman,,Xavier Hutchinson,WR,4.92%,6.7
56,5259470025,Balldunker,0,155.8,DST Patriots  FLEX Aaron Jones Sr. QB Jordan Love RB Bijan Robinson RB Chuba Hubbard TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Matthew Golden,,Kayshon Boutte,WR,4.56%,6.7
57,5260028779,markertassel,0,155.6,DST Patriots  FLEX Breece Hall QB Jordan Love RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Matthew Golden,,Tee Higgins,WR,4.35%,14.5
58,5263395380,bossman807,0,155.32,DST Patriots  FLEX Derrick Henry QB Deshaun Watson RB David Montgomery RB Aaron Jones Sr. TE Colston Loveland WR Ja'Marr Chase WR DeVonta Smith WR Denzel Boston,,Drake London,WR,4.31%,8.9
59,5261890716,willbe79,0,155,DST Panthers  FLEX Derrick Henry QB Lamar Jackson RB Chase Brown RB Breece Hall TE Dalton Schultz WR Garrett Wilson WR Jalen Coker WR Matthew Golden,,Bengals ,DST,4.12%,11
60,5261210842,Garrettot13,0,154.88,DST Patriots  FLEX Mark Andrews QB Bryce Young RB Bijan Robinson RB Aaron Jones Sr. TE Juwan Johnson WR Ja'Marr Chase WR Chris Olave WR Jalen Coker,,Jordan Addison,WR,4.04%,4.1
61,5259932947,moon578,0,154.78,DST Patriots  FLEX Chuba Hubbard QB Joe Burrow RB Derrick Henry RB Bucky Irving TE Dalton Schultz WR Ja'Marr Chase WR Emeka Egbuka WR Kayshon Boutte,,Bucky Irving,FLEX,4.02%,13
61,5262410712,jdooley99,0,154.78,DST Titans  FLEX Bucky Irving QB Tyler Shough RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Devaughn Vele,,Tyler Shough,QB,3.89%,22.38
61,5263362257,doerrma1,0,154.78,DST Steelers  FLEX Mark Andrews QB Bryce Young RB Bijan Robinson RB Bucky Irving TE Dalton Schultz WR Ja'Marr Chase WR Christian Watson WR Tetairoa McMillan,,Tucker Kraft,TE,3.57%,3.5
64,5262134633,spbhlff,0,154.42,DST Bears  FLEX DK Metcalf QB C.J. Stroud RB Bijan Robinson RB Breece Hall TE Dalton Schultz WR Ja'Marr Chase WR Tetairoa McMillan WR Rashod Bateman,,Breece Hall,FLEX,3.45%,14.2
64,5262687147,defsoad,0,154.42,DST Patriots  FLEX Aaron Jones Sr. QB C.J. Stroud RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Drake London WR Kayshon Boutte,,Kenyon Sadiq,TE,3.43%,3.7
66,5263283495,WIZOFOZaukee,0,154.38,DST Patriots  FLEX Dalton Schultz QB Baker Mayfield RB Bijan Robinson RB Derrick Henry TE Mark Andrews WR DeVonta Smith WR Christian Watson WR DK Metcalf,,Texans ,DST,3.28%,6
67,5257946030,Rescueballer,0,154.28,DST Steelers  FLEX Aaron Jones Sr. QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Jalen Coker WR Matthew Golden,,D'Andre Swift,FLEX,3.20%,13.9
68,5258730863,UncleBubba,0,154.20001,DST Panthers  FLEX Bijan Robinson QB Lamar Jackson RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Garrett Wilson WR Jalen Coker WR Matthew Golden,,Hunter Henry,TE,2.90%,7
69,5259511736,booradley5,0,154.08,DST Titans  FLEX Aaron Jones Sr. QB Joe Burrow RB Derrick Henry RB Bucky Irving TE Dalton Schultz WR Ja'Marr Chase WR Tee Higgins WR Garrett Wilson,,Pat Freiermuth,TE,2.78%,7.4
70,5262087167,mar91985,0,153.92,DST Ravens  FLEX Breece Hall QB C.J. Stroud RB Derrick Henry RB Saquon Barkley TE Dalton Schultz WR DeVonta Smith WR Tee Higgins WR Rashod Bateman,,Travis Etienne Jr.,RB,2.65%,7.1
71,5258768631,cristianbita,0,153.66,DST Vikings  FLEX Aaron Jones Sr. QB Jalen Hurts RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR DeVonta Smith WR DK Metcalf WR Matthew Golden,,Justin Jefferson,FLEX,2.59%,8.5
72,5262122460,tarhokie3,0,153.52,DST Panthers  FLEX Aaron Jones Sr. QB Carson Wentz RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR DK Metcalf,,Bears ,DST,2.52%,7
73,5256949909,cracki40,0,153.38,DST Vikings  FLEX Bucky Irving QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Tetairoa McMillan WR Garrett Wilson WR DK Metcalf,,Harold Fannin Jr.,TE,2.50%,10.4
74,5259979341,harkd100,0,153.28,DST Jets  FLEX Rhamondre Stevenson QB Tyler Shough RB Derrick Henry RB Kyle Monangai TE Dalton Schultz WR Ja'Marr Chase WR Chris Olave WR Garrett Wilson,,C.J. Stroud,QB,2.44%,20.02
75,5263405802,VillianoftheStory,0,153.18,DST Browns  FLEX DeVonta Smith QB Tyler Shough RB Bijan Robinson RB MarShawn Lloyd TE Mark Andrews WR Chris Olave WR Tetairoa McMillan WR Rashod Bateman,,Romeo Doubs,WR,2.42%,12.6
76,5263283141,Gjhoosier2112,0,153.1,DST Panthers  FLEX Chase Brown QB Jordan Love RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR DeVonta Smith WR Matthew Golden WR Mack Hollins,,Chuba Hubbard,FLEX,2.40%,14.4
77,5263250560,FalconRed,0,153.08,DST Panthers  FLEX Luther Burden III QB Bryce Young RB Derrick Henry RB Chuba Hubbard TE Colston Loveland WR DeVonta Smith WR Tetairoa McMillan WR Jalen Coker,,Ja'Marr Chase,FLEX,2.40%,26.5
78,5262750237,smoneyg,0,152.88,DST Bears  FLEX Tetairoa McMillan QB Baker Mayfield RB Derrick Henry RB D'Andre Swift TE Dalton Schultz WR DeVonta Smith WR Tee Higgins WR Chris Godwin Jr.,,Titans ,DST,2.38%,7
79,5263298910,Jalecci,0,152.56,DST Jets  FLEX Chris Olave QB Jalen Hurts RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR DeVonta Smith WR Matthew Golden WR Germie Bernard,,Kyle Monangai,RB,2.33%,7.8
80,5261415389,Damonri,0,152.40001,DST Panthers  FLEX Dalton Schultz QB Lamar Jackson RB Bijan Robinson RB Chuba Hubbard TE Mark Andrews WR Ja'Marr Chase WR Drake London WR Matthew Golden,,Mack Hollins,WR,2.29%,3.8
81,5262156879,dmac0306,0,152.38,DST Patriots  FLEX Derrick Henry QB Baker Mayfield RB Bijan Robinson RB D'Andre Swift TE Dalton Schultz WR Ja'Marr Chase WR Jalen Coker WR Jaylin Noel,,Drake Maye,QB,2.29%,9.02
81,5262494237,Dakota516,0,152.37999,DST Patriots  FLEX Bijan Robinson QB Baker Mayfield RB David Montgomery RB Travis Etienne Jr. TE Dalton Schultz WR DeVonta Smith WR Christian Watson WR Rashod Bateman,,Rhamondre Stevenson,FLEX,2.25%,4.6
83,5262172515,rajonrondough,0,152.28,DST Titans  FLEX Aaron Jones Sr. QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR DK Metcalf,,Browns ,DST,2.23%,6
83,5262903022,tvielkin,0,152.28,DST Titans  FLEX Derrick Henry QB Bryce Young RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR DK Metcalf,,DeMario Douglas,WR,2.14%,1.9
85,5260756081,dearyn,0,152.22,DST Patriots  FLEX Dallas Goedert QB C.J. Stroud RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Christian Watson WR Devaughn Vele,,Jaylin Noel,WR,2.14%,5.4
86,5262131490,ibw13,0,152.12001,DST Buccaneers  FLEX David Montgomery QB C.J. Stroud RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR DeVonta Smith WR Tetairoa McMillan WR Garrett Wilson,,Joe Burrow,QB,2.12%,16.18
87,5259963839,Hibbs1975,0,151.58,DST Eagles  FLEX Dalton Schultz QB Bryce Young RB Bijan Robinson RB Chuba Hubbard TE Mark Andrews WR DeVonta Smith WR Emeka Egbuka WR Tetairoa McMillan,,Dallas Goedert,FLEX,2.08%,1.4
88,5262986246,evilnatas,0,151.56,DST Patriots  FLEX Bijan Robinson QB Jalen Hurts RB Derrick Henry RB Aaron Jones Sr. TE Mark Andrews WR DeVonta Smith WR Rashod Bateman WR Kayshon Boutte,,Packers ,DST,2.08%,5
89,5261968320,RRand1966,0,151.5,DST Patriots  FLEX Aaron Jones Sr. QB Jordan Love RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Christian Watson WR Garrett Wilson WR Jalen Coker,,Jayden Reed,WR,2.06%,1.4
89,5263326007,RyLPedey,0,151.5,DST Patriots  FLEX Aaron Jones Sr. QB Jordan Love RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Christian Watson WR Garrett Wilson WR Jalen Coker,,TreVeyon Henderson,RB,2.06%,13.6
91,5263124877,nikboy2121,0,151.42001,DST Eagles  FLEX Ja'Marr Chase QB C.J. Stroud RB Derrick Henry RB Quinshon Judkins TE Dalton Schultz WR Christian Watson WR Garrett Wilson WR Jalen Coker,,Emeka Egbuka,FLEX,1.98%,10.3
92,5257453347,laportapottie,0,151.36,DST Titans  FLEX Juwan Johnson QB Jalen Hurts RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,Chase Brown,RB,1.96%,11.2
92,5260898514,cu12pac,0,151.36,DST Titans  FLEX Juwan Johnson QB Jalen Hurts RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,Mark Andrews,FLEX,1.89%,10.9
92,5261097963,RibsForBreakfast,0,151.36,DST Titans  FLEX Dalton Schultz QB Jalen Hurts RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,Dalton Schultz,FLEX,1.89%,29
92,5263091080,dalive2,0,151.36,DST Titans  FLEX Dalton Schultz QB Jalen Hurts RB Bijan Robinson RB Derrick Henry TE Juwan Johnson WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,Cade Otton,TE,1.81%,8.8
96,5261494245,gdeck83,0,151.16,DST Panthers  FLEX Chase Brown QB Jalen Hurts RB Derrick Henry RB Aaron Jones Sr. TE Pat Freiermuth WR DeVonta Smith WR Garrett Wilson WR Matthew Golden,,Matthew Golden,FLEX,1.81%,9.8
97,5262361108,JJSaenz,0,151,DST Jets  FLEX Mark Andrews QB Lamar Jackson RB Derrick Henry RB Breece Hall TE Dalton Schultz WR Chris Olave WR Tetairoa McMillan WR Garrett Wilson,,Wan'Dale Robinson,WR,1.79%,1.9
98,5257694954,jjmartin082285,0,150.9,DST Buccaneers  FLEX Garrett Wilson QB Lamar Jackson RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR DeVonta Smith WR Christian Watson WR Devaughn Vele,,Vikings ,DST,1.77%,17
99,5260497507,lighthouse0770,0,150.70001,DST Bengals  FLEX Derrick Henry QB Jordan Love RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR DeVonta Smith WR Christian Watson WR Matthew Golden,,Colston Loveland,FLEX,1.60%,1.3
100,5261027282,Rains,0,150.58,DST Titans  FLEX Bijan Robinson QB Tyler Shough RB Derrick Henry RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR DK Metcalf,,Jalen Coker,FLEX,1.60%,14.6
101,5262878158,Laylakuf,0,150.08,DST Titans  FLEX Derrick Henry QB Baker Mayfield RB Bijan Robinson RB Aaron Jones Sr. TE Dalton Schultz WR Ja'Marr Chase WR Emeka Egbuka WR Rashod Bateman,,Christian Watson,FLEX,1.49%,14.1
102,5263341535,jahern14,0,150.02,DST Eagles  FLEX Bijan Robinson QB C.J. Stroud RB Derrick Henry RB Breece Hall TE Dalton Schultz WR Ja'Marr Chase WR Rashod Bateman WR Kayshon Boutte,,Devaughn Vele,FLEX,1.47%,11.4
103,5262516730,chipcosby,0,149.9,DST Jets  FLEX Rashod Bateman QB Lamar Jackson RB Derrick Henry RB David Montgomery TE Dalton Schultz WR Ja'Marr Chase WR Christian Watson WR Jalen Coker,,Quinshon Judkins,RB,1.41%,9.8
104,5257102817,YoDoggs,0,149.88,DST Buccaneers  FLEX Aaron Jones Sr. QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Jalen Coker WR Devaughn Vele,,Falcons ,DST,1.30%,1
105,5263040696,HehesHoosiers,0,149.78,DST Browns  FLEX Jordan Addison QB Bryce Young RB Bijan Robinson RB Derrick Henry TE Dalton Schultz WR Ja'Marr Chase WR Garrett Wilson WR Jalen Coker,,KC Concepcion Jr.,WR,1.22%,8.2
106,5262522319,klkroeninger,0,149.68001,DST Panthers  FLEX Rhamondre Stevenson QB Bryce Young RB Bijan Robinson RB Chuba Hubbard TE Mark Andrews WR DeVonta Smith WR Tetairoa McMillan WR Matthew Golden,,Roman Wilson,WR,1.22%,7.8
