player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,dst_p10,dst_p90,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available
00-0034855,Baker Mayfield,QB,TB,5900,43727242,15.99529411764706,14.715000000000002,1.1299619530039535,1.06567745525364,18.49028388112277,CIN,23.94,51.39,,,,87.41277939747327,5.934695098766427,,classic,True
00-0034796,Lamar Jackson,QB,BAL,6800,43727236,16.527692307692305,14.3024,1.0366464516158136,1.151145321339145,18.395248012461725,IND,25.86,48.22,,,,86.59888241010691,5.621260090511523,,classic,True
00-0040743,Tyler Shough,QB,NO,5600,43727245,14.36,20.3904,1.1181261121472983,0.9325790596309005,18.117833392186697,DET,20.95,48.83,,,,77.27996436669906,3.020114218215447,,classic,True
00-0034351,Dallas Goedert,TE,PHI,4100,43728233,12.34,13.752,1.1949852704156738,1.1493647407956968,17.91834096365478,WAS,25.82,47.39,,,,89.99418879520921,6.723761535316832,,classic,True
00-0036223,Jonathan Taylor,RB,IND,7300,43727329,21.311764705882357,12.278999999999998,1.0528853236196114,0.9953445237874432,17.601285950910217,BAL,22.36,48.22,,,,83.99846687443451,7.522264968708412,,classic,True
00-0033106,Jared Goff,QB,DET,6000,43727241,17.474117647058822,15.5012,0.8589644992433452,1.241509783919132,17.582650903598203,NO,27.89,48.83,,,,89.884110787172,6.997626914086245,,classic,True
00-0039918,Caleb Williams,QB,CHI,6300,43727239,18.716470588235296,19.2258,0.8475616769546165,1.0825929704163961,17.407236731806282,CAR,24.32,45.83,,,,81.16974408811143,3.9142091321452037,,classic,True
00-0034857,Josh Allen,QB,BUF,7000,43727234,22.78875,20.6204,0.7862895495930303,1.0002411202819252,17.07019547899987,HOU,22.47,44.5,,,,72.67298347910592,2.2214554564970377,,classic,True
00-0038542,Bijan Robinson,RB,ATL,7700,43727327,21.811764705882357,22.782,0.8862878493658852,0.8609106927571176,17.012848695776714,PIT,19.34,41.61,,,,69.26699004725042,2.8172714062900606,,classic,True
00-0039338,Brock Bowers,TE,LV,6900,43728215,14.683333333333332,13.721,1.219760973911889,0.979319298896411,16.964991717622063,MIA,22.0,40.44,,,,71.3149082026633,1.9354935864207645,,classic,True
00-0037664,Alec Pierce,WR,IND,5700,43727665,12.22,16.492,1.1616547694670842,0.9953445237874432,16.599077816430924,BAL,22.36,48.22,,,,84.42214750723639,6.354719806594822,,classic,True
00-0036275,D'Andre Swift,RB,CHI,6100,43727351,14.2875,12.913,1.0994897617548982,1.0825929704163961,16.18837603981263,CAR,24.32,45.83,,,,83.58545290037196,7.317970389421107,,classic,True
00-0038129,Cade Otton,TE,TB,3700,43728243,8.146666666666667,11.184999999999995,1.5692753625192133,1.06567745525364,16.164573006430746,CIN,23.94,51.39,,,,89.90377038846427,6.683353325512389,,classic,True
00-0039361,Bucky Irving,RB,TB,5700,43727359,13.85,9.535,1.2885323619611362,1.06567745525364,16.05567199636466,CIN,23.94,51.39,,,,87.76910123655372,9.672075404062223,,classic,True
00-0040122,Ashton Jeanty,RB,LV,6600,43727343,14.41764705882353,14.473,1.131898595170816,0.979319298896411,16.012498681882537,MIA,22.0,40.44,,,,69.99803960993265,2.9579766417650784,,classic,True
00-0039040,De'Von Achane,RB,MIA,7000,43727335,20.175,16.862,1.0448500756652517,0.8208476305295372,15.882626874180014,LV,18.44,40.44,,,,65.23941892027747,2.1538653998447317,,classic,True
00-0038544,Quentin Johnston,WR,LAC,4700,43727703,13.169230769230769,12.196,0.9815399007789108,1.2610961698970602,15.698746901593958,ARI,28.33,46.22,,,,89.40849765405393,8.860659137146222,,classic,True
00-0040126,Colston Loveland,TE,CHI,5300,43728219,10.31875,17.579,1.0312886580299652,1.0825929704163961,15.573442606481805,CAR,24.32,45.83,,,,85.60968402805136,5.019585860544287,,classic,True
00-0039150,Bryce Young,QB,CAR,5200,43727251,13.6275,15.1856,1.1124247010029342,0.9575071872391728,15.345203672141238,CHI,21.51,45.83,,,,69.05895691609977,1.7458254619460334,,classic,True
00-0035710,Daniel Jones,QB,IND,5400,43727247,17.41846153846154,10.6694,1.0862270776433869,0.9953445237874432,15.183879063891162,BAL,22.36,48.22,,,,77.28773890508583,3.0216799568717008,,classic,True
00-0036970,Kyle Pitts Sr.,TE,ATL,4700,43728223,12.4,15.441999999999998,1.248960910175286,0.8609106927571176,14.968468973287878,PIT,19.34,41.61,,,,70.5973721534946,1.8450873873050933,,classic,True
00-0039065,Sam LaPorta,TE,DET,4400,43728229,11.877777777777778,13.526000000000002,0.9383797699191576,1.241509783919132,14.79779792044213,NO,27.89,48.83,,,,93.77600267906391,8.651811109097352,,classic,True
00-0037240,Jameson Williams,WR,DET,6000,43727653,12.93529411764706,13.067,0.903828278369348,1.241509783919132,14.588738585588077,NO,27.89,48.83,,,,93.44325057211825,11.59535613111112,,classic,True
00-0023459,Aaron Rodgers,QB,PIT,5300,43727249,14.1925,14.906,1.001066759284527,0.9913382175646851,14.438613673817501,ATL,22.27,41.61,,,,67.26198574667963,1.5487209704662805,,classic,True
00-0035228,Kyler Murray,QB,MIN,5500,43727246,15.556,15.337599999999998,0.9210304939794632,1.0002411202819252,14.230404246343866,GB,22.47,45.06,,,,70.38654033041789,1.9073847231058,,classic,True
00-0037238,Drake London,WR,ATL,6500,43727643,16.825,11.94,1.1465335424465044,0.8609106927571176,14.196433400415053,PIT,19.34,41.61,,,,69.77372592662256,2.3932119473607196,,classic,True
00-0040676,Cam Ward,QB,TEN,5100,43727252,10.98,13.7634,1.2237826427213414,0.9272373180005563,14.038624944338556,NYJ,20.83,39.17,,,,57.00826044703595,0.7818031654508765,,classic,True
00-0035261,Tony Pollard,RB,TEN,5600,43727361,10.929411764705884,12.672,1.2741224839629843,0.9272373180005563,13.941518134275727,NYJ,20.83,39.17,,,,63.38182366542675,1.9029863295540448,,classic,True
00-0038606,Parker Washington,WR,JAX,5600,43727669,11.54375,18.229,0.8756913116348509,1.068348326068812,13.926849091275589,CLE,24.0,40.5,,,,78.56215450850078,4.299641355505732,,classic,True
00-0037248,James Cook III,RB,BUF,7200,43727331,17.776470588235295,12.6,0.9093222268350496,1.0002411202819252,13.814330051540797,HOU,22.47,44.5,,,,75.89137428370363,4.381514521909568,,classic,True
00-0037228,Jaylen Warren,RB,PIT,5400,43727369,13.56875,14.787,0.9794967256364588,0.9913382175646851,13.766894388655547,ATL,22.27,41.61,,,,71.66811601487886,3.306346801798716,,classic,True
00-0035640,DK Metcalf,WR,PIT,5400,43727675,12.48,12.751,1.0942791756538677,0.9913382175646851,13.68530408253323,ATL,22.27,41.61,,,,74.56306101549681,3.2934161866266387,,classic,True
00-0038117,Wan'Dale Robinson,WR,TEN,4800,43727699,13.61875,16.081,0.9874735468249608,0.9272373180005563,13.596877046053537,NYJ,20.83,39.17,,,,64.7448195868209,1.7115098806742772,,classic,True
00-0036912,DeVonta Smith,WR,PHI,6600,43727641,11.870588235294116,8.690999999999999,1.1358146979762198,1.1493647407956968,13.421220654859303,WAS,25.82,47.39,,,,87.87586078978444,8.00003059150223,,classic,True
00-0039917,Michael Penix Jr.,QB,ATL,4800,43727258,13.364444444444445,12.6948,1.152839767342732,0.8609106927571176,12.931796896661565,PIT,19.34,41.61,,,,56.2880628441853,0.7451531954776768,,classic,True
00-0026300,Josh Johnson,QB,CIN,4000,43727278,8.126666666666667,9.60375,1.19325483368253,1.2214782528053418,12.921349915703308,TB,27.44,51.39,,,,83.52907353417557,4.580929518191953,,classic,True
00-0040124,Tetairoa McMillan,WR,CAR,6100,43727651,12.552941176470588,10.053999999999998,1.1561039392949728,0.9575071872391728,12.512691355333404,CHI,21.51,45.83,,,,74.9281325433399,3.3745550632208676,,classic,True
00-0029604,Kirk Cousins,QB,LV,5000,43727254,10.354,12.449799999999998,1.1139402659906767,0.979319298896411,12.438369199528744,MIA,22.0,40.44,,,,57.519112406867514,0.8088874618038218,,classic,True
00-0036259,Jauan Jennings,WR,MIN,4300,43727721,11.553333333333336,12.651,1.016950369118243,1.0002411202819252,12.31027039913222,GB,22.47,45.06,,,,77.01198835909173,3.8774867680366336,,classic,True
00-0039910,Jayden Daniels,QB,WAS,6500,43727238,16.325714285714287,12.273,0.8914408918378256,0.9601780580543448,12.239420128431055,PHI,21.57,47.39,,,,65.94452542921931,1.4184982223945792,,classic,True
00-0036554,Nico Collins,WR,HOU,7000,43727637,15.080000000000002,13.872,0.8611443084251793,0.9806547343039971,12.224768377321931,BUF,22.03,44.5,,,,73.47557917176086,3.0630972923025896,,classic,True
00-0032950,Carson Wentz,QB,MIN,4000,43727297,14.068,12.2636,0.9210304939794632,1.0002411202819252,12.129027127075775,GB,22.47,45.06,,,,68.497651441529,1.6817032564159224,,classic,True
00-0038996,Tucker Kraft,TE,GB,4500,43728227,14.65,15.409,0.8012285541365366,1.0055828619122693,12.109293737940899,MIN,22.59,45.06,,,,80.10095737136552,3.4767536131980297,,classic,True
00-0036322,Justin Jefferson,WR,MIN,7300,43727635,11.852941176470589,11.842,1.016950369118243,1.0002411202819252,12.051194674805545,GB,22.47,45.06,,,,76.83277688955768,3.8314364008215227,,classic,True
00-0040189,Oronde Gadsden II,TE,LAC,3500,43728249,8.76,6.242999999999999,1.2737366136715011,1.2610961698970602,12.0496921937383,ARI,28.33,46.22,,,,88.90670553935861,6.2535472733948705,,classic,True
00-0039163,C.J. Stroud,QB,HOU,5200,43727250,14.895714285714286,15.594599999999998,0.803105103980839,0.9806547343039971,12.006610457731462,BUF,22.03,44.5,,,,62.10819565921607,1.0983877294418627,,classic,True
00-0038128,Malik Willis,QB,MIA,5300,43727248,12.794999999999998,16.476956521739126,0.9867771465429556,0.8208476305295372,11.85504992998235,LV,18.44,40.44,,,,51.13022351797863,0.5283367548470568,,classic,True
00-0038559,Michael Wilson,WR,ARI,5300,43727681,12.976470588235294,19.874,0.8921906758016104,0.7963646480571269,11.670279368420749,LAC,17.89,46.22,,,,69.96039583268023,2.4231807463126227,,classic,True
00-0036973,Travis Etienne Jr.,RB,NO,5900,43727355,14.93529411764706,13.276,0.8820023837902266,0.9325790596309005,11.602415961270847,DET,20.95,48.83,,,,74.84701417512818,4.0868333929876695,,classic,True
00-0039915,Ladd McConkey,WR,LAC,5900,43727657,11.30625,7.186,0.9815399007789108,1.2610961698970602,11.44500339981747,ARI,28.33,46.22,,,,88.08233277950198,8.110910778165378,,classic,True
00-0039923,J.J. McCarthy,QB,MIN,4500,43727262,12.538,12.0618,0.9210304939794632,1.0002411202819252,11.33131452401824,GB,22.47,45.06,,,,62.997651441528994,1.1654886676278784,,classic,True
00-0037744,Trey McBride,TE,ARI,6800,43728217,18.582352941176477,17.317,0.7861861627281201,0.7963646480571269,11.238128500041265,LAC,17.89,46.22,,,,67.769777795288,1.528092690485079,,classic,True
00-0035700,Josh Jacobs,RB,GB,6300,43727347,15.806666666666668,9.167000000000002,0.8913768397369797,1.0055828619122693,11.192613934544488,MIN,22.59,45.06,,,,74.90105056801046,4.101582458905753,,classic,True
00-0037740,Garrett Wilson,WR,NYJ,5800,43727661,14.214285714285714,9.271,1.1578266107276969,0.8159510340350551,11.09362487576564,TEN,18.33,39.17,,,,61.23300625933937,1.3542598427583012,,classic,True
00-0036212,Tua Tagovailoa,QB,ATL,4800,43727257,11.47857142857143,10.569400000000002,1.152839767342732,0.8609106927571176,10.941218541678301,PIT,19.34,41.61,,,,52.621396177518626,0.5835588971343935,,classic,True
00-0040663,Harold Fannin Jr.,TE,CLE,4200,43728231,11.65,15.077,1.1113672711159468,0.7344894741723083,10.908458842461188,JAX,16.5,40.5,,,,63.116381687810254,1.1205212099129618,,classic,True
00-0033885,David Njoku,TE,LAC,3000,43728271,7.845454545454545,5.733,1.2737366136715011,1.2610961698970602,10.90556540287902,ARI,28.33,46.22,,,,86.50805689070994,5.329401572671164,,classic,True
00-0033869,Mitchell Trubisky,QB,TEN,4000,43727288,7.779999999999999,11.407173913043476,1.2237826427213414,0.9272373180005563,10.88619746304122,NYJ,20.83,39.17,,,,51.56381600259151,0.5438318171004359,,classic,True
00-0039491,Jalen Coker,WR,CAR,4600,43727707,8.218181818181819,11.357,1.1561039392949728,0.9575071872391728,10.834646155950376,CHI,21.51,45.83,,,,72.11451247165532,2.79739551494699,,classic,True
00-0035100,Jake Browning,QB,TB,4000,43727314,9.748,8.1882,1.1299619530039535,1.06567745525364,10.799161625678497,CIN,23.94,51.39,,,,73.52389050858437,2.3511151027005672,,classic,True
00-0040735,Luther Burden III,WR,CHI,5500,43727673,8.526666666666667,14.383,0.8647810592275972,1.0825929704163961,10.72408250057293,CAR,24.32,45.83,,,,81.85253978703616,5.354249968009477,,classic,True
00-0039391,Kimani Vidal,RB,LAC,4800,43727403,9.069230769230767,5.159000000000001,1.1940378460178651,1.2610961698970602,10.712410433226205,ARI,28.33,46.22,,,,81.69980898763446,6.4535052069868595,,classic,True
00-0038124,Christian Watson,WR,GB,5900,43727655,13.24,14.362,0.7717568018604851,1.0055828619122693,10.710478771922265,MIN,22.59,45.06,,,,77.72010878083952,4.0649247521842025,,classic,True
DST_JAX,Jaguars,DST,JAX,3400,43728526,10.637565759000001,10.637565759000001,1.4754457849947702,1.3883856951871656,10.637565759000001,CLE,24.0,40.5,,,,78.6248785228377,16.491433493576476,,classic,True
00-0038935,Brenton Strange,TE,JAX,3600,43728245,9.833333333333334,11.988,0.9109495267626332,1.068348326068812,10.618385203967255,CLE,24.0,40.5,,,,76.74424789220707,2.7796314769800463,,classic,True
00-0039032,Tyjae Spears,RB,TEN,5100,43727383,8.592307692307692,9.178,1.2741224839629843,0.9272373180005563,10.497044389287383,NYJ,20.83,39.17,,,,59.00251332059917,1.421155654286182,,classic,True
00-0030565,Geno Smith,QB,NYJ,4600,43727261,11.593333333333334,10.392999999999995,1.168572775310725,0.8159510340350551,10.481964237170205,TEN,18.33,39.17,,,,45.16132167152575,0.3548897166579843,,classic,True
00-0033293,Aaron Jones Sr.,RB,MIN,5300,43727371,9.891666666666667,11.352,0.9773539928486292,1.0002411202819252,10.383794359571644,GB,22.47,45.06,,,,72.48424147984318,3.491223538786779,,classic,True
00-0038611,Chris Rodriguez Jr.,RB,JAX,5100,43727385,7.666666666666667,11.842,0.9949779700285252,1.068348326068812,10.368690985242305,CLE,24.0,40.5,,,,71.17085553433195,3.1985359705701017,,classic,True
00-0036423,Albert Okwuegbunam Jr.,TE,LV,2500,43728401,8.6,8.6,1.219760973911889,0.979319298896411,10.273004971416315,MIA,22.0,40.44,,,,62.936529824284925,1.1071662452364612,,classic,True
00-0039424,Devaughn Vele,WR,NO,3500,43727779,7.366666666666666,11.579,1.1588219319999375,0.9325790596309005,10.237225314092445,DET,20.95,48.83,,,,73.8785306749428,3.1464977994519723,,classic,True
00-0036040,Juwan Johnson,TE,NO,3700,43728241,10.58235294117647,10.704,1.0281916950929382,0.9325790596309005,10.205423092037105,DET,20.95,48.83,,,,76.84678118351587,2.7986968816315194,,classic,True
DST_TEN,Titans,DST,TEN,3100,43728531,10.1812993965,10.1812993965,1.4121609793693894,1.2497743573697893,10.1812993965,NYJ,20.83,39.17,,,,61.216593780369294,5.16698190730422,,classic,True
00-0038997,Josh Downs,WR,IND,5200,43727685,8.65,8.81,1.1616547694670842,0.9953445237874432,10.094033807289074,BAL,22.36,48.22,,,,79.81641274021129,4.674624454716683,,classic,True
00-0038120,Breece Hall,RB,NYJ,6200,43727349,12.97875,12.294,0.9749434184623214,0.8159510340350551,10.05231327333106,TEN,18.33,39.17,,,,55.79350557957172,1.1474436239253958,,classic,True
00-0026158,Joe Flacco,QB,CIN,4400,43727264,11.281538461538462,2.3352000000000004,1.19325483368253,1.2214782528053418,9.923435285248269,TB,27.44,51.39,,,,72.91796242306447,2.2580339966353464,,classic,True
00-0033119,Jacoby Brissett,QB,ARI,5100,43727253,16.245714285714286,15.7014,0.7716390880448535,0.7963646480571269,9.815848155675537,LAC,17.89,46.22,,,,52.75251052802072,0.5886821184946168,,classic,True
00-0036139,Rico Dowdle,RB,PIT,5200,43727375,12.723529411764709,7.314999999999999,0.9794967256364588,0.9913382175646851,9.728831651983553,ATL,22.27,41.61,,,,66.39225394591334,2.3259295293039646,,classic,True
00-0035993,Tyler Huntley,QB,BAL,4300,43727266,8.028,8.176400000000001,1.0366464516158136,1.151145321339145,9.66860410011685,IND,25.86,48.22,,,,68.32110463232912,1.6620259925782817,,classic,True
00-0034960,Jakobi Meyers,WR,JAX,5000,43727691,10.9875,9.621000000000002,0.8756913116348509,1.068348326068812,9.64007253268687,CLE,24.0,40.5,,,,74.52989644398467,3.2861425813470304,,classic,True
00-0040236,Kyle Monangai,RB,CHI,5100,43727381,8.629411764705882,7.542000000000001,1.0994897617548982,1.0825929704163961,9.62441479905549,CAR,24.32,45.83,,,,75.55097014175126,4.283201895874276,,classic,True
00-0036264,Jordan Love,QB,GB,5700,43727244,15.675999999999998,12.316,0.6821485840067298,1.0055828619122693,9.600653127267032,MIN,22.59,45.06,,,,62.81867508908324,1.1516649747315608,,classic,True
00-0034829,Mike Gesicki,TE,CIN,3100,43728263,5.891666666666667,7.23,1.1887913445416205,1.2214782528053418,9.52687306957286,TB,27.44,51.39,,,,89.16495942006146,6.362146318402568,,classic,True
00-0036252,Michael Pittman Jr.,WR,PIT,4900,43727697,11.905882352941177,5.449,1.0942791756538677,0.9913382175646851,9.413294848265618,ATL,22.27,41.61,,,,70.49496065707389,2.511094440287111,,classic,True
00-0040242,Jacory Croskey-Merritt,RB,WAS,5300,43727373,8.25294117647059,10.468,1.0360113029154558,0.9601780580543448,9.31137792429652,PHI,21.57,47.39,,,,69.20506182768675,2.805664143200411,,classic,True
DST_LAC,Chargers,DST,LAC,3500,43728525,9.113267821500001,9.113267821500001,1.2640234523001126,1.2805122398316509,9.113267821500001,ARI,28.33,46.22,,,,79.53170553935861,17.51917855558002,,classic,True
00-0040583,Woody Marks,RB,HOU,5000,43727387,9.06875,7.952999999999999,1.089311781012709,0.9806547343039971,9.091646515520088,BUF,22.03,44.5,,,,65.04880868603598,2.126668645909297,,classic,True
00-0036898,Davis Mills,QB,HOU,4200,43727267,11.433333333333332,11.642,0.803105103980839,0.9806547343039971,9.086706549477896,BUF,22.03,44.5,,,,52.4415289925494,0.5766031444624218,,classic,True
00-0035500,Greg Dortch,WR,DET,3400,43727785,6.258333333333334,9.926,0.903828278369348,1.241509783919132,9.08031449508828,NO,27.89,48.83,,,,85.95221114559494,7.037141536697661,,classic,True
00-0032268,Marcus Mariota,QB,WAS,4500,43727263,12.55,8.584799999999998,0.8914408918378256,0.9601780580543448,9.045081325896533,PHI,21.57,47.39,,,,56.22230320699708,0.7418936120800061,,classic,True
00-0035659,Terry McLaurin,WR,WAS,5700,43727663,11.42,10.356,0.862101348110026,0.9601780580543448,9.012768451610768,PHI,21.57,47.39,,,,73.29577990950604,3.026600291525015,,classic,True
00-0039919,Rome Odunze,WR,CHI,5400,43727677,12.175,6.747,0.8647810592275972,1.0825929704163961,8.857443978924804,CAR,24.32,45.83,,,,78.69841792323687,4.33887822488642,,classic,True
00-0036924,Michael Carter,RB,TEN,4000,43727529,7.615384615384615,7.306,1.2741224839629843,0.9272373180005563,8.81416570660301,NYJ,20.83,39.17,,,,56.243892630944,1.1824189947959804,,classic,True
DST_LV,Raiders,DST,LV,2900,43728535,8.780254758,8.780254758,1.2178340578445654,1.242319087342095,8.780254758,MIA,22.0,40.44,,,,56.83855685131196,3.8590445198165075,,classic,True
00-0033921,Chris Godwin Jr.,WR,TB,5200,43727683,9.22222222222222,10.7,0.8222502156330039,1.06567745525364,8.728458648099569,CIN,23.94,51.39,,,,83.34826326844102,5.915674546161008,,classic,True
00-0035685,David Montgomery,RB,HOU,6000,43727353,9.818823529411766,6.303,1.089311781012709,0.9806547343039971,8.610978349171283,BUF,22.03,44.5,,,,65.46260178948427,2.1861520558162244,,classic,True
00-0039893,Brian Thomas Jr.,WR,JAX,5500,43727671,9.914285714285716,8.488,0.8756913116348509,1.068348326068812,8.60806798422698,CLE,24.0,40.5,,,,72.64817601387713,2.8987116525803622,,classic,True
00-0038555,Tank Bigsby,RB,PHI,4900,43727397,3.5866666666666664,9.291,1.1589505966171607,1.1493647407956968,8.576892704924715,WAS,25.82,47.39,,,,75.47368553332663,4.261190277789184,,classic,True
DST_GB,Packers,DST,GB,3000,43728532,8.55830061,8.55830061,1.187048695897295,1.0195088549438467,8.55830061,MIN,22.59,45.06,,,,62.679786200194364,5.696402920381398,,classic,True
00-0039376,Spencer Rattler,QB,NO,4000,43727299,11.015555555555556,5.381600000000001,1.1181261121472983,0.9325790596309005,8.548993175943991,DET,20.95,48.83,,,,57.55774214447684,0.8109732871742344,,classic,True
00-0033526,Samaje Perine,RB,CIN,4600,43727419,5.193333333333333,8.385,1.0046738358934528,1.2214782528053418,8.331578715151535,TB,27.44,51.39,,,,79.41029958781543,5.539972108345286,,classic,True
DST_NYJ,Jets,DST,NYJ,2500,43728542,8.291006271,8.291006271,1.1499745837587312,1.0997774349778318,8.291006271,TEN,18.33,39.17,,,,56.57798833819242,3.7925870489635547,,classic,True
DST_DET,Lions,DST,DET,3200,43728528,8.243701884,8.243701884,1.143413396736046,1.0934779938228274,8.243701884,NO,27.89,48.83,,,,74.17577745383868,12.258680839020082,,classic,True
00-0038994,Jordan Addison,WR,MIN,5800,43727659,9.65,6.523,1.016950369118243,1.0002411202819252,8.225552029188934,GB,22.47,45.06,,,,72.87220341285517,2.942329282071779,,classic,True
DST_PIT,Steelers,DST,PIT,3300,43728527,8.1725816205,8.1725816205,1.1335489131327356,1.1845069271245208,8.1725816205,ATL,22.27,41.61,,,,53.31754130223518,3.0516586093987295,,classic,True
00-0037261,Khalil Shakir,WR,BUF,4800,43727701,10.4,8.746999999999998,0.8439175940979363,1.0002411202819252,8.081193156949737,HOU,22.47,44.5,,,,71.71241000240342,2.723402396801569,,classic,True
00-0040206,Riley Leonard,QB,IND,4400,43727265,6.2,8.654,1.0862270776433869,0.9953445237874432,8.029850877262367,BAL,22.36,48.22,,,,58.67662779397473,0.8737790076929264,,classic,True
00-0039066,Michael Mayer,TE,LV,2900,43728277,5.676923076923076,7.762,1.219760973911889,0.979319298896411,8.026635091843731,MIA,22.0,40.44,,,,64.79463793239303,1.2531716937831106,,classic,True
00-0034753,Mark Andrews,TE,BAL,3900,43728237,7.705882352941177,4.378000000000001,1.1458762866999612,1.151145321339145,7.969744110551692,IND,25.86,48.22,,,,85.58762114884564,5.012208186531797,,classic,True
DST_MIA,Dolphins,DST,MIA,2700,43728539,7.939415187,7.939415187,1.1012083909396038,1.0412892713903743,7.939415187,LV,18.44,40.44,,,,44.546890184645285,1.700589872438332,,classic,True
00-0035537,Ty Johnson,RB,BUF,4200,43727453,5.9,11.498,0.9093222268350496,1.0002411202819252,7.9121013594578145,HOU,22.47,44.5,,,,61.443098421634666,1.6722600837927315,,classic,True
00-0037231,Kevin Austin Jr.,WR,NO,3000,43728055,6.6,8.011,1.1588219319999375,0.9325790596309005,7.8950032055283375,DET,20.95,48.83,,,,70.77817225200371,2.558956256607641,,classic,True
00-0034827,DJ Moore,WR,BUF,5600,43727667,10.128235294117648,8.336,0.8439175940979363,1.0002411202819252,7.793025116578753,HOU,22.47,44.5,,,,70.69090462605934,2.5441118771090476,,classic,True
00-0040311,Theo Wease Jr.,WR,MIA,3000,43728013,8.633333333333333,8.69375,1.0902596089775107,0.8208476305295372,7.753324133147002,LV,18.44,40.44,,,,57.00656760400012,1.0217251136361771,,classic,True
00-0038933,Dalton Kincaid,TE,BUF,4600,43728225,10.508333333333336,6.158,0.9233373785107408,1.0002411202819252,7.696179522329017,HOU,22.47,44.5,,,,72.98154203766448,2.162946256039072,,classic,True
00-0040669,Isaac TeSlaa,WR,DET,3900,43727739,5.421428571428572,8.295,0.903828278369348,1.241509783919132,7.6956821521627425,NO,27.89,48.83,,,,85.84468426387451,6.986876454484855,,classic,True
00-0038563,Tre Tucker,WR,LV,4000,43727735,9.511764705882351,6.597,0.9719695039304423,0.979319298896411,7.666712793450233,MIA,22.0,40.44,,,,63.44025936027253,1.5689479046653425,,classic,True
00-0040705,Chimere Dike,WR,TEN,3400,43727787,7.535294117647059,8.817,0.9874735468249608,0.9272373180005563,7.486262764452614,NYJ,20.83,39.17,,,,57.594281952412295,1.0625518739000572,,classic,True
00-0035689,Dawson Knox,TE,BUF,3100,43728267,6.48125,9.668,0.9233373785107408,1.0002411202819252,7.457400777073851,HOU,22.47,44.5,,,,71.66397447009692,1.981062787114546,,classic,True
