player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available,injury_raw_status,injury_status
DST_LV,Las Vegas Raiders,D,LV,3500,134516-12537,6.6810202830000005,6.6810202830000005,0.9916500674218208,0.9626018002571796,6.6810202830000005,NO,20.22,43.56,,,6.2283,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6810202830000005,0.0,12.5,47.48774509803921,6.646711600827396,,classic,True,,ACTIVE
00-0035229,T.J. Hockenson,TE,MIN,5100,134516-71706,6.5064,6.5064,1.0,0.9849545825248178,6.408507363938237,TB,21.89,42.5,2.0,1.0,5.2341,statline_mc+recal_10_4b,1.0848956922998425,14.607670484067658,0.0,0.0,0.0,0.0,0.0,0.0,4.6035,3.12625,32.31382363938237,0.27675,6.408507363938237,0.0,8.0,68.82892156862745,4.2060634001903745,,classic,True,,ACTIVE
00-0036040,Juwan Johnson,TE,NO,5200,134516-64808,6.0978,6.0978,1.0,1.0497483056328916,6.401134445281373,LV,23.33,43.56,2.0,1.0,5.3922,statline_mc+recal_10_4b,1.031967182390896,14.950866778841196,0.0,0.0,0.0,0.0,0.0,0.0,4.15525,2.74625,35.32009445281374,0.25675,6.401134445281373,0.0,10.75,74.76470588235294,5.96369904730061,,classic,True,,ACTIVE
00-0037263,Tyler Allgeier,RB,ARI,5600,134516-90428,6.8714,6.8714,1.0,0.8823645209370341,6.06312322907452,SF,19.61,47.83,2.0,1.0,6.1781,statline_mc+recal_10_4b,0.9400046519402674,13.968418565265862,0.0,0.0,0.0,8.4425,29.532862162353585,0.194,1.96875,1.5355,9.87587012839161,0.0495,6.06312322907452,0.0,5.449999809265137,60.3406862745098,2.8547936171985415,,classic,True,,ACTIVE
00-0032775,Demarcus Robinson,WR,SF,5300,134516-38264,4.7549,4.7549,1.0,1.2697769903540592,0.0,ARI,28.22,47.83,2.0,1.0,6.1748,statline_mc+recal_10_4b,0.5551541295515658,14.683406604332818,0.0,0.0,0.0,0.05,0.3137185896510041,0.0015,3.28825,2.10225,35.78683588519164,0.23175,6.037680447484265,0.0,8.449999809265137,40.28970588235294,0.0,,classic,True,Out,OUT
DST_DAL,Dallas Cowboys,D,DAL,3300,134516-12530,5.964252426,5.964252426,0.8852616920522015,0.8043517191977076,5.964252426,BAL,24.58,52.5,,,6.15,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.964252426,0.0,3.0,61.88725490196079,17.358625963113866,,classic,True,,ACTIVE
DST_BAL,Baltimore Ravens,D,BAL,3900,134516-12555,5.916129624000002,5.916129624000002,0.878118923758375,0.9136493083807974,5.916129624000002,DAL,27.92,52.5,,,6.0301,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.916129624000002,0.0,4.5,45.01225490196079,5.635520748875625,,classic,True,,ACTIVE
00-0038041,Jake Ferguson,TE,DAL,5600,134516-89680,5.3297,5.3297,1.0,1.1059928569419837,5.8946380774332265,BAL,24.58,52.5,2.0,1.0,5.2787,statline_mc+recal_10_4b,0.775471918530245,13.57722128064824,0.0,0.0,0.0,0.0,0.0,0.0,3.663,2.60525,29.235130774332266,0.28425,5.8946380774332265,0.0,9.949999809265137,84.38725490196077,10.503654343703147,,classic,True,,ACTIVE
00-0038129,Cade Otton,TE,TB,4900,134516-86811,6.1248,6.1248,1.0,0.9273601619843076,5.679864587939293,MIN,20.61,42.5,2.0,1.0,4.9385,statline_mc+recal_10_4b,0.9517901543344373,12.796704619914808,0.0,0.0,0.0,0.0,0.0,0.0,4.476,3.037,29.09864587939294,0.216,5.679864587939293,0.0,5.199999809265137,62.975980392156856,2.980933461188818,,classic,True,,ACTIVE
00-0041048,Ted Hurst III,WR,TB,5300,134516-206341,5.9689,5.9689,1.0,0.9273601619843076,5.535329146465192,MIN,20.61,42.5,2.0,1.0,5.8495,statline_mc+recal_10_4b,0.7866479484574657,12.69506523551227,0.0,0.0,0.0,0.064,0.3929601368811736,0.002,4.42475,2.638,31.495331327770742,0.17375,5.535329146465192,0.0,4.400000095367432,57.34264705882352,3.672794316859367,,classic,True,,ACTIVE
00-0038994,Jordan Addison,WR,MIN,5700,134516-129210,5.6143,5.6143,1.0,0.9849545825248178,5.5298132212946,TB,21.89,42.5,2.0,1.0,5.8174,statline_mc+recal_10_4b,0.7594882491897648,12.862740787685937,0.0,0.0,0.0,0.0495,0.2847965014704953,0.00175,4.43725,2.533,31.238335711475514,0.18925,5.5298132212946,0.0,1.5499999523162842,61.42892156862745,4.67076026186728,,classic,True,,ACTIVE
00-0033307,Kendrick Bourne,WR,ARI,5000,134516-80289,6.1158,6.1158,1.0,0.8823645209370341,5.396366570611132,SF,19.61,47.83,2.0,1.0,5.5777,statline_mc+recal_10_4b,0.8046233576343716,12.615068096576817,0.0,0.0,0.0,0.038,0.1591337503566621,0.0015,4.27875,2.9105,29.73203195575466,0.1625,5.396366570611132,0.0,6.800000190734863,58.00735294117647,3.819246350133988,,classic,True,,ACTIVE
00-0033921,Chris Godwin Jr.,WR,TB,5600,134516-55635,5.6772,5.6772,1.0,0.9273601619843076,5.264829370191452,MIN,20.61,42.5,2.0,1.0,5.5687,statline_mc+recal_10_4b,0.6876361854266456,12.356574605129495,0.0,0.0,0.0,0.7015,3.529316314564539,0.01625,3.5505,2.37775,27.840227387349987,0.14575,5.264829370191452,0.0,6.800000190734863,56.74264705882352,3.545427159101598,,classic,True,,ACTIVE
00-0039066,Michael Mayer,TE,LV,5000,134516-138998,5.7596,5.7596,1.0,0.9098118619758708,5.240178451090187,NO,20.22,43.56,2.0,1.0,4.7766,statline_mc+recal_10_4b,0.8681725810830481,11.689431447674082,0.0,0.0,0.0,0.0,0.0,0.0,4.2045,2.9285,26.134284510901868,0.20025,5.240178451090187,0.0,5.0,63.16274509803921,3.0138630241734066,,classic,True,,ACTIVE
DST_ARI,Arizona Cardinals,D,ARI,3000,134516-12546,5.0968143675,5.0968143675,0.7565096492864338,0.7958008504606662,5.0968143675,SF,19.61,47.83,,,6.0867,dst_simulated_session_10_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0968143675,0.0,6.0,36.924019607843135,3.2866666347483684,,classic,True,,ACTIVE
00-0039338,Brock Bowers,TE,LV,6500,134516-151794,5.5513,5.5513,1.0,0.9098118619758708,5.0506438819592345,NO,20.22,43.56,0.0,0.0,4.8231,statline_mc+recal_10_4b,0.7599581209915729,11.511022301757864,0.0,0.0,0.0,0.0,0.0,0.0,3.81225,2.53975,26.632688819592357,0.193,5.0506438819592345,0.0,12.516666412353516,65.06274509803922,3.3702514591157287,,classic,True,Questionable,QUESTIONABLE
00-0033906,Alvin Kamara,RB,NO,5500,134516-42104,4.6624,4.6624,1.0,1.0497483056328916,4.894313113830453,LV,23.33,43.56,1.0,0.5,5.6805,statline_mc+recal_10_4b,0.775734085366629,11.233404293096836,0.0,0.0,0.0,5.002,19.36877182183921,0.14,2.01575,1.52925,10.908109316465325,0.0565,4.894313113830453,0.0,4.699999809265137,64.65359477124184,4.225265685231179,,classic,True,,ACTIVE
00-0032398,Chris Moore,WR,BAL,4900,134516-33047,3.7055,3.7055,1.0,1.2562782980398777,4.655137605786683,DAL,27.92,52.5,2.0,1.0,5.61,statline_mc+recal_10_4b,0.2408688825139507,11.691286154127766,0.0,0.0,0.0,0.02325,0.1550409616724429,0.00075,2.79225,1.63825,28.70008509619438,0.16125,4.655137605786683,0.0,3.450000047683716,74.12058823529411,9.854128287437407,,classic,True,Questionable,QUESTIONABLE
00-0036919,Kenny Gainwell,RB,TB,5100,134516-90912,4.4883,4.4883,1.0,0.9273601619843076,4.162250425839887,MIN,20.61,42.5,2.0,1.0,5.2921,statline_mc+recal_10_4b,0.623913318314988,9.799375151609372,0.0,0.0,0.0,3.56725,13.449082012011305,0.09,2.27925,1.7205,11.750922246387564,0.05025,4.162250425839887,0.0,2.650000095367432,52.74264705882353,1.4308500589961606,,classic,True,,ACTIVE
00-0037291,Jalen Nailor,WR,LV,5100,134516-92859,4.269,4.269,1.0,0.9098118619758708,3.884030594229511,NO,20.22,43.56,2.0,1.0,5.0556,statline_mc+recal_10_4b,0.3192321378710543,9.779295870455966,0.0,0.0,0.0,0.037,0.1777682576227022,0.001,3.19975,1.931,21.002537684672408,0.1355,3.884030594229511,0.0,2.799999952316284,54.76274509803921,3.1556478881209227,,classic,True,,ACTIVE
00-0034975,Justice Hill,RB,BAL,4600,134516-71521,3.0817,3.0817,1.0,1.2562782980398777,3.8715105942814736,DAL,27.92,52.5,2.0,1.0,5.4376,statline_mc+recal_10_4b,0.2848188736125275,9.635950495012269,0.0,0.0,0.0,2.6795,13.4711461160656,0.10125,1.42275,1.1115,10.666459826749136,0.0555,3.8715105942814736,0.0,3.049999952316284,70.83169934640523,7.409241062740162,,classic,True,,ACTIVE
00-0036259,Jauan Jennings,WR,MIN,5400,134516-61593,3.7595,3.7595,1.0,0.9849545825248178,3.7029159007774415,TB,21.89,42.5,1.0,1.0,5.1459,statline_mc+recal_10_4b,0.1195353299208099,9.21955778980744,0.0,0.0,0.0,0.08375,0.5323921737617335,0.00225,2.704,1.61825,21.13051683401269,0.122,3.7029159007774415,0.0,0.0,56.295588235294126,3.453406278613669,,classic,True,,ACTIVE
00-0035644,Noah Fant,TE,NO,4600,134516-71705,3.5008,3.5008,1.0,1.0497483056328916,3.674962048662856,LV,23.33,43.56,2.0,1.0,4.2838,statline_mc+recal_10_4b,0.1250762308690239,9.251011442661776,0.0,0.0,0.0,0.0,0.0,0.0,2.6365,1.669,19.164620486628557,0.1585,3.674962048662856,0.0,11.300000190734863,68.06470588235294,4.021171535910945,,classic,True,,ACTIVE
