player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,sigma,dst_p10,dst_p90,roster_role,slate_format,chalk_score,estimated_ownership_pct,ownership_available
00-0037157,Bam Knight,RB,ARI,10000,300010,9.475,12.454500000000001,0.9267257988309406,1.0,10.161316702731558,SEA,0.0,0.0,,,,CPT,showdown,60.62499999999999,2.8109568858010605,True
DST_CAR,CAR Defense,DST,CAR,7500,300090,9.629550560250003,9.629550560250003,0.9527688546745128,0.9423076923076923,9.629550560250003,ARI,23.0,49.0,,,,CPT,showdown,71.92934782608695,5.972395734926429,True
00-0033891,Zay Jones,WR,ARI,5100,300024,9.09,11.222999999999999,0.9091575407432956,1.0,9.23385856255928,SEA,0.0,0.0,,,,CPT,showdown,67.03804347826087,4.310531377752117,True
00-0036555,Chuba Hubbard,RB,CAR,4000,300059,10.671428571428573,6.401,1.04118660282448,1.0,8.887791953124655,NO,0.0,0.0,,,,FLEX,showdown,71.27717391304347,28.588932223868337,True
00-0038559,Michael Wilson,WR,ARI,10600,300028,8.193750000000001,11.110500000000002,0.9091575407432956,1.0,8.775302227946883,SEA,0.0,0.0,,,,CPT,showdown,58.66847826086957,2.4672154623317075,True
00-0040187,Mitchell Evans,TE,CAR,8200,300084,7.5,7.9544999999999995,1.0747305668839406,1.0,8.30471177295393,NO,0.0,0.0,,,,CPT,showdown,48.77717391304348,1.275923055369657,True
00-0040279,Ryan Fitzgerald,K,CAR,4400,300089,7.9954,7.9954,1.0,1.0,7.9954,NO,0.0,0.0,4.859553436580376,2.0,15.0,FLEX,showdown,65.08152173913044,18.91539573246657,True
00-0036924,Michael Carter,RB,ARI,5700,300007,8.100000000000001,8.404347826086955,0.9267257988309406,1.0,7.647502461657067,SEA,0.0,0.0,,,,FLEX,showdown,57.146739130434774,11.144996716719278,True
00-0039342,Xavier Legette,WR,CAR,5700,300079,7.1571428571428575,8.145000000000001,0.9930154350263,1.0,7.597632023060152,NO,0.0,0.0,,,,FLEX,showdown,56.05978260869565,10.365955264147287,True
00-0038567,Chad Ryland,K,ARI,4700,300051,7.46365,7.46365,1.0,1.0,7.46365,SEA,0.0,0.0,4.62303442555482,2.0,14.0,FLEX,showdown,60.95108695652174,14.362402586271491,True
DST_ARI,ARI Defense,DST,ARI,3200,300053,7.056181719,7.056181719,1.0472311453254872,1.065217391304348,7.056181719,CAR,26.0,49.0,,,,FLEX,showdown,91.82065217391306,100.0,True
00-0037157,Bam Knight,RB,ARI,6700,300011,6.316666666666666,8.303,0.9267257988309406,1.0,6.7742111351543715,SEA,0.0,0.0,,,,FLEX,showdown,60.62499999999999,14.053545746111972,True
00-0038705,Emari Demercado,RB,ARI,5600,300016,6.275,8.3055,0.9267257988309406,1.0,6.756062754927265,SEA,0.0,0.0,,,,CPT,showdown,59.103260869565226,2.539775468186745,True
DST_CAR,CAR Defense,DST,CAR,5000,300091,6.419700373500001,6.419700373500001,0.9527688546745128,0.9423076923076923,6.419700373500001,ARI,23.0,49.0,,,,FLEX,showdown,71.92934782608695,29.85934686463661,True
00-0033891,Zay Jones,WR,ARI,3400,300025,6.0600000000000005,7.481999999999999,0.9091575407432956,1.0,6.155905708372854,SEA,0.0,0.0,,,,FLEX,showdown,66.27717391304347,20.484865074273625,True
00-0039356,Ja'Tavion Sanders,TE,CAR,4200,300086,6.65,4.670999999999999,1.0747305668839406,1.0,6.0835123738465455,NO,0.0,0.0,,,,CPT,showdown,67.03804347826087,4.310531377752117,True
00-0039041,Elijah Higgins,TE,ARI,7000,300048,4.725,5.7975,1.130560726202587,1.0,5.9481626207333615,SEA,0.0,0.0,,,,CPT,showdown,51.92934782608696,1.5743064234211797,True
00-0038559,Michael Wilson,WR,ARI,7100,300029,5.4625,7.407000000000001,0.9091575407432956,1.0,5.850201485297922,SEA,0.0,0.0,,,,FLEX,showdown,58.66847826086957,12.33499010267188,True
00-0040187,Mitchell Evans,TE,CAR,5500,300085,5.0,5.303,1.0747305668839406,1.0,5.53647451530262,NO,0.0,0.0,,,,FLEX,showdown,48.77717391304348,6.379053025584354,True
00-0035500,Greg Dortch,WR,ARI,9800,300034,5.643750000000001,5.904,0.9091575407432956,1.0,5.2493619955591955,SEA,0.0,0.0,,,,CPT,showdown,52.03804347826087,1.5857558743994158,True
00-0038705,Emari Demercado,RB,ARI,3700,300017,4.183333333333334,5.537,0.9267257988309406,1.0,4.5040418366181765,SEA,0.0,0.0,,,,FLEX,showdown,59.103260869565226,12.69775815748369,True
00-0039491,Jalen Coker,WR,CAR,12400,300068,4.25,4.340624999999999,0.9930154350263,1.0,4.265311610761404,NO,0.0,0.0,,,,CPT,showdown,57.69021739130435,2.311444792272143,True
00-0039356,Ja'Tavion Sanders,TE,CAR,2800,300087,4.433333333333334,3.114,1.0747305668839406,1.0,4.055674915897697,NO,0.0,0.0,,,,FLEX,showdown,67.03804347826087,21.550757399833604,True
00-0039041,Elijah Higgins,TE,ARI,4700,300049,3.15,3.865,1.130560726202587,1.0,3.965441747155574,SEA,0.0,0.0,,,,FLEX,showdown,51.92934782608696,7.870838379523012,True
00-0035500,Greg Dortch,WR,ARI,6500,300035,3.7625,3.936,0.9091575407432956,1.0,3.4995746637061305,SEA,0.0,0.0,,,,FLEX,showdown,52.03804347826087,7.928080589072111,True
00-0039491,Jalen Coker,WR,CAR,8300,300069,2.833333333333333,2.89375,0.9930154350263,1.0,2.8435410738409357,NO,0.0,0.0,,,,FLEX,showdown,57.69021739130435,11.55620539464504,True
00-0040644,Trevor Etienne,RB,CAR,5000,300062,2.0166666666666666,1.374,1.04118660282448,1.0,1.765158353988435,NO,0.0,0.0,,,,CPT,showdown,55.84239130434782,2.0435415864683764,True
00-0040644,Trevor Etienne,RB,CAR,3300,300063,1.3444444444444446,0.916,1.04118660282448,1.0,1.17677223599229,NO,0.0,0.0,,,,FLEX,showdown,55.84239130434782,10.216807420484956,True
00-0037005,Tommy Tremble,TE,CAR,6900,300082,6.166666666666666,2.4509999999999996,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,35.84239130434783,0.0,True
00-0033589,David Moore,WR,CAR,9900,300074,1.35,1.490625,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,38.77717391304348,0.0,True
00-0038640,Jalen Brooks,WR,ARI,7400,300032,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,33.559782608695656,0.0,True
00-0034983,Hunter Renfrow,WR,CAR,7400,300070,8.975000000000001,5.754,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,33.559782608695656,0.0,True
00-0038840,Brycen Tremayne,WR,CAR,9600,300066,4.050000000000001,2.0789999999999997,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,35.190217391304344,0.0,True
00-0040629,Dalevon Campbell,WR,CAR,10800,300072,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,41.71195652173913,0.0,True
00-0035876,Andre Baccellia,WR,ARI,8600,300036,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,31.929347826086953,0.0,True
00-0034487,Trent Sherfield,WR,ARI,8400,300030,2.55,2.7375,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,30.625,0.0,True
00-0033439,Pharaoh Brown,TE,ARI,5400,300038,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,39.755434782608695,0.0,True
00-0036332,Josiah Deguara,TE,ARI,5000,300040,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,42.03804347826087,0.0,True
00-0039737,Tip Reiman,TE,ARI,4400,300044,2.4000000000000004,2.0625,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,43.66847826086957,0.0,True
00-0038456,Travis Vokolek,TE,ARI,5800,300046,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,38.451086956521735,0.0,True
00-0037282,James Mitchell,TE,CAR,10200,300080,4.3500000000000005,4.15,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,40.40760869565217,0.0,True
00-0027973,Andy Dalton,QB,CAR,9800,300056,3.57,3.565760869565217,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,36.82065217391305,0.0,True
00-0040218,Jimmy Horn Jr.,WR,CAR,11400,300064,5.1,3.8505000000000003,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,43.016304347826086,0.0,True
00-0039577,Kedon Slovis,QB,ARI,8400,300001,0.0,0.0,0.951280295768862,1.0,0.0,SEA,0.0,0.0,,,,FLEX,showdown,44.97282608695652,0.0,True
00-0034928,Steven Sims,WR,ARI,6300,300026,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,37.14673913043478,0.0,True
00-0039521,Xavier Weaver,WR,ARI,5100,300022,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,40.733695652173914,0.0,True
00-0033553,James Conner,RB,ARI,6500,300009,11.1,10.34375,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,36.82065217391305,0.0,True
00-0040556,Corey Kiner,RB,ARI,6600,300013,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,38.77717391304348,0.0,True
00-0039921,Trey Benson,RB,ARI,7400,300015,8.850000000000001,9.092391304347826,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,42.3641304347826,0.0,True
00-0036646,Simi Fehoko,WR,ARI,5200,300019,0.0,0.0,0.9091575407432956,1.0,0.0,SEA,0.0,0.0,,,,FLEX,showdown,31.60326086956522,0.0,True
00-0039521,Xavier Weaver,WR,ARI,3400,300023,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,40.733695652173914,0.0,True
00-0034928,Steven Sims,WR,ARI,4200,300027,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,37.14673913043478,0.0,True
00-0034487,Trent Sherfield,WR,ARI,5600,300031,1.7,1.825,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,30.625,0.0,True
00-0038640,Jalen Brooks,WR,ARI,4900,300033,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,33.559782608695656,0.0,True
00-0035876,Andre Baccellia,WR,ARI,5700,300037,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,31.929347826086953,0.0,True
00-0033439,Pharaoh Brown,TE,ARI,3600,300039,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,39.755434782608695,0.0,True
00-0036332,Josiah Deguara,TE,ARI,3300,300041,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,42.03804347826087,0.0,True
00-0039737,Tip Reiman,TE,ARI,2900,300045,1.6,1.375,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,43.66847826086957,0.0,True
00-0038456,Travis Vokolek,TE,ARI,3900,300047,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,38.451086956521735,0.0,True
00-0027973,Andy Dalton,QB,CAR,6500,300057,2.38,2.377173913043478,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,36.82065217391305,0.0,True
00-0040218,Jimmy Horn Jr.,WR,CAR,7600,300065,3.4,2.567,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,43.016304347826086,0.0,True
00-0038840,Brycen Tremayne,WR,CAR,6400,300067,2.7,1.386,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,35.190217391304344,0.0,True
00-0034983,Hunter Renfrow,WR,CAR,4900,300071,5.983333333333334,3.836,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,33.559782608695656,0.0,True
00-0040629,Dalevon Campbell,WR,CAR,7200,300073,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,41.71195652173913,0.0,True
00-0033589,David Moore,WR,CAR,6600,300075,0.9,0.99375,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,38.77717391304348,0.0,True
00-0037282,James Mitchell,TE,CAR,6800,300081,2.9000000000000004,2.7666666666666666,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,40.40760869565217,0.0,True
00-0037005,Tommy Tremble,TE,CAR,4600,300083,4.111111111111111,1.634,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,35.84239130434783,0.0,True
00-0035228,Kyler Murray,QB,ARI,5200,300003,15.556,15.337599999999998,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,FLEX,showdown,31.60326086956522,0.0,True
00-0035228,Kyler Murray,QB,ARI,7800,300002,23.334,23.0064,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,31.60326086956522,0.0,True
00-0033553,James Conner,RB,ARI,9800,300008,16.65,15.515625,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,36.82065217391305,0.0,True
00-0040556,Corey Kiner,RB,ARI,9900,300012,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,38.77717391304348,0.0,True
00-0039921,Trey Benson,RB,ARI,11100,300014,13.275000000000002,13.638586956521738,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,,,,CPT,showdown,42.3641304347826,0.0,True
00-0036646,Simi Fehoko,WR,ARI,7800,300018,0.0,0.0,0.9091575407432956,1.0,0.0,SEA,0.0,0.0,,,,CPT,showdown,31.60326086956522,0.0,True
00-0039577,Kedon Slovis,QB,ARI,12600,300000,0.0,0.0,0.951280295768862,1.0,0.0,SEA,0.0,0.0,,,,CPT,showdown,44.97282608695652,0.0,True
