team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NYG,rush,0.876,recent,22.38,23.79,1.0631,1.41
DAL,rush,0.9781,recent,27.98,26.38,0.9429,1.6
NE,recv,0.7941,recent,23.39,24.6,1.0518,1.21
KC,recv,0.9038,recent,29.8,31.28,1.0496,1.48
SEA,pass,1.0,exclusive,29.72,31.18,1.0491,1.46
DEN,recv,0.6667,recent,19.25,20.14,1.0465,0.89
TEN,recv,0.7744,recent,24.66,23.55,0.9548,1.11
SF,recv,0.9145,recent,31.01,29.64,0.9558,1.37
HOU,recv,0.7771,recent,24.86,23.82,0.9582,1.04
NE,rush,0.9726,recent,31.6,30.28,0.9584,1.31
CIN,rush,0.9559,recent,24.77,23.78,0.96,0.99
CLE,rush,0.9008,recent,25.37,24.57,0.9683,0.8
LAC,pass,1.0,exclusive,35.67,34.54,0.9684,1.13
DAL,recv,0.8971,recent,35.2,34.12,0.9693,1.08
LV,pass,1.0,exclusive,34.93,33.95,0.9719,0.98
SEA,recv,0.9205,recent,28.66,27.94,0.9748,0.72
LA,pass,1.0,exclusive,33.8,34.62,1.0242,0.82
ARI,pass,1.0,exclusive,38.07,38.93,1.0227,0.87
ATL,recv,0.8367,recent,24.94,25.47,1.0211,0.53
LA,recv,0.9244,recent,31.96,31.3,0.9791,0.67
CIN,pass,1.0,exclusive,36.9,36.23,0.9817,0.68
CLE,recv,0.9304,recent,29.89,29.44,0.985,0.45
BUF,rush,0.8931,recent,26.34,25.95,0.9854,0.38
DAL,pass,1.0,exclusive,39.26,38.92,0.9913,0.34
MIA,pass,1.0,exclusive,30.41,30.63,1.0071,0.22
PIT,pass,1.0,exclusive,33.5,33.35,0.9955,0.15
TEN,pass,1.0,exclusive,31.03,31.14,1.0036,0.11
CIN,recv,0.9816,recent,34.4,34.35,0.9988,0.04
