team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
BAL,recv,0.9727,recent,34.23,34.06,0.9952,0.16
NO,recv,0.7914,recent,26.67,26.54,0.9952,0.13
IND,recv,0.8955,recent,23.23,23.34,1.0045,0.1
DAL,rush,0.9929,recent,30.19,30.06,0.9955,0.13
DAL,pass,1.0,exclusive,27.52,27.64,1.0044,0.12
TEN,pass,1.0,exclusive,29.08,29.2,1.0041,0.12
JAX,rush,0.3585,recent,11.6,11.56,0.9964,0.04
SEA,pass,1.0,exclusive,33.0,33.12,1.0036,0.12
KC,pass,1.0,exclusive,34.87,34.99,1.0034,0.12
LV,rush,0.96,recent,22.32,22.25,0.997,0.07
NE,rush,0.9621,recent,23.71,23.64,0.997,0.07
IND,rush,1.0,recent,33.2,33.12,0.9976,0.08
PHI,recv,0.9418,recent,39.7,39.8,1.0024,0.1
NYJ,recv,0.9662,recent,28.01,27.95,0.9979,0.06
MIA,recv,0.9477,recent,31.96,32.01,1.0017,0.05
KC,rush,1.0,recent,23.14,23.1,0.9984,0.04
SEA,recv,0.9686,recent,29.69,29.73,1.0015,0.04
CLE,rush,1.0,recent,25.95,25.95,1.0,0.0
CHI,pass,1.0,exclusive,27.95,27.95,1.0,0.0
IND,pass,1.0,exclusive,27.78,27.78,1.0,0.0
LV,pass,1.0,exclusive,36.43,36.43,1.0,0.0
NO,pass,1.0,exclusive,34.07,34.07,1.0,0.0
MIN,pass,1.0,exclusive,35.78,35.78,1.0,0.0
PIT,pass,1.0,exclusive,50.1,50.1,1.0,0.0
WAS,pass,1.0,exclusive,32.34,32.34,1.0,0.0
