lineup_id,roster_slot,player_name,position,team,salary,projection
9,DST,Texans ,DST,HOU,3300,2.450090991810737
9,RB1,Woody Marks,RB,HOU,3000,9.02028675546544
9,RB2,Nick Chubb,RB,HOU,3000,6.662898277291499
9,WR1,Nico Collins,WR,HOU,8000,15.1218896257221
9,WR2,Jaylen Waddle,WR,MIA,6000,14.940352867349269
9,WR3,Josh Downs,WR,IND,3300,11.709349450160014
9,TE,Harold Fannin Jr.,TE,CLE,2600,12.92438327689711
9,FLEX,Alec Pierce,WR,IND,3900,11.004390482023998
10,QB,Tua Tagovailoa,QB,MIA,6500,10.467984417382455
10,DST,Cowboys ,DST,DAL,2800,0.0
10,RB1,Woody Marks,RB,HOU,3000,9.02028675546544
10,RB2,Nick Chubb,RB,HOU,3000,6.662898277291499
10,WR1,Michael Pittman Jr.,WR,IND,3700,16.396279894680582
10,WR2,Jaylen Waddle,WR,MIA,6000,14.940352867349269
10,WR3,Deebo Samuel Sr.,WR,WAS,5200,9.36668381745432
10,TE,Dalton Schultz,TE,HOU,3500,16.24828933406074
10,FLEX,David Njoku,TE,CLE,4600,11.057330531764194
11,QB,Marcus Mariota,QB,WAS,5000,9.461878463561016
11,DST,Texans ,DST,HOU,3300,2.450090991810737
11,RB1,Woody Marks,RB,HOU,3000,9.02028675546544
11,RB2,Nick Chubb,RB,HOU,3000,6.662898277291499
11,WR1,Deebo Samuel Sr.,WR,WAS,5200,9.36668381745432
11,WR2,Malik Washington,WR,MIA,3000,8.284748069016235
11,WR3,Christian Kirk,WR,HOU,4700,8.090250565235205
11,TE,Dalton Schultz,TE,HOU,3500,16.24828933406074
11,FLEX,Cedric Tillman,WR,CLE,3800,7.3260242654666365
12,QB,Marcus Mariota,QB,WAS,5000,9.461878463561016
12,DST,Cowboys ,DST,DAL,2800,0.0
12,RB1,Woody Marks,RB,HOU,3000,9.02028675546544
12,RB2,Dylan Sampson,RB,CLE,3000,5.608370795671651
12,WR1,Malik Washington,WR,MIA,3000,8.284748069016235
12,WR2,Christian Kirk,WR,HOU,4700,8.090250565235205
12,WR3,Cedric Tillman,WR,CLE,3800,7.3260242654666365
12,TE,David Njoku,TE,CLE,4600,11.057330531764194
12,FLEX,Zach Ertz,TE,WAS,3300,6.390881567746541
13,QB,Tua Tagovailoa,QB,MIA,6500,10.467984417382455
13,DST,Dolphins ,DST,MIA,2900,1.7376396237507348
13,RB1,Woody Marks,RB,HOU,3000,9.02028675546544
13,RB2,Nick Chubb,RB,HOU,3000,6.662898277291499
13,WR1,Malik Washington,WR,MIA,3000,8.284748069016235
13,WR2,Christian Kirk,WR,HOU,4700,8.090250565235205
13,WR3,Cedric Tillman,WR,CLE,3800,7.3260242654666365
13,TE,Zach Ertz,TE,WAS,3300,6.390881567746541
13,FLEX,Jaylin Noel,WR,HOU,3000,6.286316044474486
14,QB,Marcus Mariota,QB,WAS,5000,9.461878463561016
14,DST,Cowboys ,DST,DAL,2800,0.0
14,RB1,Woody Marks,RB,HOU,3000,9.02028675546544
14,RB2,Ollie Gordon II,RB,MIA,3000,5.094641405619779
14,WR1,Malik Washington,WR,MIA,3000,8.284748069016235
14,WR2,Christian Kirk,WR,HOU,4700,8.090250565235205
14,WR3,Jaylin Noel,WR,HOU,3000,6.286316044474486
14,TE,David Njoku,TE,CLE,4600,11.057330531764194
14,FLEX,Jayden Higgins,WR,HOU,3000,6.172318485133404
15,QB,Marcus Mariota,QB,WAS,5000,9.461878463561016
15,DST,Cowboys ,DST,DAL,2800,0.0
15,RB1,Ollie Gordon II,RB,MIA,3000,5.094641405619779
15,RB2,Jaylen Wright,RB,MIA,3000,4.641547639681831
15,WR1,Deebo Samuel Sr.,WR,WAS,5200,9.36668381745432
15,WR2,Malik Washington,WR,MIA,3000,8.284748069016235
15,WR3,Christian Kirk,WR,HOU,4700,8.090250565235205
15,TE,David Njoku,TE,CLE,4600,11.057330531764194
15,FLEX,Cedric Tillman,WR,CLE,3800,7.3260242654666365
16,QB,Marcus Mariota,QB,WAS,5000,9.461878463561016
16,DST,Texans ,DST,HOU,3300,2.450090991810737
16,RB1,Woody Marks,RB,HOU,3000,9.02028675546544
16,RB2,Dylan Sampson,RB,CLE,3000,5.608370795671651
16,WR1,Deebo Samuel Sr.,WR,WAS,5200,9.36668381745432
16,WR2,Malik Washington,WR,MIA,3000,8.284748069016235
16,WR3,Jaylin Noel,WR,HOU,3000,6.286316044474486
16,TE,Zach Ertz,TE,WAS,3300,6.390881567746541
16,FLEX,Jayden Higgins,WR,HOU,3000,6.172318485133404
17,QB,Tua Tagovailoa,QB,MIA,6500,10.467984417382455
17,DST,Colts ,DST,IND,3100,1.4645982142857144
17,RB1,Woody Marks,RB,HOU,3000,9.02028675546544
17,RB2,Dylan Sampson,RB,CLE,3000,5.608370795671651
17,WR1,Malik Washington,WR,MIA,3000,8.284748069016235
17,WR2,Christian Kirk,WR,HOU,4700,8.090250565235205
17,WR3,Cedric Tillman,WR,CLE,3800,7.3260242654666365
17,TE,Zach Ertz,TE,WAS,3300,6.390881567746541
17,FLEX,Jayden Higgins,WR,HOU,3000,6.172318485133404
18,QB,Tua Tagovailoa,QB,MIA,6500,10.467984417382455
18,DST,Colts ,DST,IND,3100,1.4645982142857144
18,RB1,Nick Chubb,RB,HOU,3000,6.662898277291499
18,RB2,Ollie Gordon II,RB,MIA,3000,5.094641405619779
18,WR1,Malik Washington,WR,MIA,3000,8.284748069016235
18,WR2,Christian Kirk,WR,HOU,4700,8.090250565235205
18,WR3,Jaylin Noel,WR,HOU,3000,6.286316044474486
18,TE,Tyler Warren,TE,IND,4200,5.200892602279857
18,FLEX,Jayden Higgins,WR,HOU,3000,6.172318485133404
19,QB,Marcus Mariota,QB,WAS,5000,9.461878463561016
19,DST,Dolphins ,DST,MIA,2900,1.7376396237507348
19,RB1,Dylan Sampson,RB,CLE,3000,5.608370795671651
19,RB2,Jaylen Wright,RB,MIA,3000,4.641547639681831
19,WR1,Christian Kirk,WR,HOU,4700,8.090250565235205
19,WR2,Cedric Tillman,WR,CLE,3800,7.3260242654666365
19,WR3,Jaylin Noel,WR,HOU,3000,6.286316044474486
19,TE,Tyler Warren,TE,IND,4200,5.200892602279857
19,FLEX,Jayden Higgins,WR,HOU,3000,6.172318485133404
20,QB,Marcus Mariota,QB,WAS,5000,9.461878463561016
20,DST,Colts ,DST,IND,3100,1.4645982142857144
20,RB1,Ollie Gordon II,RB,MIA,3000,5.094641405619779
20,RB2,Jaylen Wright,RB,MIA,3000,4.641547639681831
20,WR1,Cedric Tillman,WR,CLE,3800,7.3260242654666365
20,WR2,Jaylin Noel,WR,HOU,3000,6.286316044474486
20,WR3,Jerry Jeudy,WR,CLE,5800,4.826956207408664
20,TE,Zach Ertz,TE,WAS,3300,6.390881567746541
20,FLEX,Tyler Warren,TE,IND,4200,5.200892602279857
