team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
NYG,pass,1.0,exclusive,33.95,32.37,0.9534,1.58
PHI,rush,1.0,recent,22.05,23.06,1.0461,1.02
WAS,rush,0.9865,recent,24.8,25.93,1.0455,1.13
MIA,pass,1.0,exclusive,32.72,34.12,1.043,1.41
KC,rush,0.9718,recent,26.61,25.47,0.9571,1.14
LA,rush,0.9737,recent,26.05,24.98,0.9588,1.07
LAC,rush,0.9857,recent,24.07,25.02,1.0391,0.94
CAR,pass,1.0,exclusive,35.37,36.48,1.0312,1.1
JAX,rush,0.6885,recent,16.39,16.88,1.0295,0.48
BUF,rush,0.9545,recent,30.04,29.17,0.971,0.87
NE,rush,0.831,recent,19.56,20.12,1.0286,0.56
MIN,pass,1.0,exclusive,38.49,37.82,0.9825,0.67
KC,pass,1.0,exclusive,37.93,38.56,1.0167,0.63
NYG,rush,0.9333,recent,23.8,24.16,1.0154,0.37
TEN,pass,1.0,exclusive,32.89,33.3,1.0125,0.41
KC,recv,0.8462,recent,31.64,31.27,0.9882,0.37
SF,pass,1.0,exclusive,36.06,36.46,1.011,0.4
BAL,recv,0.9136,recent,27.76,27.49,0.9904,0.27
NYJ,pass,1.0,exclusive,32.97,33.2,1.0071,0.23
DAL,recv,0.9266,recent,32.63,32.84,1.0063,0.21
