team,component,pool_share,share_basis,raw_sum,target,scale,abs_delta
BUF,rush,0.9821,recent,23.95,25.96,1.0837,2.01
NO,pass,1.0,exclusive,30.68,33.22,1.083,2.55
LAC,recv,0.9514,recent,35.76,32.83,0.9179,2.94
NO,rush,0.4545,recent,13.3,12.22,0.9187,1.08
JAX,pass,1.0,exclusive,37.11,34.09,0.9187,3.02
KC,rush,0.7966,recent,18.24,19.72,1.081,1.48
PHI,recv,0.844,recent,21.94,23.52,1.0721,1.58
CIN,rush,0.9187,recent,21.76,23.32,1.0718,1.56
ARI,recv,0.8592,recent,25.17,26.85,1.067,1.69
SF,recv,0.6357,recent,21.1,19.78,0.9374,1.32
BUF,pass,1.0,exclusive,39.22,36.79,0.938,2.43
IND,recv,0.9805,recent,35.14,32.98,0.9388,2.15
HOU,rush,0.51,recent,12.82,12.04,0.9392,0.78
CLE,recv,0.7153,recent,23.42,22.03,0.9408,1.39
KC,pass,1.0,exclusive,44.31,41.7,0.941,2.61
ATL,pass,1.0,exclusive,35.28,33.38,0.9461,1.9
HOU,recv,0.8352,recent,28.51,27.1,0.9508,1.4
CIN,recv,0.9887,recent,36.82,35.25,0.9574,1.57
GB,pass,1.0,exclusive,36.55,35.04,0.9587,1.51
WAS,rush,0.9928,recent,27.99,27.0,0.9647,0.99
NYJ,rush,0.8857,recent,23.43,22.64,0.9663,0.79
MIN,rush,0.9724,recent,26.84,25.95,0.9668,0.89
JAX,rush,0.975,recent,25.49,24.66,0.9674,0.83
LV,recv,0.8621,recent,31.49,30.49,0.9682,1.0
LAC,pass,1.0,exclusive,36.52,35.46,0.971,1.06
MIN,recv,0.907,recent,30.99,30.57,0.9865,0.42
CLE,rush,0.7881,recent,22.62,22.92,1.0134,0.3
MIN,pass,1.0,exclusive,35.43,35.14,0.9919,0.29
CIN,pass,1.0,exclusive,36.62,36.87,1.0069,0.25
CHI,recv,0.7121,recent,21.27,21.13,0.9934,0.14
SF,pass,1.0,exclusive,32.27,32.12,0.9951,0.16
LV,pass,1.0,exclusive,36.59,36.49,0.9973,0.1
