player_id,player_name,position,salary,final_projection,chalk_score,estimated_ownership_pct
00-0036251,Zack Moss,RB,5100,19.582091183139703,78.82477128782548,11.387713571713036
00-0030035,Adam Thielen,WR,6700,13.300228341979924,77.59935553168636,9.001901823234729
00-0036893,Najee Harris,RB,7900,25.89511638452293,76.76565798733287,9.927024615964609
00-0027685,Emmanuel Sanders,WR,5700,12.381041876352766,76.67776584317937,8.465478629313207
DST_IND,Indianapolis,DST,3600,9.5421172815,76.5621521335807,14.218940769616156
00-0033879,O.J. Howard,TE,2700,7.726133296249596,76.13265306122449,7.41889114183237
00-0035261,Tony Pollard,RB,4600,11.94172522183974,75.6323011963406,9.204602934488056
00-0030578,Cordarrelle Patterson,RB,6600,15.814389302098988,74.96516537649542,8.80419186692362
00-0027061,Jared Cook,TE,3200,7.582771913680747,74.50340136054422,6.65529530432629
DST_TB,Tampa Bay,DST,3500,8.27676585,74.22356215213358,12.166289045254105
00-0035216,Diontae Johnson,WR,6800,16.723235770449456,73.93716433941998,7.051848557707051
00-0033251,Zach Pascal,WR,4500,12.192410937174818,73.60042964554242,6.895305444121907
00-0023459,Aaron Rodgers,QB,7100,21.43879420328204,73.6,6.058369937850359
00-0035676,A.J. Brown,WR,7800,18.444482671399296,73.38238453276047,6.795797923722124
00-0032211,Tyler Lockett,WR,6500,14.377247362319933,72.88399570354457,6.5737112209572794
00-0031273,Cameron Brate,TE,2700,7.16745130321789,72.79931972789115,5.940583625433359
00-0035250,Devin Singletary,RB,4700,16.820179150718452,72.70408163265307,7.572240846260416
00-0036427,Tyler Johnson,WR,3300,7.0471393497845565,72.50107411385608,6.408020704819488
00-0032950,Carson Wentz,QB,5900,25.19910712993377,72.0530612244898,5.464712567222591
00-0035689,Dawson Knox,TE,4500,7.411515929086706,71.53741496598639,5.46126472670355
00-0036322,Justin Jefferson,WR,7700,11.19561045276309,71.0204081632653,5.805695261943102
00-0035659,Terry McLaurin,WR,7600,14.870903179856136,70.17991407089151,5.489331262461692
DST_PIT,Pittsburgh,DST,4100,10.4831308485,69.17161410018554,8.687388682344665
00-0033611,Ricky Seals-Jones,TE,3700,9.85726108992665,69.08049886621315,4.636157931423198
DST_ARI,Arizona,DST,3700,10.0477340685,69.00371057513914,8.590688025848529
00-0035644,Noah Fant,TE,4300,12.017278043011052,68.88208616780045,4.575236896222114
00-0036894,Pat Freiermuth,TE,3900,9.672324986275862,67.87868480725623,4.2791956254219885
00-0034011,Dan Arnold,TE,3500,11.698690070350088,67.78684807256235,4.253076506606018
00-0026143,Matt Ryan,QB,6000,18.904622274774425,66.47551020408164,3.7677378830563493
00-0034367,Nyheim Hines,RB,5000,9.841987405780772,66.08409570724842,4.870305398522256
00-0036265,AJ Dillon,RB,4800,11.711941318714503,66.03448275862068,4.854223328378185
00-0033217,Mo Alie-Cox,TE,3100,5.729244803435151,65.65306122448979,3.6891281205061666
00-0035021,Ashton Dulin,WR,3000,5.1310326718921,65.4951664876477,4.016817540189901
00-0035640,D.K. Metcalf,WR,6800,11.308145468419916,64.04189044038668,3.645905884691523
00-0032725,Stephen Anderson,TE,2500,3.1639375405550707,62.836734693877546,3.0576145293925365
DST_GB,Green Bay,DST,2900,7.581031258500001,62.72727272727273,5.653357627884075
DST_TEN,Tennessee,DST,2600,7.740458500500001,62.542671614100186,5.584209586716059
00-0030061,Zach Ertz,TE,4600,7.934948531861185,62.42290249433107,2.974411585604768
00-0036345,K.J. Osborn,WR,3400,6.168385279703499,62.38882921589688,3.265460457076989
00-0032144,Melvin Gordon,RB,5300,14.399262994851442,62.24032371569318,3.769359824415005
00-0033591,Noah Brown,WR,3000,3.189153490741952,62.066058002148225,3.195944620720645
00-0032602,J.D. McKissic,RB,5200,12.646363282192809,61.83145672061928,3.6680030265694454
00-0036988,Josh Palmer,WR,3000,3.770815917268402,60.731471535982806,2.9238763966654417
00-0031763,DeAndre Carter,WR,3000,5.780216390402892,60.60096670247045,2.898548071905181
00-0034775,Christian Kirk,WR,5500,10.96573296709578,60.55155746509129,2.8890161094409677
00-0033090,Hunter Henry,TE,4100,5.913351703013048,59.70975056689342,2.482260005944792
00-0029604,Kirk Cousins,QB,6100,16.013202937678788,59.2204081632653,2.322864961369629
00-0034960,Jakobi Meyers,WR,4800,8.859820413854742,58.79162191192266,2.5691804595602936
00-0032426,Alex Collins,RB,5200,8.8698930127024,58.587262491203376,2.954613255317005
00-0035229,T.J. Hockenson,TE,5500,12.789542788623312,58.48412698412698,2.2875038450684086
00-0034972,Alexander Mattison,RB,4500,7.059720796991205,58.26178747361013,2.891193607174785
00-0030456,Giovani Bernard,RB,4300,4.409429207921407,57.977480647431385,2.8369105947229873
00-0032063,Mike Davis,RB,4600,7.76688190546044,57.89619985925404,2.821579747073157
00-0028002,Randall Cobb,WR,4300,7.31736078877623,57.8421052631579,2.4115889625429046
00-0035414,Jalen Guyton,WR,3600,5.383475877260629,57.784103114930176,2.402281812598153
00-0036219,Marquez Callaway,WR,5100,11.62143406178692,57.63802363050483,2.379000421810499
00-0033572,Jamal Agnew,WR,4500,10.962442375946235,57.58216970998925,2.3701584606022905
00-0036997,Javonte Williams,RB,5000,12.250231463275526,57.3265306122449,2.7164312334538003
00-0034867,Malik Turner,WR,3400,3.8555222920924135,57.171321160042964,2.306121042231721
00-0024243,Marcedes Lewis,TE,2500,3.0822099394185853,57.11111111111111,2.0874157288940958
00-0033307,Kendrick Bourne,WR,4600,8.577157719720978,57.107411385606866,2.2963163658436527
00-0033553,James Conner,RB,6300,10.62779093095559,57.005277973258266,2.6588724174256435
00-0036328,Antonio Gibson,RB,5500,9.210323460908594,56.40042223786066,2.553789703089396
DST_PHI,Philadelphia,DST,2700,7.682842084500001,55.560296846011134,3.5059139655280256
00-0029293,Marvin Jones,WR,5800,9.94086413231277,55.26638023630505,2.031086454228953
00-0031800,Taylor Heinicke,QB,5400,17.702199253530083,54.76938775510204,1.7264488777737226
00-0035329,Donald Parham,TE,2600,3.210249735295754,54.72562358276643,1.7805001458418594
00-0036247,Freddie Swain,WR,3000,4.418946099146718,54.62083780880773,1.9455304934955908
00-0034351,Dallas Goedert,TE,4700,6.072445466502164,54.58049886621315,1.7633569045682425
00-0032141,Geoff Swaim,TE,2500,4.1510550482137285,54.33560090702947,1.7348011466189388
00-0036370,Joshua Kelley,RB,4000,1.6714495923834116,53.57811400422237,2.115782100812954
00-0033662,Cooper Rush,QB,4800,5.97153291378759,53.30816326530612,1.5661989941292431
00-0030181,Jack Doyle,TE,3100,3.24320660024423,53.09750566893424,1.5973613496009738
00-0036924,Michael Carter,RB,5600,10.623128481772277,53.08831808585503,2.0478111080734434
00-0033375,Tim Patrick,WR,4900,8.687846740286076,53.01074113856069,1.7475152278474626
00-0036912,Devonta Smith,WR,5900,9.05016375636174,52.785177228786246,1.7214333988329191
00-0036650,Larry Rountree,RB,4000,1.4847471639897456,52.71604503870513,1.997613598530152
00-0036196,Gabriel Davis,WR,3400,4.629268653576188,52.67776584317938,1.7091506584165055
00-0034827,D.J. Moore,WR,6300,12.283474714892474,52.410848549946294,1.6790061985894764
DST_DET,Detroit,DST,2300,6.584283630000002,52.01948051948052,2.7687524099416647
00-0035215,Deonte Harris,WR,4000,10.04951128049808,51.90118152524168,1.6229155733193021
00-0029263,Russell Wilson,QB,6700,14.928851335032046,51.473469387755095,1.3858847383250268
00-0034348,Courtland Sutton,WR,5600,8.309216267541629,51.16863587540279,1.5455624534173398
DST_MIN,Minnesota,DST,2300,5.120712085499999,51.0204081632653,2.590347409015163
00-0032778,Tajae Sharpe,WR,3900,5.636960898759322,50.90708915145005,1.5188469225028103
00-0036275,D'Andre Swift,RB,6800,11.94616489904276,50.687192118226605,1.74489853185392
DST_DAL,Dallas,DST,3000,6.483945951000001,50.49907235621522,2.501864567794361
00-0036268,Laviska Shenault Jr.,WR,4600,8.184684868400417,49.95059076262084,1.4250186254137787
00-0034521,Allen Lazard,WR,4400,5.269240440563604,49.94736842105263,1.424712531842747
00-0029239,Brandon Bolden,RB,4400,6.408158329782229,49.851513019000706,1.6503451800782323
00-0033681,Keelan Cole,WR,3200,6.3977082358585164,49.76799140708915,1.407776618804643
00-0036332,Josiah Deguara,TE,2500,1.986918697409631,49.666666666666664,1.2707795248147866
00-0027688,Colt McCoy,QB,5000,14.153127194104162,49.46734693877551,1.2123943903931316
00-0031941,Jamison Crowder,WR,4800,8.74530337245136,49.346938775510196,1.3688095469996187
00-0033839,Dede Westbrook,WR,3000,2.2039470139058777,49.283566058002144,1.3630387339372936
00-0036876,Kylen Granson,TE,2500,1.8985633448089725,48.87528344671202,1.2054725284993233
00-0036877,Jaelon Darden,WR,3000,1.690170404219987,48.65896885069817,1.307447491439326
00-0031549,Nelson Agholor,WR,4000,6.768971904999647,48.633727175080566,1.3052491972146696
00-0035831,James Robinson,RB,6200,7.301443556862643,48.62209711470795,1.5204759423210747
00-0034411,Russell Gage,WR,5000,4.576306925607388,48.38077336197637,1.2834225680050988
00-0031237,Teddy Bridgewater,QB,5500,16.211653899005398,48.126530612244906,1.1087236448663
00-0036936,Rondale Moore,WR,4400,7.640735812317808,47.91997851772287,1.2445956952946886
00-0036422,Adam Trautman,TE,3000,5.862741188237231,47.90702947845805,1.1301172239572363
00-0030108,Ryan Griffin,TE,2500,4.037019090205146,47.569160997732425,1.1049463701349398
00-0033885,David Njoku,TE,3200,4.233666405207019,47.47392290249432,1.0979530620971265
00-0027942,A.J. Green,WR,4600,7.109771527247594,47.130504833512354,1.180784626827627
00-0036032,Sean McKeon,TE,2500,0.841731787341931,46.35260770975057,1.0188690599890768
00-0034159,Will Dissly,TE,2500,2.380206336443816,46.34013605442177,1.01802227981345
00-0036875,Rhamondre Stevenson,RB,4500,5.63483982858729,46.31703026038001,1.30389023216349
DST_DEN,Denver,DST,3200,7.3486013985,46.19016697588127,1.8771898957616902
00-0033725,Corey Clement,RB,4000,0.158037292338237,45.97712878254751,1.2746761975498637
00-0029608,T.Y. Hilton,WR,4700,3.763071060199661,44.70569280343717,1.004535273518856
DST_WAS,Washington,DST,2100,4.697182323,44.605751391465674,1.6890195568056825
00-0036991,Amari Rodgers,WR,3000,1.691630584152586,44.05263157894736,0.9617387885023988
00-0032156,Trevor Siemian,QB,5200,14.965235898905537,43.99591836734694,0.8418405397181034
00-0035208,Olamide Zaccheaus,WR,4400,4.120093437120382,43.80182599355532,0.9457918487546114
00-0032392,Austin Hooper,TE,2800,3.709588715434728,43.585034013605444,0.8472057771305939
00-0036755,Jaret Patterson,RB,4000,2.3761851059626564,43.55559465165376,1.0846491546428056
DST_SEA,Seattle,DST,2500,5.6088147915,43.44619666048237,1.5633712824007238
00-0032980,Marcus Johnson,WR,3000,3.562852792512336,43.329752953813106,0.9164898347420216
00-0033466,Isaiah McKenzie,WR,3000,1.663101713845217,43.204081632653065,0.9088434778366489
00-0036972,Mac Jones,QB,5300,13.912875221312753,43.06530612244897,0.7911992221831485
00-0034766,Chris Herndon,TE,2500,1.1411691453002195,42.909297052154194,0.8098867981971444
00-0032009,Adam Humphries,WR,3500,4.885455741969064,42.8641245972073,0.8884772882704294
00-0036425,DeeJay Dallas,RB,4100,2.591542478971001,42.46657283603096,1.0086926844001785
00-0033955,Jeremy McNichols,RB,5500,4.403177474327078,42.44862772695285,1.0074866659319277
00-0031382,Jarvis Landry,WR,5200,5.883947674064125,42.39205155746509,0.8609509631228307
00-0036971,Trevor Lawrence,QB,5300,14.285954789251358,41.697959183673476,0.7222658862740994
00-0033895,Gerald Everett,TE,2600,2.972526035296485,41.6734693877551,0.7458361750732301
00-0035217,Benny Snell,RB,4000,1.7669112351078446,41.59324419422941,0.9516415969145124
00-0033950,Wayne Gallman,RB,4000,0.8903989941885725,41.51688951442646,0.9468097525175335
00-0027966,Mark Ingram,RB,4500,7.325122820346149,41.15798733286418,0.9244244854494865
00-0027691,Andre Roberts,WR,3000,0.3686306225454133,40.52094522019334,0.7599838073396128
00-0036671,Dax Milne,WR,3000,2.567606656378365,40.49570354457572,0.7587059984597558
00-0036555,Chuba Hubbard,RB,5400,7.929823363270972,40.3173821252639,0.8740442632409895
DST_CLE,Cleveland,DST,2800,6.6058897860000005,40.10018552875695,1.2507922607852078
00-0036187,Reggie Gilliam,RB,4000,0.7055775357868401,39.85925404644616,0.8477528534352606
00-0028042,Luke Stocker,TE,2500,0.883147404309658,39.57596371882086,0.6485066514449903
DST_LAC,LA Chargers,DST,2900,5.8954237245000005,39.51855287569573,1.2032204241961533
00-0029701,Ryan Tannehill,QB,6200,13.064654376770916,39.224489795918366,0.6124671911129452
00-0036423,Albert Okwuegbunam,TE,3300,3.0678268105646604,39.21541950113379,0.633104806283117
00-0034132,Christian Blake,WR,3000,1.0149701232543331,39.11761546723953,0.6921078596775028
DST_NE,New England,DST,3400,7.333951769999999,39.08348794063079,1.1688230705955513
00-0034799,Kalen Ballage,RB,4000,1.374559276729105,39.0070372976777,0.8009309166541329
00-0036271,Quez Watkins,WR,3600,5.251726820760683,38.995703544575726,0.6865055766947203
00-0032977,Rashard Higgins,WR,3300,4.316384692958887,38.65520945220193,0.6710977083479773
00-0035537,Ty Johnson,RB,4500,5.960856730245234,38.260731878958474,0.7620567305021275
00-0033576,Eric Saubert,TE,2500,2.091545593438186,38.10430839002268,0.5879029628494417
00-0036389,Jalen Hurts,QB,6500,13.431761018038625,37.869387755102046,0.5595625061582742
00-0035624,N'Keal Harry,WR,3000,1.9423704344779456,37.73899033297529,0.6313330067418597
00-0035594,Travis Homer,RB,4500,2.256476799986458,37.38036593947923,0.7186180119935965
00-0031045,Carlos Hyde,RB,5000,4.273177838240566,37.32899366643209,0.7161610856096343
00-0034676,James Washington,WR,3500,3.777223325824215,37.25295381310419,0.6112041532788908
00-0036842,Kene Nwangwu,RB,4000,0.1528388420181385,37.227304714989444,0.7113224606402545
00-0035480,Malik Taylor,WR,3000,0.3708699778032334,37.21052631578947,0.6094778050795026
00-0034407,Ray-Ray McCloud,WR,3000,1.972405248488289,37.14769065520945,0.606930015839832
00-0036919,Kenny Gainwell,RB,4700,5.515496926130959,36.98662913441239,0.7000003390661769
00-0036980,Elijah Moore,WR,4700,5.714714385154895,36.820622986036526,0.5938394389213669
DST_JAX,Jacksonville,DST,2200,4.8866453955,36.670686456400745,0.9951556595306835
00-0035628,D'Ernest Johnson,RB,4700,5.501477132706413,36.573539760731876,0.6809858501215235
00-0036407,Jerry Jeudy,WR,5300,4.341697652909988,36.484425349087,0.5806776607862335
00-0036963,Amon-Ra St. Brown,WR,3800,6.672776592740655,36.1390977443609,0.5674620993652283
00-0032104,Ameer Abdullah,RB,4000,4.381815436413388,36.09324419422941,0.659526282425685
00-0036182,Nick Westbrook,WR,3200,3.32394298807799,35.80343716433942,0.5549048124091664
00-0036233,Donovan Peoples-Jones,WR,4800,4.535654723091287,35.76047261009667,0.5533176706613759
00-0032464,Kalif Raymond,WR,4900,6.525452283571523,35.402255639097746,0.540260350998113
00-0033871,Corey Davis,WR,4900,4.890897117906156,34.504833512352306,0.5088854861094867
00-0026625,Brian Hoyer,QB,4000,1.0025299025434575,34.46530612244898,0.44595429263612274
00-0036999,Anthony Schwartz,WR,3000,2.178169560521817,34.128893662728245,0.4962899618534656
00-0035022,Penny Hart,WR,3000,1.038752819847388,34.04189044038668,0.49341970555876025
00-0032780,Jordan Howard,RB,4900,3.812697031022685,33.88318085855031,0.5691729075693093
00-0036232,Harrison Bryant,TE,2500,1.755702770964579,33.25170068027211,0.4254105592805379
00-0031585,MyCole Pruitt,TE,2500,1.7055149496502957,33.11337868480725,0.4215056821347726
00-0034414,Boston Scott,RB,4900,3.728899760059049,33.02111189303307,0.5373840432994159
00-0034272,Marquez Valdes-Scantling,WR,3500,1.220755089148994,33.0,0.4603102777323694
DST_NYJ,New York J,DST,2000,4.370552896500001,32.89239332096474,0.7735675199208946
00-0036096,J.J. Taylor,RB,4000,0.7180525476043274,32.782547501759325,0.5289049359865498
DST_ATL,Atlanta,DST,2400,4.102194618,32.68460111317255,0.7629253154897742
00-0037005,Tommy Tremble,TE,2500,2.779408214461604,32.5453514739229,0.4058423474315251
00-0035126,Antoine Wesley,WR,3000,1.7744296305414098,32.44629430719657,0.44362830727582936
DST_CAR,Carolina,DST,2400,5.606605071000001,32.30797773654916,0.7440080976203144
00-0032200,Ty Montgomery,WR,3000,2.190678818691884,30.5327604726101,0.39049616314913177
00-0031387,Eric Ebron,TE,2900,1.7362046052487707,30.43424036281179,0.35256113386924304
00-0033280,Christian McCaffrey,RB,8400,2.346516289202345,30.14496833216045,0.44362078039514985
00-0034419,Braxton Berrios,WR,3000,2.080008494230458,30.03114930182599,0.3776536096981795
00-0034311,Johnny Stanton,RB,4000,0.9054169622181986,30.021815622800844,0.4399934844125796
00-0034854,KhaDarel Hodge,WR,3000,2.911508999518614,29.823308270676687,0.3724569014375135
00-0034104,Cam Sims,WR,3000,0.8533419314185001,29.758861439312568,0.37086008973454043
DST_NO,New Orleans,DST,3100,6.742401407999999,29.38682745825603,0.6123527876186579
00-0036387,Jalen Reagor,WR,3500,3.251519028765399,29.364124597207304,0.3612279087793588
00-0032688,Robby Anderson,WR,4400,5.434521131348881,28.989795918367342,0.35232492779287816
00-0034401,Mike White,QB,5100,9.103256384221664,28.9469387755102,0.30868622485354547
00-0035891,Cody White,WR,3000,0.5398903035660885,28.726638023630503,0.346197693533852
00-0032355,Chester Rogers,WR,3100,1.9674133797638764,28.59291084854995,0.3431250079655171
00-0033455,Anthony Firkser,TE,2600,1.9125128511393727,28.33560090702948,0.306529727099742
00-0036383,Eno Benjamin,RB,4400,1.2858753716496154,28.212174524982405,0.38998847164215306
00-0028986,Case Keenum,QB,4900,1.977791769048116,28.118367346938776,0.292097371928333
00-0035752,Chris Streveler,QB,4000,0.092716036551042,28.06734693877551,0.2911055312125626
00-0033925,D'Onta Foreman,RB,4000,0.4247374362574851,27.01759324419423,0.3601348075392619
00-0031484,Chris Manhertz,TE,2500,0.9513546673706432,26.564625850340136,0.27239405126427657
00-0036628,John Bates,TE,2500,0.5198077552382949,26.191609977324262,0.2657037618514792
00-0036040,Juwan Johnson,TE,2500,1.1913903360105338,25.795918367346943,0.25878628594071007
00-0034765,Tre'Quan Smith,WR,4300,3.993168244035022,25.48012889366273,0.27882268397912635
00-0032951,Laquon Treadwell,WR,3000,0.5796737215661208,25.161117078410314,0.2729554470194406
00-0034614,Godwin Igwebuike,RB,4000,1.2944644259139482,25.08374384236453,0.31657340223428715
00-0032058,Tevin Coleman,RB,4000,0.8456078484363527,24.72624912033779,0.30911771276603106
00-0025394,Adrian Peterson,RB,4900,1.1155195876932538,24.690007037297676,0.3083717429911967
00-0033258,Darrell Daniels,TE,2500,0.7970727806978251,24.200680272108844,0.23267749751106137
00-0035259,Trevon Wesco,TE,2500,1.1167764203822852,24.124716553287982,0.2315021396417539
00-0033106,Jared Goff,QB,5200,9.49902408228288,23.728571428571424,0.21798672162665222
00-0031319,Diontae Spencer,WR,3000,0.2078061881379404,23.484425349087005,0.24408807798709534
00-0033275,P.J. Walker,QB,5000,7.075892161431958,23.389795918367344,0.21311866365630447
00-0036670,Jermar Jefferson,RB,4000,1.0628508525869464,22.497536945812808,0.2664379384654012
00-0031545,Kevin White,WR,3000,0.8869798605492493,22.111707841031148,0.2227421078013125
00-0034855,Baker Mayfield,QB,5400,7.017040210344099,21.918367346938776,0.19320540138282885
00-0032450,Dwayne Washington,RB,4000,0.2080147158938102,20.72695285010556,0.23677312412377352
00-0036741,Jack Stoll,TE,2500,0.1394143993711043,20.58049886621315,0.18278451344485597
00-0034930,Trinity Benson,WR,3000,1.1674346481257052,19.718045112781954,0.1898885117663561
00-0034052,Brandon Zylstra,WR,3000,1.112956970852225,19.252953813104188,0.1840911532643002
00-0036955,Terrace Marshall,WR,3200,1.646886768393475,14.937164339419978,0.13806322533940033
00-0032543,Alex Erickson,WR,3000,0.1813656806171074,13.621374865735769,0.1264683951984899
