player_id,player_name,position,team,salary,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,injury_status
00-0039398,Joe Milton III,QB,DAL,6000,2.9800000000000004,3.536666666666667,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039164,Anthony Richardson Sr.,QB,IND,6000,0.83,0.9850000000000002,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0040668,Shedeur Sanders,QB,CLE,6000,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0040466,Raheim Sanders,RB,CLE,3600,6.3,6.3,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0033591,Noah Brown,WR,WAS,4300,2.55,2.3583333333333334,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0031610,Darren Waller,TE,MIA,4700,10.175,7.884782608695652,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0040586,Jaydon Blue,RB,DAL,3700,1.875,2.2543478260869567,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0037666,Jalen Tolbert,WR,DAL,4300,4.025,5.528,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039355,Luke McCaffrey,WR,WAS,3600,5.0888888888888895,2.591,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0036620,Dee Eskridge,WR,MIA,3600,1.025,1.1,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039884,Tahj Washington,WR,MIA,3600,-0.3999999999999999,-0.3999999999999999,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0035125,Alec Ingold,RB,MIA,3600,0.0,0.0,1.11601988051609,1.0,0.0,BUF,0.0,0.0,ACTIVE
00-0035243,Miles Sanders,RB,DAL,3600,5.675000000000001,5.570652173913043,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0038618,Xavier Hutchinson,WR,HOU,3600,6.4,7.837000000000001,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0031763,DeAndre Carter,WR,CLE,3600,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039816,Anthony Gould,WR,IND,3600,0.1,0.2,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039410,Ryan Flournoy,WR,DAL,3600,4.5375,4.978,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039890,Adonai Mitchell,WR,IND,3600,2.2125000000000004,1.408,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039062,Jonathan Mingo,WR,DAL,3600,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0037801,KaVontae Turpin,WR,DAL,3600,4.928571428571429,2.532,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0040179,DJ Giddens,RB,IND,3600,1.65,1.4532608695652176,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0038738,Hunter Luepke,RB,DAL,3600,1.542857142857143,1.254,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0038394,Will Mallory,RB,IND,3600,0.0,0.0,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0038547,Luke Schoonmaker,TE,DAL,3000,1.2875,2.04,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039458,Brenden Bates,TE,CLE,3000,3.3000000000000003,3.3000000000000003,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0036232,Harrison Bryant,TE,HOU,3000,0.3399999999999999,0.365,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0039359,Cade Stover,TE,HOU,3000,4.2,4.2,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0037348,Tanner Conner,TE,MIA,3000,1.7000000000000002,1.424,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
00-0038720,Julian Hill,TE,MIA,3000,2.45,2.56,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,OUT
00-0037292,Drew Ogletree,TE,IND,3000,0.0,0.0,0.3912236015293923,1.0,0.0,ATL,0.0,0.0,ACTIVE
00-0039530,Brevyn Spann-Ford,TE,DAL,3000,0.3625,0.434,1.0,1.0,0.0,BYE_OR_UNKNOWN,0.0,0.0,ACTIVE
