player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,roster_role,slate_format,ownership_available,injury_raw_status,injury_status,estimated_ownership_pct_heuristic_x,estimated_ownership_pct_heuristic_y
00-0037276,Ty Chandler,RB,NO,4000,44265653,1.0575,1.0575,1.0,1.0496832077647802,0.0,LV,23.36,43.67,0.0,0.0,3.7692,statline_mc+recal_10_4b,0.0,2.243434401637303,0.0,0.0,0.0,0.56425,2.4724060134786834,0.01475,0.1815,0.13425,1.2221054220336474,0.0045,0.6167011435512332,0.4933609148409866,0.0,,26.949855159324738,0.0,,classic,True,Injured Reserve,OUT,0.4404563651254454,0.0
00-0038040,Zamir White,RB,NO,4000,44265655,1.0491,1.0491,1.0,1.0496832077647802,1.1012250061839173,LV,23.36,43.67,0.0,0.0,3.7965,statline_mc+recal_10_4b,0.0,2.133940920323031,0.0,0.0,0.0,0.56275,2.3815669857141666,0.017,0.16875,0.12975,1.1213497153075949,0.00525,0.6117916701021763,0.489433336081741,0.0,,42.37538707421836,0.2556848224156765,,classic,True,,ACTIVE,0.3998540414036825,0.5885341217191326
00-0040589,Kurtis Rourke,QB,SF,4000,44265604,0.865,0.865,1.0,1.2658208888156617,1.094991704914302,ARI,28.17,47.89,0.0,0.0,6.2172,statline_mc+recal_10_4b,0.0,2.038797238457923,0.0,0.0,0.0,0.8,4.148287249523898,0.04025,0.0,0.0,0.0,0.0,0.6083287249523899,0.486662979961912,0.0,,60.3665583243048,0.3868030048446602,,classic,True,,ACTIVE,2.09146499716894,2.454369897250217
00-0035993,Tyler Huntley,QB,BAL,4000,44265610,0.8494,0.8494,1.0,1.2743585518925156,1.082438924089251,DAL,28.36,53.33,0.0,0.0,6.2291,statline_mc+recal_10_4b,0.0,1.8555838301163303,0.0,0.0,0.0,0.78275,4.208549578273614,0.03775,0.0,0.0,0.0,0.0,0.6013549578273615,0.4810839662618892,0.0,,64.7580353918382,0.4154954070086146,,classic,True,,ACTIVE,2.862060183530944,3.358676510525105
00-0038891,Shedrick Jackson,WR,BAL,3000,44265857,0.8076,0.8076,1.0,1.2743585518925156,1.0291287638767914,DAL,28.36,53.33,0.0,0.0,3.8691,statline_mc+recal_10_4b,0.0,2.0937975934004496,0.0,0.0,0.0,0.013,0.1042898273646737,0.00075,0.27125,0.1595,2.7155921941730563,0.02075,0.571738202153773,0.4573905617230184,0.0,,61.69072769953052,0.3847639629979274,,classic,True,,ACTIVE,3.85067302040822,4.487911615176953
00-0033553,James Conner,RB,ARI,4000,44265677,1.1608,1.1608,1.0,0.8861195572397886,0.0,SF,19.72,47.89,0.0,0.0,3.7723,statline_mc+recal_10_4b,0.0,1.974393206699164,0.0,0.0,0.0,0.51475,1.868680334580955,0.01625,0.19675,0.14275,1.1385311765735309,0.0055,0.5714711511154487,0.457176920892359,0.0,,20.98741384477075,0.0,,classic,True,Injured Reserve,OUT,0.211103316581764,0.0
00-0038397,Evan Hull,RB,ARI,4000,44265681,1.1378,1.1378,1.0,0.8861195572397886,1.008190869745085,SF,19.72,47.89,0.0,0.0,3.6123,statline_mc+recal_10_4b,0.0,2.020566448389933,0.0,0.0,0.0,0.5185,1.862140106299239,0.013,0.21025,0.154,1.1114202811734546,0.0055,0.5601060387472694,0.4480848309978156,0.0,,35.349115972430326,0.22145221882972,,classic,True,,ACTIVE,0.1916433067436739,0.31071714213590623
00-0039921,Trey Benson,RB,ARI,4000,44265679,1.1295,1.1295,1.0,0.8861195572397886,0.0,SF,19.72,47.89,0.0,0.0,3.6194,statline_mc+recal_10_4b,0.0,2.0127238029411743,0.0,0.0,0.0,0.536,2.0554253698591456,0.014,0.19725,0.14575,0.9601984583020864,0.0045,0.5560623828161232,0.4448499062528986,0.0,,20.98741384477075,0.0,,classic,True,Injured Reserve,OUT,0.1739771672674068,0.0
00-0039398,Joe Milton III,QB,DAL,4000,44265614,0.878,0.878,1.0,1.122028668573911,0.9851543903529656,BAL,24.97,53.33,0.0,0.0,6.1623,statline_mc+recal_10_4b,0.0,1.66356786097589,0.0,0.0,0.0,0.76425,3.878079946405365,0.035,0.0,0.0,0.0,0.0,0.5473079946405365,0.4378463957124292,0.0,,57.71758757674251,0.3705987136940502,,classic,True,,ACTIVE,1.730919170344064,2.0312632112019178
00-0036755,Jaret Patterson,RB,MIN,4000,44265693,0.9985,0.9985,1.0,0.983628656591226,0.9821746903020424,TB,21.89,42.5,0.0,0.0,3.7013,statline_mc+recal_10_4b,0.0,1.964745390971013,0.0,0.0,0.0,0.421,1.7535941147075589,0.012,0.1995,0.1485,1.1504319425260106,0.00625,0.5456526057233569,0.4365220845786856,0.0,,33.89796224153431,0.21442513243317712,,classic,True,,ACTIVE,0.1524750538809187,0.27231511889188575
