player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available,act,slate_id,week,sub,eng,tier,pw
00-0040667,Matthew Golden,WR,GB,4700,44157505,10.2862,10.2862,1.0,1.0686897376485536,10.99277762910882,NYJ,23.83,44.39,1.0,1.0,8.3704,statline_mc+recal_10_4b,1.6593328748968013,24.83306536869499,0.0,0.0,0.0,0.04725,0.2698983322902579,0.003,7.20825,4.237,56.37614606779293,0.31525,12.256854440008318,-1.264076810899498,15.5,5.3,80.13823529411765,14.995728369447898,7.218991865923672,,classic,True,9.8,dk_classic_wk2_early_20Sep2026,2,early,12.256854440008318,4-5k,00-0040667_2
00-0037228,Jaylen Warren,RB,PIT,5400,44157309,13.2937,13.2937,1.0,0.8108229314597502,10.778818064130489,NE,18.08,41.5,1.0,1.0,7.4359,statline_mc+recal_10_4b,3.322606388759398,20.93407736570854,0.0,0.0,0.0,8.5305,29.92157244346845,0.18925,4.031,3.0705,18.679824331987867,0.0935,9.809889677545634,0.968928386584853,11.3,4.9,61.105605285592496,2.0649293465592597,1.8133039853220927,,classic,True,9.7,dk_classic_wk2_early_20Sep2026,2,early,9.809889677545634,5-6k,00-0037228_2
00-0040126,Colston Loveland,TE,CHI,5000,44157757,9.232,9.232,1.0,1.1660064279841542,10.764540306621877,MIN,26.0,47.5,1.0,1.0,5.8836,statline_mc+recal_10_4b,5.849744289334024,17.847956973695695,0.0,0.0,0.0,0.0,0.0,0.0,3.34625,2.123,25.248001703454864,0.20575,5.980300170345487,4.78424013627639,0.0,,94.1818074003795,3.4879462921860416,9.388894336110306,,classic,True,1.3,dk_classic_wk2_early_20Sep2026,2,early,5.980300170345487,5-6k,00-0040126_2
00-0040676,Cam Ward,QB,TEN,4900,44157240,14.5937,14.5937,1.0,0.7251663054039913,10.582868754043863,PHI,16.17,39.5,1.0,1.0,7.5198,statline_mc+recal_10_4b,3.3118460556021665,19.11261617975372,32.4715,139.1633202549221,0.98675,3.28625,9.825431109282484,0.09275,0.0,0.0,0.0,0.0,10.204575921125132,0.3782928329187331,11.7,,47.35810113519091,0.365487439229,0.5023527653223332,,classic,True,20.02,dk_classic_wk2_early_20Sep2026,2,early,10.204575921125132,4-5k,00-0040676_2
00-0038996,Tucker Kraft,TE,GB,4900,44157759,9.87,9.87,1.0,1.0686897376485536,10.547987725793956,NYJ,23.83,44.39,1.0,1.0,6.5472,statline_mc+recal_10_4b,3.7477783386912327,20.60259452342128,0.0,0.0,0.0,0.0,0.0,0.0,4.57575,2.95775,37.115812354885655,0.2495,8.402331235488566,2.145656490305392,9.5,,83.26296647691333,4.122990545572756,4.939394619350934,,classic,True,3.5,dk_classic_wk2_early_20Sep2026,2,early,8.402331235488566,4-5k,00-0038996_2
00-0041438,Carnell Tate,WR,TEN,5100,44157499,14.4688,14.4688,1.0,0.7251663054039913,10.492259487485624,PHI,16.17,39.5,1.0,1.0,6.9687,statline_mc+recal_10_4b,4.401375869046146,19.613429101987997,0.0,0.0,0.0,0.07025,0.2373939143789529,0.0025,5.664,3.5355,31.401477084306705,0.1865,8.005387099868566,2.4868723876170584,7.8,,56.368627450980384,1.7511644228048493,1.783366885443247,,classic,True,5.7,dk_classic_wk2_early_20Sep2026,2,early,8.005387099868566,5-6k,00-0041438_2
00-0034753,Mark Andrews,TE,BAL,4400,44157765,8.5399,8.5399,1.0,1.2171313252111515,10.394170314890031,NO,27.14,45.67,1.0,1.0,7.1429,statline_mc+recal_10_4b,1.5831084845742982,23.620451798076356,0.0,0.0,0.0,0.0,0.0,0.0,5.52625,3.67675,50.07654583559242,0.35275,11.167904583559242,-0.7737342686692106,8.9,6.3,94.35892235926627,8.498892001767283,9.487224121512378,,classic,True,10.9,dk_classic_wk2_early_20Sep2026,2,early,11.167904583559242,4-5k,00-0034753_2
00-0033537,Deshaun Watson,QB,CLE,4500,44157245,13.72,13.72,1.0,0.7435533298452798,10.201569389866844,TB,16.58,41.5,1.0,1.0,7.6444,statline_mc+recal_10_4b,2.1725048709786035,20.19465369451796,30.09975,170.58142120255874,0.955,3.575,11.668300511637613,0.1055,0.0,0.0,0.0,0.0,11.74983689926611,-1.5482675093992668,15.0,,48.748065015479874,0.4560390024910209,0.554787815910838,,classic,True,19.72,dk_classic_wk2_early_20Sep2026,2,early,11.74983689926611,4-5k,00-0033537_2
00-0033293,Aaron Jones Sr.,RB,MIN,5100,44157323,10.5155,10.5155,1.0,0.9641976231407428,10.139045097214916,CHI,21.5,47.5,1.0,1.0,7.1342,statline_mc+recal_10_4b,3.6824877783634857,19.913022946004823,0.0,0.0,0.0,8.143,32.245314052632125,0.27825,1.7735,1.30975,9.898200052968706,0.04775,7.642851410560083,2.4961936866548333,10.0,34.0,74.29054774083548,7.508548080995401,6.012145780189336,,classic,True,13.5,dk_classic_wk2_early_20Sep2026,2,early,7.642851410560083,5-6k,00-0033293_2
00-0039811,MarShawn Lloyd,RB,GB,5300,44157317,9.4817,9.4817,1.0,1.0686897376485536,10.132963163109816,NYJ,23.83,44.39,1.0,1.0,7.1939,statline_mc+recal_10_4b,3.88779978054628,18.97174539042772,0.0,0.0,0.0,8.0095,33.962190541758936,0.2295,1.4095,1.0245,8.729226526194074,0.042,7.098391706795301,3.0345714563145147,3.7,,75.17156862745098,0.6739433815303153,6.513484247231458,,classic,True,9.6,dk_classic_wk2_early_20Sep2026,2,early,7.098391706795301,5-6k,00-0039811_2
DST_TB,Buccaneers,DST,TB,3600,44157942,10.1264655915,10.1264655915,1.3261340540580535,1.356890312383012,10.1264655915,CLE,24.92,41.5,,,5.921,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1264655915,0.0,9.0,,77.21200980392157,13.615779928530838,17.364569250436134,,classic,True,2.0,dk_classic_wk2_early_20Sep2026,2,early,10.1264655915,<4k,DST_TB_2
00-0040236,Kyle Monangai,RB,CHI,5300,44157313,8.6428,8.6428,1.0,1.1660064279841542,10.077579730287512,MIN,26.0,47.5,1.0,1.0,7.8228,statline_mc+recal_10_4b,1.448474694014434,23.53829134250553,0.0,0.0,0.0,7.2085,47.04651565803951,0.30575,2.1545,1.65225,14.853246997176653,0.06525,10.472476265521616,-0.3948965352341052,23.4,,84.18078644501279,3.389538674485192,14.77437600548816,,classic,True,7.8,dk_classic_wk2_early_20Sep2026,2,early,10.472476265521616,5-6k,00-0040236_2
00-0035261,Tony Pollard,RB,TEN,5300,44157315,13.7966,13.7966,1.0,0.7251663054039913,10.004806873334024,PHI,16.17,39.5,1.0,1.0,6.7138,statline_mc+recal_10_4b,4.580912140476237,18.27863169610806,0.0,0.0,0.0,8.99,28.551068160783537,0.1785,2.19825,1.61825,8.34731814162407,0.039,6.729838630240762,3.2749682430932623,4.4,,52.98167092924125,1.0224621057800622,0.8664170542624883,,classic,True,7.5,dk_classic_wk2_early_20Sep2026,2,early,6.729838630240762,5-6k,00-0035261_2
00-0040784,Quinshon Judkins,RB,CLE,5400,44157311,13.42,13.42,1.0,0.7435533298452798,9.978488458565128,TB,16.58,41.5,1.0,1.0,6.8169,statline_mc+recal_10_4b,4.106349051785436,18.358296885348985,0.0,0.0,0.0,9.66825,27.844975358128128,0.2075,2.398,1.8135,10.88644545897096,0.04675,7.311142081709908,2.6673463768552192,7.0,,57.1872335890878,0.5295645488743824,1.269895963651797,,classic,True,9.8,dk_classic_wk2_early_20Sep2026,2,early,7.311142081709908,5-6k,00-0040784_2
DST_CAR,Panthers,DST,CAR,2700,44157950,9.934547274,9.934547274,1.3010009595805585,1.0974264087468455,9.934547274,ATL,23.0,43.5,,,5.9172,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.934547274,0.0,0.0,,68.81740196078431,8.873670338772266,9.922365568092948,,classic,True,26.0,dk_classic_wk2_early_20Sep2026,2,early,9.934547274,<4k,DST_CAR_2
00-0036139,Rico Dowdle,RB,PIT,4900,44157327,12.0949,12.0949,1.0,0.8108229314597502,9.806828595648906,NE,18.08,41.5,1.0,1.0,6.7545,statline_mc+recal_10_4b,3.8910160311225344,17.9247739860567,0.0,0.0,0.0,7.17925,21.82718981384892,0.15775,3.44375,2.4625,15.172207496509394,0.0765,7.651939731035831,2.154888864613074,4.1,,57.736040068201184,1.4036273087378106,1.3348600792807868,,classic,True,6.4,dk_classic_wk2_early_20Sep2026,2,early,7.651939731035831,4-5k,00-0036139_2
00-0041547,KC Concepcion Jr.,WR,CLE,4100,44157529,13.0216,13.0216,1.0,0.7435533298452798,9.68223846559072,TB,16.58,41.5,1.0,1.0,7.1132,statline_mc+recal_10_4b,3.403917503466902,18.53163221589432,0.0,0.0,0.0,1.38475,6.106550807327819,0.036,4.912,3.13125,27.51289758758115,0.16925,7.883194839490898,1.799043626099822,8.8,,61.03578431372549,2.3125734141520646,2.3467742492810166,,classic,True,8.2,dk_classic_wk2_early_20Sep2026,2,early,7.883194839490898,4-5k,00-0041547_2
00-0040867,Makai Lemon,WR,PHI,4600,44157509,9.2465,9.2465,1.0,1.0462665371103967,9.674351226974236,TEN,23.33,39.5,1.0,1.0,7.0395,statline_mc+recal_10_4b,3.682406906872208,18.45594556867905,0.0,0.0,0.0,0.0705,0.5609894259703139,0.003,4.2885,2.6795,30.81417911060593,0.21,7.280516853657626,2.3938343733166105,2.5,,66.68725490196077,2.0144491841466774,3.2722609620301943,,classic,True,1.9,dk_classic_wk2_early_20Sep2026,2,early,7.280516853657626,4-5k,00-0040867_2
00-0040663,Harold Fannin Jr.,TE,CLE,4100,44157767,12.8162,12.8162,1.0,0.7435533298452798,9.529553940007428,TB,16.58,41.5,1.0,1.0,5.6383,statline_mc+recal_10_4b,5.040180157849793,15.94354749314751,0.0,0.0,0.0,0.0,0.0,0.0,3.919,2.58225,20.506885879299396,0.15775,5.63743858792994,3.892115352077489,4.1,19.6,66.7390101201771,7.485978031507736,1.868704377070508,,classic,True,10.4,dk_classic_wk2_early_20Sep2026,2,early,5.63743858792994,4-5k,00-0040663_2
DST_PHI,Eagles,DST,PHI,3700,44157941,9.502587837,9.502587837,1.244432740965539,1.3912950760241396,9.502587837,TEN,23.33,39.5,,,5.6046,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.502587837,0.0,3.0,,58.34558823529412,8.69406080804456,4.936568441552338,,classic,True,3.0,dk_classic_wk2_early_20Sep2026,2,early,9.502587837,<4k,DST_PHI_2
00-0039424,Devaughn Vele,WR,NO,4200,44157523,11.318,11.318,1.0,0.8310038119440915,9.40531256947806,BAL,18.53,45.67,1.0,1.0,7.4317,statline_mc+recal_10_4b,2.2624990340948585,20.11013732427486,0.0,0.0,0.0,0.053,0.4313324958398228,0.00225,5.79225,3.751,37.03776724017444,0.26075,9.328159973601425,0.0771525958766368,19.9,7.0,71.22769607843138,10.504469785256468,4.274067486443157,,classic,True,11.4,dk_classic_wk2_early_20Sep2026,2,early,9.328159973601425,4-5k,00-0039424_2
00-0033555,Mack Hollins,WR,NE,4300,44157521,8.8822,8.8822,1.0,1.050302713207265,9.32901944839132,PIT,23.42,41.5,1.0,1.0,7.4143,statline_mc+recal_10_4b,2.6562925363584284,19.316647371018284,0.0,0.0,0.0,0.06575,0.3346206811398722,0.0025,4.4085,2.8025,36.94865116440815,0.214,8.069077184554802,1.2599422638365194,9.1,,70.47696078431372,2.2503555585109134,4.089427755210045,,classic,True,3.8,dk_classic_wk2_early_20Sep2026,2,early,8.069077184554802,4-5k,00-0033555_2
DST_BAL,Ravens,DST,BAL,3300,44157944,9.2311195815,9.2311195815,1.2088820056214653,1.214098293540763,9.2311195815,NO,27.14,45.67,,,6.0609,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2311195815,0.0,6.0,,79.33823529411764,9.677694645857477,20.008961461675995,,classic,True,3.0,dk_classic_wk2_early_20Sep2026,2,early,9.2311195815,<4k,DST_BAL_2
00-0039146,Jayden Reed,WR,GB,4500,44157513,8.5716,8.5716,1.0,1.0686897376485536,9.160426705212387,NYJ,23.83,44.39,1.0,1.0,7.5077,statline_mc+recal_10_4b,2.1612353232921686,19.586336701115584,0.0,0.0,0.0,0.0405,0.2588808888066662,0.00125,4.954,2.88075,37.895347778600105,0.2425,8.401672866740677,0.7587538384717103,5.0,6.7,75.10490196078432,3.464085991519656,5.368974280317979,,classic,True,1.4,dk_classic_wk2_early_20Sep2026,2,early,8.401672866740677,4-5k,00-0039146_2
DST_NE,Patriots,DST,NE,3100,44157945,8.945820112500002,8.945820112500002,1.1715199726370098,1.2443164479707047,8.945820112500002,PIT,23.42,41.5,,,5.6844,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.945820112500002,0.0,6.0,,66.15196078431373,9.539325143602612,8.306972969945093,,classic,True,21.0,dk_classic_wk2_early_20Sep2026,2,early,8.945820112500002,<4k,DST_NE_2
00-0037816,Romeo Doubs,WR,NE,5000,44157503,8.5153,8.5153,1.0,1.050302713207265,8.943694730365811,PIT,23.42,41.5,1.0,1.0,6.7951,statline_mc+recal_10_4b,3.6712191069850495,16.77015360633355,0.0,0.0,0.0,0.068,0.399546339643398,0.00325,3.74375,2.15875,29.14159137145609,0.1755,6.348113771109949,2.5955809592558623,0.0,,67.54362745098038,0.6241849613912824,3.4413231274490856,,classic,True,12.6,dk_classic_wk2_early_20Sep2026,2,early,6.348113771109949,5-6k,00-0037816_2
00-0037525,Jordan Mason,RB,MIN,5200,44157319,9.2336,9.2336,1.0,0.9641976231407428,8.903060222249726,CHI,21.5,47.5,1.0,1.0,7.16,statline_mc+recal_10_4b,2.2548486167559787,19.071915309559515,0.0,0.0,0.0,9.4455,36.732003451940166,0.31825,1.21775,0.91575,6.862179227776622,0.028,7.54966826797168,1.353391954278046,11.9,,70.92098252344417,0.867520313873684,4.425829015847919,,classic,True,0.0,dk_classic_wk2_early_20Sep2026,2,early,7.54966826797168,5-6k,00-0037525_2
00-0036919,Kenny Gainwell,RB,TB,5100,44157325,7.9144,7.9144,1.0,1.1175723148217356,8.844952068066101,CLE,24.92,41.5,1.0,1.0,6.8961,statline_mc+recal_10_4b,2.9516050740237625,17.432987331793303,0.0,0.0,0.0,6.67975,30.65425166257759,0.21375,1.55075,1.18075,9.522797101073966,0.0455,6.8984548763651565,1.9464971917009448,2.8,,68.80168371696504,0.5671437137677932,3.650244243068793,,classic,True,4.5,dk_classic_wk2_early_20Sep2026,2,early,6.8984548763651565,5-6k,00-0036919_2
DST_CHI,Bears,DST,CHI,3000,44157946,8.8310783295,8.8310783295,1.1564937046380976,1.0463833199679229,8.8310783295,MIN,26.0,47.5,,,5.9912,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8310783295,0.0,6.0,,80.03676470588235,14.39650356618035,20.962788164761918,,classic,True,7.0,dk_classic_wk2_early_20Sep2026,2,early,8.8310783295,<4k,DST_CHI_2
00-0036040,Juwan Johnson,TE,NO,3900,44157771,10.3452,10.3452,1.0,0.8310038119440915,8.596880487385048,BAL,18.53,45.67,1.0,1.0,6.182,statline_mc+recal_10_4b,2.502468938607021,16.865715281082903,0.0,0.0,0.0,0.0,0.0,0.0,4.8365,3.019,29.63718294537897,0.24625,7.5939682945378975,1.002912192847151,14.4,6.0,76.10511543327009,8.118290578390376,3.2420074316321976,,classic,True,10.6,dk_classic_wk2_early_20Sep2026,2,early,7.5939682945378975,<4k,00-0036040_2
00-0036970,Kyle Pitts Sr.,TE,ATL,4500,44157763,9.339,9.339,1.0,0.9193512220644292,8.585848435459786,CAR,20.5,43.5,1.0,1.0,5.5056,statline_mc+recal_10_4b,4.133205304251599,14.36313343706081,0.0,0.0,0.0,0.0,0.0,0.0,2.92675,1.91025,19.501657974776585,0.14225,4.769915797477659,3.815932637982127,0.0,,68.75612745098039,0.3787543627826121,2.104124160726706,,classic,True,2.5,dk_classic_wk2_early_20Sep2026,2,early,4.769915797477659,4-5k,00-0036970_2
00-0032464,Kalif Raymond,WR,CHI,3600,44157549,7.2839,7.2839,1.0,1.1660064279841542,8.493044249191048,MIN,26.0,47.5,1.0,1.0,8.6012,statline_mc+recal_10_4b,0.0,23.28477491789819,0.0,0.0,0.0,0.05175,0.3701141384736889,0.00125,6.2715,4.144,57.9468016697861,0.30775,12.304441580825978,-3.8113973316349306,16.4,,84.62426470588235,5.401810560864311,9.398963295132369,,classic,True,9.0,dk_classic_wk2_early_20Sep2026,2,early,12.304441580825978,<4k,00-0032464_2
00-0038994,Jordan Addison,WR,MIN,5100,44157497,8.7972,8.7972,1.0,0.9641976231407428,8.48224452091369,CHI,21.5,47.5,1.0,1.0,6.7232,statline_mc+recal_10_4b,3.162326097877246,16.390473725496122,0.0,0.0,0.0,0.06775,0.4396441683576758,0.0015,3.92925,2.312,28.018005284220397,0.178,6.395264945257807,2.0869795756558838,0.0,,72.28112745098039,0.6664623891578364,4.547294760879935,,classic,True,4.1,dk_classic_wk2_early_20Sep2026,2,early,6.395264945257807,5-6k,00-0038994_2
00-0039032,Tyjae Spears,RB,TEN,4800,44157329,11.3326,11.3326,1.0,0.7251663054039913,8.218043128771086,PHI,16.17,39.5,1.0,1.0,6.3736,statline_mc+recal_10_4b,3.032157744029626,15.550067680048802,0.0,0.0,0.0,6.00875,18.372274488614572,0.12625,3.17525,2.32525,13.161323103424673,0.06475,6.666859759203924,1.5511833695671615,4.4,,47.27514919011082,0.7382776389382086,0.5157342822611728,,classic,True,9.0,dk_classic_wk2_early_20Sep2026,2,early,6.666859759203924,4-5k,00-0039032_2
00-0036252,Michael Pittman Jr.,WR,PIT,4700,44157507,10.1173,10.1173,1.0,0.8108229314597502,8.203362559734922,NE,18.08,41.5,1.0,1.0,6.6691,statline_mc+recal_10_4b,3.0642713253000657,15.810592714192634,0.0,0.0,0.0,0.06475,0.3081321979634518,0.0015,3.9235,2.51475,27.262940045158,0.1455,6.304607224312146,1.898755335422776,8.8,,56.17009803921568,0.803111915170579,1.762661505157444,,classic,True,0.0,dk_classic_wk2_early_20Sep2026,2,early,6.304607224312146,4-5k,00-0036252_2
DST_GB,Packers,DST,GB,3400,44157943,8.149584159,8.149584159,1.0672471043335756,1.094223802495639,8.149584159,NYJ,23.83,44.39,,,5.9267,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.149584159,0.0,1.0,,54.23406862745098,3.7000003355740136,3.7530510975142617,,classic,True,5.0,dk_classic_wk2_early_20Sep2026,2,early,8.149584159,<4k,DST_GB_2
00-0036407,Jerry Jeudy,WR,CLE,3900,44157537,10.9554,10.9554,1.0,0.7435533298452798,8.145893725423807,TB,16.58,41.5,1.0,1.0,6.4491,statline_mc+recal_10_4b,3.4137398298703454,14.313207982134404,0.0,0.0,0.0,0.068,0.3108503607304991,0.0015,4.22775,2.533,23.34871612968563,0.1345,5.811206649041613,2.3346870763821945,4.6,,55.83578431372548,1.0431551852875909,1.728336477797607,,classic,True,0.0,dk_classic_wk2_early_20Sep2026,2,early,5.811206649041613,<4k,00-0036407_2
00-0041037,Denzel Boston,WR,CLE,4200,44157525,10.9163,10.9163,1.0,0.7435533298452798,8.116815168374377,TB,16.58,41.5,1.0,1.0,6.7648,statline_mc+recal_10_4b,2.5373527232364674,16.062996743764117,0.0,0.0,0.0,0.05925,0.2578284785583098,0.002,4.517,2.7355,28.10126100123282,0.17775,6.8051589479791135,1.311656220395263,13.9,,54.60245098039216,1.3133613554154069,1.6073877612540737,,classic,True,20.5,dk_classic_wk2_early_20Sep2026,2,early,6.8051589479791135,4-5k,00-0041037_2
00-0038129,Cade Otton,TE,TB,3400,44157783,7.253,7.253,1.0,1.1175723148217356,8.10578988389449,CLE,24.92,41.5,1.0,1.0,6.3579,statline_mc+recal_10_4b,1.732935063133087,17.51693919217271,0.0,0.0,0.0,0.0,0.0,0.0,4.22075,2.78075,32.46012442877107,0.258,7.741512442877107,0.364277441017383,5.6,,80.48821948134093,2.625077625420683,4.195541297214724,,classic,True,8.8,dk_classic_wk2_early_20Sep2026,2,early,7.741512442877107,<4k,00-0038129_2
DST_HOU,Texans,DST,HOU,3000,44157947,7.677522387,7.677522387,1.005427194335199,1.0463833199679229,7.677522387,CIN,24.0,45.5,,,5.7624,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.677522387,0.0,-2.0,,54.30759803921569,2.987617328541813,3.7714935720293816,,classic,True,6.0,dk_classic_wk2_early_20Sep2026,2,early,7.677522387,<4k,DST_HOU_2
DST_TEN,Titans,DST,TEN,2100,44157956,6.659168602500001,6.659168602500001,0.8720663864104762,0.9643052455769542,6.659168602500001,PHI,16.17,39.5,,,5.7831,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659168602500001,0.0,0.0,,43.44362745098039,2.885104040383176,1.827970600589036,,classic,True,7.0,dk_classic_wk2_early_20Sep2026,2,early,6.659168602500001,<4k,DST_TEN_2
DST_CLE,Browns,DST,CLE,2200,44157955,6.636662190000001,6.636662190000001,0.8691190085932858,0.9027785465212816,6.636662190000001,TB,16.58,41.5,,,5.8552,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.636662190000001,0.0,0.0,,44.25245098039216,2.9240382366746105,1.929243502963976,,classic,True,6.0,dk_classic_wk2_early_20Sep2026,2,early,6.636662190000001,<4k,DST_CLE_2
DST_NYJ,Jets,DST,NYJ,2400,44157953,6.505142899500001,6.505142899500001,0.8518956044033775,0.9440722358082392,6.505142899500001,GB,20.56,44.39,,,5.8718,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.505142899500001,0.0,9.0,,50.77205882352942,5.82852511952022,2.9795386752701147,,classic,True,6.0,dk_classic_wk2_early_20Sep2026,2,early,6.505142899500001,<4k,DST_NYJ_2
DST_CIN,Bengals,DST,CIN,2700,44157951,6.382953540000001,6.382953540000001,0.8358940222904135,0.937385057471264,6.382953540000001,HOU,21.5,45.5,,,5.9195,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.382953540000001,0.0,18.0,,35.0857843137255,8.656040001314025,1.0470920517861388,,classic,True,11.0,dk_classic_wk2_early_20Sep2026,2,early,6.382953540000001,<4k,DST_CIN_2
DST_ATL,Falcons,DST,ATL,2900,44157948,6.201101726999999,6.201101726999999,0.8120792095275158,0.978140929535232,6.201101726999999,CAR,20.5,43.5,,,5.8838,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.201101726999999,0.0,5.0,,22.08946078431373,1.3303682967894497,0.4402534386162479,,classic,True,1.0,dk_classic_wk2_early_20Sep2026,2,early,6.201101726999999,<4k,DST_ATL_2
DST_PIT,Steelers,DST,PIT,2800,44157949,6.1608357090000005,6.1608357090000005,0.8068060826691246,0.96059954651197,6.1608357090000005,NE,18.08,41.5,,,5.8329,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1608357090000005,0.0,18.0,,16.07843137254902,3.392618254649255,0.2948937918323233,,classic,True,8.0,dk_classic_wk2_early_20Sep2026,2,early,6.1608357090000005,<4k,DST_PIT_2
DST_NO,Saints,DST,NO,2300,44157954,5.789766348000001,5.789766348000001,0.7582118607667945,0.8289329911315526,5.789766348000001,BAL,18.53,45.67,,,5.9182,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.789766348000001,0.0,2.0,,41.740196078431374,1.4596950779757565,1.6317357059936612,,classic,True,8.0,dk_classic_wk2_early_20Sep2026,2,early,5.789766348000001,<4k,DST_NO_2
DST_MIN,Vikings,DST,MIN,2600,44157952,5.442922071,5.442922071,0.7127900891695127,0.8652785145888592,5.442922071,CHI,21.5,47.5,,,5.8047,dst_simulated_session_10_4+recal_10_4b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.442922071,0.0,8.0,,31.46446078431373,2.0389588775895686,0.8225017069404403,,classic,True,17.0,dk_classic_wk2_early_20Sep2026,2,early,5.442922071,<4k,DST_MIN_2
00-0037834,Brock Purdy,QB,SF,6200,44173858,15.8997,15.8997,1.0,1.3081695193960683,20.799554423345803,MIA,29.17,45.0,1.0,1.0,8.2764,statline_mc+recal_10_4b,5.601150326645833,38.60679504446955,34.4745,300.74957722603494,2.456,3.60475,21.1234838705313,0.19975,0.0,0.0,0.0,0.0,25.457331476094524,-4.65777705274872,22.1,37.2,89.66940154440154,25.77146319748061,17.654639959798928,,classic,True,28.48,dk_classic_wk2_afternoon_20Sep2026,2,afternoon,25.457331476094524,6-7.5k,00-0037834_2
00-0038543,Jaxon Smith-Njigba,WR,SEA,8100,44174012,20.5484,20.5484,1.0,1.0054563121309514,20.66048456992588,ARI,22.42,40.89,1.0,1.0,9.9921,statline_mc+recal_10_4b,7.175664422057069,40.45001880947813,0.0,0.0,0.0,0.07,0.6121258940515277,0.0035,9.319,5.92975,81.95233356871074,0.5,17.911445946276228,2.7490386236496533,29.2,39.3,75.5019305019305,46.07117242500858,8.31575220982505,,classic,True,45.5,dk_classic_wk2_afternoon_20Sep2026,2,afternoon,17.911445946276228,7.5k+,00-0038543_2
00-0033280,Christian McCaffrey,RB,SF,8000,44173888,15.4504,15.4504,1.0,1.3081695193960683,20.211797098817662,MIA,29.17,45.0,1.0,1.0,9.3762,statline_mc+recal_10_4b,5.57010516012816,40.73403853294593,0.0,0.0,0.0,11.48225,72.90161679644626,0.4215,5.46675,3.99825,36.809720139877896,0.19075,19.468133693632417,0.7436634051852451,13.8,54.4,91.54440154440154,56.03709701655314,43.0654679102237,,classic,True,22.6,dk_classic_wk2_afternoon_20Sep2026,2,afternoon,19.468133693632417,7.5k+,00-0033280_2
00-0033077,Dak Prescott,QB,DAL,6400,44173856,15.7991,15.7991,1.0,1.231930637566335,19.46337464246567,WAS,27.47,50.89,1.0,1.0,8.1272,statline_mc+recal_10_4b,6.643349673068057,35.144610989216645,35.7525,276.5098219801429,2.08725,2.071,11.02840615904122,0.105,0.0,0.0,0.0,0.0,21.23648349510984,-1.7731088526441674,15.4,27.0,93.9394305019305,22.36049548395012,23.950775528147364,,classic,True,29.76,dk_classic_wk2_afternoon_20Sep2026,2,afternoon,21.23648349510984,6-7.5k,00-0033077_2
